,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year
8494,RIVERBEND PREP,CHARTER,5625 S 51ST AVE,LAVEEN,MARICOPA,85339.0,NO,32,84.4%,87.5%,87.5%,87.5%,87.5%,12.5%,12.5%,12.5%,12.5%,12.5%,2021
8495,ADAMS TRADITIONAL ACADEMY,CHARTER,2323 W PARKSIDE LN,PHOENIX,MARICOPA,85027.0,YES,88,86.4%,87.5%,87.5%,87.5%,86.4%,13.6%,12.5%,12.5%,11.4%,12.5%,2021
8496,PIONEER PREPARATORY - A CHALLENGE FOUNDATION,CHARTER,6510 W CLARENDON AVE,PHOENIX,MARICOPA,85033.0,NO,55,98.2%,100.0%,100.0%,100.0%,100.0%,1.8%,0.0%,0.0%,0.0%,0.0%,2021
8497,SUN VALLEY CHARTER SCHOOL,CHARTER,2675 W BASELINE RD,PHOENIX,MARICOPA,85041.0,NO,50,88.0%,86.0%,88.0%,86.0%,88.0%,10.0%,12.0%,12.0%,12.0%,10.0%,2021
8498,ASU PREPARATORY ACADEMY - SOUTH PHOENIX PRIMARY,CHARTER,5610 S CENTRAL AVE,PHOENIX,MARICOPA,85040.0,YES,<20,84.2%,94.7%,94.7%,94.7%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8499,PAULDEN COMMUNITY SCHOOL,CHARTER,24850 N NAPLES DR,PAULDEN,YAVAPAI,86334.0,NO,<20,54.5%,63.6%,63.6%,81.8%,81.8%,18.2%,18.2%,18.2%,18.2%,18.2%,2021
8500,ODYSSEY PREPERATORY ACADEMY - BUCKEYE APACHE,CHARTER,6500 S APACHE RD,BUCKEYE,MARICOPA,85326.0,YES,91,98.9%,98.9%,98.9%,98.9%,98.9%,1.1%,1.1%,1.1%,1.1%,1.1%,2021
8501,ODYSSEY PREPERATORY ACADEMY - GOODYEAR,CHARTER,17532 W HARRISON ST,GOODYEAR,MARICOPA,85338.0,NO,98,91.8%,94.9%,91.8%,95.9%,91.8%,8.2%,0.0%,0.0%,0.0%,8.2%,2021
8502,VECTOR PREP AND ARTS ACADEMY,CHARTER,2020 N ARIZONA AVE,CHANDLER,MARICOPA,85225.0,NO,22,86.4%,81.8%,81.8%,86.4%,86.4%,13.6%,13.6%,13.6%,13.6%,13.6%,2021
8503,ESMOND STATION SCHOOL,PUBLIC,9400 S ATTERBURY WASH WAY,TUCSON,PIMA,85747.0,NO,69,97.1%,97.1%,95.7%,97.1%,97.1%,2.9%,2.9%,2.9%,2.9%,2.9%,2021
8504,LEARNING FOUNDATION AND PERFORMING ARTS WARNER,CHARTER,3939 E WARNER RD,GILBERT,MARICOPA,85296.0,NO,36,83.3%,88.9%,83.3%,88.9%,88.9%,16.7%,11.1%,16.7%,11.1%,11.1%,2021
8505,LEARNING FOUNDATION AND PERFORMING ARTS ALTA MESA,CHARTER,5761 E BROWN RD,MESA,MARICOPA,85205.0,NO,<20,73.3%,73.3%,73.3%,73.3%,73.3%,20.0%,20.0%,20.0%,20.0%,20.0%,2021
8506,VISTA GROVE PREPARATORY ACADEMY - ELEMENTARY,CHARTER,2929 E MCKELLIPS RD,MESA,MARICOPA,,NO,<20,86.7%,80.0%,80.0%,80.0%,86.7%,6.7%,6.7%,6.7%,6.7%,6.7%,2021
8507,GILBERT ARTS ACADEMY,CHARTER,862 E ELLIOT RD,GILBERT,MARICOPA,85234.0,NO,25,88.0%,88.0%,88.0%,88.0%,92.0%,8.0%,8.0%,8.0%,8.0%,8.0%,2021
8508,LIBERTY ARTS ACADEMY,CHARTER,3015 S POWER RD,MESA,MARICOPA,85212.0,NO,45,82.2%,82.2%,82.2%,82.2%,82.2%,17.8%,17.8%,17.8%,17.8%,17.8%,2021
8509,EDISON SCHOOL OF INNOVATION,CHARTER,8340 W NORTHERN AVE,GLENDALE,MARICOPA,85305.0,NO,44,90.9%,90.9%,90.9%,95.5%,95.5%,6.8%,6.8%,6.8%,4.5%,4.5%,2021
8510,COPPER RIDGE ELEMENTARY SCHOOL,PUBLIC,17650 S CANYON EDGE TRAIL,CORONA DE TUCSON,PIMA,85641.0,NO,67,95.5%,95.5%,95.5%,95.5%,94.0%,4.5%,4.5%,4.5%,4.5%,6.0%,2021
8511,SONORAN SCIENCE ACADEMY - PEORIA,CHARTER,17667 N 91ST AVE,PEORIA,MARICOPA,85382.0,NO,27,96.3%,92.6%,92.6%,88.9%,92.6%,3.7%,7.4%,7.4%,11.1%,7.4%,2021
8512,HAVASU PREPARATORY ACADEMY ,CHARTER,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406.0,NO,<20,73.3%,73.3%,73.3%,86.7%,93.3%,26.7%,26.7%,26.7%,13.3%,6.7%,2021
8513,GEORGE GERVIN PREP ACADEMY,CHARTER,2801 E SOUTHERN AVE,PHOENIX,MARICOPA,,NO,27,92.6%,92.6%,92.6%,100.0%,100.0%,7.4%,7.4%,7.4%,0.0%,0.0%,2021
8514,VAL VISTA ACADEMY - A BALL CHARTER SCHOOL,CHARTER,4120 S VAL VISTA DR,GILBERT,MARICOPA,85297.0,YES,54,88.9%,88.9%,88.9%,88.9%,98.1%,11.1%,11.1%,11.1%,11.1%,1.9%,2021
8515,ARCHWAY CLASSICAL ACADEMY - SCOTTSDALE,CHARTER,16648 N 94TH STREET,SCOTTSDALE,MARICOPA,85260.0,YES,177,94.9%,93.8%,93.8%,91.5%,96.0%,5.1%,6.2%,6.2%,7.9%,4.0%,2021
8516,MESQUITE ELEMENTARY SCHOOL - TUCSON,PUBLIC,9455 E RITA RD,TUCSON,PIMA,,NO,132,97.7%,97.7%,97.7%,97.7%,97.7%,2.3%,2.3%,2.3%,2.3%,2.3%,2021
8517,MARYVALE PREPARATORY ACADEMY,CHARTER,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031.0,NO,109,97.2%,97.2%,97.2%,97.2%,97.2%,2.8%,2.8%,2.8%,2.8%,2.8%,2021
8518,HAPPY VALLEY SCHOOL - EAST CAMPUS,CHARTER,266 E WESTBROOKE RD.,SAN TAN VALLEY,PINAL,85140.0,NO,78,87.2%,89.7%,85.9%,89.7%,91.0%,9.0%,9.0%,10.3%,10.3%,9.0%,2021
8519,GREAT HEARTS ACADEMIES - ARCHWAY CLASSICAL ACADEMY TRIVIUM WEST,CHARTER,2001 N BULLARD AVE,GOODYEAR,MARICOPA,85395.0,YES,90,94.4%,94.4%,94.4%,95.6%,94.4%,5.6%,5.6%,5.6%,4.4%,5.6%,2021
8520,ARCHWAY CLASSICAL ACADEMY - CHANDLER,CHARTER,1951 N ALMA SCHOOL RD,CHANDLER,MARICOPA,85224.0,YES,86,91.9%,90.7%,90.7%,90.7%,90.7%,8.1%,9.3%,9.3%,9.3%,9.3%,2021
8521,SOUTH PHOENIX PREP AND ARTS ACADEMY,CHARTER,7450 S 40TH ST,PHOENIX,MARICOPA,85042.0,NO,74,85.1%,86.5%,86.5%,93.2%,94.6%,10.8%,10.8%,10.8%,6.8%,5.4%,2021
8522,RIDGELINE ACADEMY,CHARTER,33625 N NORTH VALLEY PKWY,PHOENIX,MARICOPA,85085.0,NO,85,84.7%,84.7%,83.5%,84.7%,84.7%,15.3%,15.3%,15.3%,15.3%,15.3%,2021
8523,FRIENDLY HOUSE ACADEMIA DEL PUEBLO ELEMENTARY SCHOOL,CHARTER,201 E DURANGO ST,PHOENIX,MARICOPA,85004.0,YES,29,89.7%,89.7%,96.6%,93.1%,96.6%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8524,MESA ARTS ACADEMY,CHARTER,221 W SIXTH AVE,MESA,MARICOPA,85210.0,NO,22,95.5%,95.5%,90.9%,95.5%,100.0%,4.5%,4.5%,4.5%,4.5%,0.0%,2021
8525,DESERT HEIGHTS ELEMENTARY CHARTER SCHOOL,CHARTER,5821 W BEVERLY LN,GLENDALE,MARICOPA,85306.0,NO,82,97.6%,97.6%,96.3%,98.8%,98.8%,2.4%,2.4%,3.7%,1.2%,1.2%,2021
8526,DAVIDSON ELEMENTARY SCHOOL,PUBLIC,3950 E PARADISE FALLS DR,TUCSON,PIMA,85712.0,YES,45,95.6%,91.1%,95.6%,97.8%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8527,VAIL ACADEMY & HIGH SCHOOL,CHARTER,7762 E SCIENCE PARK DR,TUCSON,PIMA,85747.0,NO,25,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8528,BENNETT ACADEMY - VENTURE SITE,CHARTER,1535 W DUNLAP AVE,PHOENIX,MARICOPA,85021.0,NO,29,93.1%,100.0%,89.7%,100.0%,96.6%,6.9%,0.0%,6.9%,0.0%,3.4%,2021
8529,EDUPRIZE SCHOOL - QUEEN CREEK,CHARTER,4567 W ROBERTS RD,QUEEN CREEK,PINAL,85142.0,YES,214,80.8%,80.4%,78.5%,87.9%,89.7%,10.3%,10.3%,11.2%,9.8%,9.8%,2021
8530,EDUPRIZE SCHOOL - GILBERT,CHARTER,580 W MELODY DR,GILBERT,MARICOPA,85233.0,YES,118,79.7%,79.7%,79.7%,85.6%,86.4%,12.7%,12.7%,12.7%,11.0%,11.0%,2021
8531,SAGE ACADEMY,CHARTER,10220 N 25TH AVENUE,PHOENIX,MARICOPA,85021.0,NO,37,73.0%,78.4%,73.0%,83.8%,91.9%,27.0%,21.6%,21.6%,16.2%,8.1%,2021
8532,ACCLAIM ACADEMY,CHARTER,7624 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85033.0,NO,<20,94.7%,94.7%,94.7%,94.7%,94.7%,5.3%,5.3%,5.3%,5.3%,5.3%,2021
8533,SEQUOIA CHOICE SCHOOL ARIZONA DISTANCE LEARNING SCHOOL,CHARTER,HOME BASED,MESA,MARICOPA,85203.0,NO,538,54.5%,54.3%,55.9%,64.7%,67.1%,29.4%,29.0%,29.0%,26.2%,25.5%,2021
8534,PHOENIX ADVANTAGE CHARTER SCHOOL,CHARTER,3738 N 16TH ST,PHOENIX,MARICOPA,85041.0,NO,<20,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8535,PIONEER TECHNOLOGY & ARTS ACADEMY,CHARTER,1903 E ROESER RD,PHOENIX,MARICOPA,85040.0,YES,28,89.3%,89.3%,92.9%,96.4%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8536,CENTER FOR EDUCATIONAL EXCELLENCE,CHARTER,1700 E ELLIOT RD,TEMPE,MARICOPA,85284.0,NO,36,91.7%,88.9%,91.7%,94.4%,88.9%,8.3%,8.3%,8.3%,5.6%,11.1%,2021
8537,AMERICAN LEADERSHIP ACADEMY - GILBERT,CHARTER,3155 S SAN TAN VILLAGE PKWY,GILBERT,MARICOPA,85295.0,NO,118,83.9%,83.1%,82.2%,86.4%,89.0%,16.1%,16.9%,17.8%,11.9%,11.0%,2021
8538,SAHUARITA PRIMARY SCHOOL,PUBLIC,350 W SAHUARITA RD,SAHUARITA,PIMA,85629.0,NO,115,95.7%,96.5%,96.5%,96.5%,96.5%,4.3%,3.5%,3.5%,3.5%,3.5%,2021
8539,AMERICAN LEADERSHIP ACADEMY - SAN TAN,CHARTER,34969 N VILLAGE LN,QUEEN CREEK,MARICOPA,85142.0,NO,98,86.7%,86.7%,86.7%,91.8%,90.8%,13.3%,13.3%,13.3%,8.2%,9.2%,2021
8540,AMERICAN LEADERSHIP ACADEMY - MESA,CHARTER,4507 S MOUNTAIN RD,MESA,MARICOPA,85212.0,NO,77,75.3%,76.6%,79.2%,85.7%,88.3%,22.1%,20.8%,20.8%,14.3%,11.7%,2021
8541,AMERICAN LEADERSHIP ACADMEY - QUEEN CREEK ELEMENTARY,CHARTER,19843 E CHANDLER HEIGHTS RD,CHANDLER,MARICOPA,85142.0,NO,89,80.9%,80.9%,82.0%,86.5%,87.6%,16.9%,18.0%,18.0%,13.5%,12.4%,2021
8542,AMERICAN LEADERSHIP ACADEMY ANTHEM SOUTH CAMPUS,CHARTER,4380 N HUNT HWY,FLORENCE,PINAL,85132.0,NO,74,78.4%,81.1%,81.1%,83.8%,90.5%,18.9%,17.6%,18.9%,14.9%,9.5%,2021
8543,AMERICAN LEADERSHIP ACADEMY - IRONWOOD K-6,CHARTER,650 W COMBS RD,QUEEN CREEK,PINAL,85140.0,NO,97,85.6%,85.6%,83.5%,90.7%,92.8%,14.4%,14.4%,16.5%,9.3%,7.2%,2021
8544,AMERICAN LEADERSHIP ACADEMY- GILBERT SOUTH K-6 CAMPUS,CHARTER,1750 E RIGGS ROAD,GILBERT,MARICOPA,85298.0,NO,86,83.7%,82.6%,81.4%,88.4%,91.9%,16.3%,16.3%,18.6%,11.6%,8.1%,2021
8545,AMERICAN LEADERSHIP ACADEMY- GILBERT NORTH K-6 CAMPUS,CHARTER,1010 S HIGLEY ROAD,GILBERT,MARICOPA,85296.0,NO,99,79.8%,79.8%,81.8%,84.8%,89.9%,19.2%,19.2%,18.2%,14.1%,10.1%,2021
8546,AMERICAN LEADERSHIP ACADEMY- SIGNAL BUTTE K-6 CAMPUS,CHARTER,22512 S SIGNAL BUTTE RD,QUEEN CREEK,MARICOPA,85142.0,NO,89,82.0%,80.9%,80.9%,91.0%,92.1%,18.0%,19.1%,19.1%,9.0%,7.9%,2021
8547,SOPORI ELEMENTARY SCHOOL,PUBLIC,5000 W ARIVACA RD,AMADO,PIMA,85645.0,NO,<20,88.9%,88.9%,83.3%,83.3%,94.4%,5.6%,5.6%,5.6%,5.6%,5.6%,2021
8548,PATHFINDER ACADEMY - N BOULDER CANYON,CHARTER,2906 N BOULDER CANYON,MESA,MARICOPA,85207.0,NO,79,72.2%,73.4%,72.2%,74.7%,74.7%,27.8%,26.6%,27.8%,25.3%,25.3%,2021
8549,PATHFINDER ACADEMY AT EASTMARK,CHARTER,4816 S EASTMARK PKWY,MESA,MARICOPA,85212.0,NO,48,81.3%,81.3%,85.4%,85.4%,83.3%,18.8%,18.8%,14.6%,14.6%,16.7%,2021
8550,REID TRADITIONAL SCHOOLS - VALLEY ACADEMY,CHARTER,1520 W ROSE GARDEN LN,PHOENIX,MARICOPA,85027.0,YES,98,93.9%,93.9%,94.9%,94.9%,93.9%,6.1%,6.1%,5.1%,5.1%,5.1%,2021
8551,BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,CHARTER,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142.0,NO,131,83.2%,83.2%,84.0%,88.5%,90.8%,16.0%,16.0%,15.3%,10.7%,9.2%,2021
8552,BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,CHARTER,320 E WARNER RD,GILBERT,MARICOPA,85296.0,NO,96,92.7%,92.7%,93.8%,91.7%,93.8%,7.3%,7.3%,6.3%,8.3%,6.3%,2021
8553,BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,CHARTER,22951 S POWER RD,GILBERT,MARICOPA,85298.0,NO,95,72.6%,72.6%,72.6%,78.9%,78.9%,27.4%,27.4%,27.4%,21.1%,21.1%,2021
8554,MONTESSORI DAY PUBLIC SCHOOLS CHARTERED - LAKESIDE,CHARTER,1700 W WARNER RD,CHANDLER,MARICOPA,85224.0,NO,23,78.3%,73.9%,69.6%,73.9%,91.3%,17.4%,21.7%,21.7%,21.7%,8.7%,2021
8555,MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,CHARTER,9215 N 14TH ST,PHOENIX,MARICOPA,85020.0,NO,28,85.7%,92.9%,89.3%,92.9%,92.9%,7.1%,7.1%,7.1%,7.1%,7.1%,2021
8556,KHALSA MONTESSORI PRIMARY SCHOOL ,CHARTER,2536 N 3RD ST,PHOENIX,MARICOPA,85004.0,NO,<20,100.0%,95.0%,95.0%,95.0%,100.0%,0.0%,5.0%,5.0%,5.0%,0.0%,2021
8557,NEW WORLD EDUCATIONAL CENTER,CHARTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014.0,NO,<20,86.7%,93.3%,93.3%,93.3%,93.3%,6.7%,6.7%,6.7%,6.7%,6.7%,2021
8558,COPPER VIEW ELEMENTARY SCHOOL,PUBLIC,16200 S STARLIGHT VIEW LN,SAHUARITA,PIMA,85629.0,NO,83,98.8%,98.8%,91.6%,98.8%,98.8%,1.2%,1.2%,1.2%,1.2%,1.2%,2021
8559,BRIGHT BEGINNINGS SCHOOL #1 - N ANDERSEN BLVD,CHARTER,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224.0,NO,43,90.7%,90.7%,88.4%,90.7%,90.7%,9.3%,9.3%,11.6%,9.3%,9.3%,2021
8560,MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,CHARTER,2834 E SOUTHERN AVE,MESA,MARICOPA,85204.0,NO,55,61.8%,58.2%,61.8%,60.0%,70.9%,38.2%,41.8%,38.2%,40.0%,29.1%,2021
8561,MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,CHARTER,815 N GILBERT RD,MESA,MARICOPA,85203.0,NO,45,53.3%,53.3%,53.3%,60.0%,60.0%,46.7%,46.7%,46.7%,40.0%,40.0%,2021
8562,BENCHMARK SCHOOL,CHARTER,4120 E ACOMA DR,PHOENIX,MARICOPA,85032.0,NO,54,90.7%,83.3%,74.1%,79.6%,88.9%,9.3%,16.7%,11.1%,9.3%,11.1%,2021
8563,CAMBRIDGE ACADEMY - MESA CAMPUS,CHARTER,9412 E BROWN RD,MESA,MARICOPA,85207.0,NO,28,89.3%,96.4%,96.4%,96.4%,96.4%,3.6%,3.6%,3.6%,3.6%,3.6%,2021
8564,CAMBRIDGE ACADEMY - QUEEN CREEK,CHARTER,20365 E OCOTILLO RD,MESA,MARICOPA,85207.0,NO,<20,66.7%,66.7%,66.7%,66.7%,66.7%,33.3%,33.3%,33.3%,33.3%,33.3%,2021
8565,NEW HORIZON SCHOOL FOR THE PERFORMING ART,CHARTER,446 E BROADWAY RD,MESA,MARICOPA,85204.0,NO,<20,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8566,CHALLENGE CHARTER SCHOOL,CHARTER,5801 W GREENBRIAR DR,GLENDALE,MARICOPA,85308.0,NO,67,80.6%,80.6%,80.6%,80.6%,80.6%,19.4%,19.4%,19.4%,19.4%,19.4%,2021
8567,ANZA TRAIL ELEMENTARY,PUBLIC,15490 S RANCHO SAHUARITA BLVD,SAHUARITA,PIMA,85629.0,NO,98,99.0%,98.0%,99.0%,98.0%,99.0%,0.0%,2.0%,1.0%,2.0%,1.0%,2021
8568,GEM CHARTER SCHOOL,CHARTER,1704 N CENTER ST,MESA,MARICOPA,85201.0,NO,21,81.0%,81.0%,81.0%,81.0%,81.0%,19.0%,19.0%,19.0%,19.0%,19.0%,2021
8569,KEYSTONE MONTESSORI CHARTER SCHOOL,CHARTER,1025 E LIBERTY LN,PHOENIX,MARICOPA,85048.0,NO,<20,100.0%,100.0%,92.9%,92.9%,92.9%,0.0%,0.0%,7.1%,7.1%,7.1%,2021
8570,STEPPING STONES ACADEMY,CHARTER,35812 N 7TH ST,PHOENIX,MARICOPA,85086.0,NO,24,79.2%,75.0%,58.3%,75.0%,83.3%,16.7%,16.7%,25.0%,16.7%,16.7%,2021
8571,LIBERTY TRADITIONAL CHARTER SCHOOL - N 45TH AVE,CHARTER,4901 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85031.0,NO,<20,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8572,LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,CHARTER,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607.0,YES,30,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8573,CHAMPION SCHOOLS PHOENIX,CHARTER,7900 S JESSE OWENS PKWY,PHOENIX,MARICOPA,85042.0,NO,68,86.8%,91.2%,89.7%,97.1%,91.2%,1.5%,1.5%,1.5%,1.5%,1.5%,2021
8574,CHAMPION CHANDLER,CHARTER,250 S MCQUEEN RD,CHANDLER,MARICOPA,85225.0,YES,48,95.8%,95.8%,95.8%,97.9%,95.8%,2.1%,2.1%,2.1%,0.0%,2.1%,2021
8575,CHAMPION SCHOOLS SAN TAN VALLEY,CHARTER,1846 E BELLA VISTA RD,SAN TAN VALLEY,PINAL,85143.0,NO,62,83.9%,82.3%,83.9%,87.1%,98.4%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8576,INDIAN OASIS PRIMARY SCHOOL - W MAIN ST,PUBLIC,111 W MAIN ST,SELLS,PIMA,85634.0,NO,84,94.0%,94.0%,94.0%,96.4%,96.4%,3.6%,3.6%,2.4%,3.6%,3.6%,2021
8577,MILESTONES CHARTER SCHOOL,CHARTER,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032.0,NO,43,90.7%,90.7%,90.7%,90.7%,88.4%,9.3%,9.3%,9.3%,9.3%,9.3%,2021
8578,IMAGINE ELEMENTARY AT CORTEZ PARK,CHARTER,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051.0,NO,82,97.6%,97.6%,97.6%,97.6%,97.6%,2.4%,2.4%,2.4%,2.4%,2.4%,2021
8579,SELF DEVELOPMENT CHARTER SCHOOL-85202,CHARTER,1709 N GREENFIELD RD,MESA,MARICOPA,85205.0,NO,62,83.9%,83.9%,83.9%,83.9%,90.3%,9.7%,9.7%,9.7%,9.7%,9.7%,2021
8580,AVALON ELEMENTARY,CHARTER,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85220.0,NO,49,79.6%,87.8%,83.7%,89.8%,91.8%,12.2%,4.1%,10.2%,4.1%,8.2%,2021
8581,PARAMOUNT ACADEMY,CHARTER,11039 W OLIVE AVE,PEORIA,MARICOPA,85345.0,NO,28,82.1%,85.7%,89.3%,89.3%,96.4%,10.7%,7.1%,3.6%,7.1%,3.6%,2021
8582,ARTS ACADEMY AT ESTRELLA MOUNTAIN,CHARTER,2504 S 91ST AVE,PHOENIX,MARICOPA,85353.0,NO,90,95.6%,95.6%,96.7%,97.8%,97.8%,4.4%,4.4%,3.3%,2.2%,2.2%,2021
8583,CALIBRE ACADEMY SURPRISE,CHARTER,15688 W ACOMA DR,SURPRISE,MARICOPA,85379.0,NO,55,87.3%,87.3%,87.3%,96.4%,100.0%,5.5%,5.5%,5.5%,1.8%,0.0%,2021
8584,PARADISE HONORS ELEMENTARY SCHOOL,CHARTER,15533 W PARADISE LN,SURPRISE,MARICOPA,85374.0,YES,166,93.4%,95.2%,92.2%,95.8%,95.2%,6.6%,4.8%,7.8%,4.2%,4.8%,2021
8585,SEQUOIA CHARTER ELEMENTARY SCHOOL,CHARTER,1460 S HORNE,MESA,MARICOPA,85204.0,NO,50,72.0%,72.0%,74.0%,78.0%,94.0%,6.0%,4.0%,4.0%,4.0%,4.0%,2021
8586,DAVIS BILINGUAL MAGNET SCHOOL,PUBLIC,500 W ST MARY'S RD,TUCSON,PIMA,85701.0,YES,43,93.0%,90.7%,90.7%,93.0%,95.3%,7.0%,9.3%,9.3%,7.0%,4.7%,2021
8587,CROWN CHARTER SCHOOL,CHARTER,12450 W MARYLAND AVE,LITCHFIELD PARK,MARICOPA,85340.0,NO,89,95.5%,95.5%,95.5%,95.5%,95.5%,4.5%,4.5%,4.5%,4.5%,4.5%,2021
8588,ARIZONA CHARTER ACADEMY,CHARTER,16011 N DYSART RD,SURPRISE,MARICOPA,85374.0,NO,110,97.3%,97.3%,97.3%,92.7%,97.3%,0.0%,0.0%,0.0%,4.5%,0.0%,2021
8589,CANYON POINTE ACADEMY,CHARTER,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308.0,NO,<20,83.3%,83.3%,75.0%,83.3%,91.7%,8.3%,8.3%,8.3%,8.3%,8.3%,2021
8590,PINNACLE POINTE ACADEMY,CHARTER,6753 W PINNACLE PEAK RD,GLENDALE,MARICOPA,85310.0,NO,25,84.0%,84.0%,84.0%,84.0%,84.0%,16.0%,16.0%,16.0%,16.0%,16.0%,2021
8591,IMAGINE WEST GILBERT ELEMENTARY,CHARTER,2061 S GILBERT RD,GILBERT,MARICOPA,85295.0,NO,33,84.8%,84.8%,84.8%,93.9%,97.0%,15.2%,15.2%,15.2%,6.1%,3.0%,2021
8592,PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,CHARTER,8305 W THOMAS ROAD,PHOENIX,MARICOPA,85037.0,NO,99,97.0%,98.0%,98.0%,99.0%,97.0%,1.0%,1.0%,1.0%,1.0%,1.0%,2021
8593,CHALLENGER BASIC SCHOOL,CHARTER,1315 N GREENFIELD RD,GILBERT,MARICOPA,85234.0,NO,58,70.7%,70.7%,72.4%,77.6%,75.9%,29.3%,29.3%,27.6%,22.4%,24.1%,2021
8594,CAMELBACK ACADEMY,CHARTER,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303.0,NO,70,95.7%,97.1%,91.4%,98.6%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2021
8595,DESERT MARIGOLD SCHOOL,CHARTER,6210 S 28TH ST,PHOENIX,MARICOPA,85042.0,NO,35,40.0%,40.0%,37.1%,48.6%,45.7%,54.3%,57.1%,54.3%,51.4%,51.4%,2021
8596,ALL ABOARD CHARTER SCHOOL,CHARTER,5827 N 35TH AVE,PHOENIX,MARICOPA,85017.0,NO,27,81.5%,88.9%,81.5%,96.3%,92.6%,14.8%,11.1%,14.8%,3.7%,7.4%,2021
8597,LEADING EDGE ACADEMY - GILBERT ELEMENTARY CAMPUS,CHARTER,717 W RAY RD,GILBERT,MARICOPA,85233.0,NO,24,0.0%,58.3%,62.5%,66.7%,75.0%,29.2%,29.2%,29.2%,29.2%,25.0%,2021
8598,LEADING EDGE ACADEMY - EAST MESA CAMPUS,CHARTER,10115 E UNIVERSITY DR,MESA,MARICOPA,,NO,29,69.0%,69.0%,58.6%,72.4%,75.9%,31.0%,31.0%,31.0%,27.6%,24.1%,2021
8599,IMAGINE CHARTER SCHOOL AT BELL CANYON,CHARTER,18052 N BLACK CANYON HWY,PHOENIX,MARICOPA,85053.0,NO,46,87.0%,87.0%,87.0%,87.0%,87.0%,13.0%,13.0%,13.0%,13.0%,13.0%,2021
8600,CONTINENTAL ELEMENTARY SCHOOL,PUBLIC,1991 E WHITE HOUSE CANYON RD,GREEN VALLEY,PIMA,85614.0,YES,64,98.4%,98.4%,98.4%,98.4%,98.4%,1.6%,1.6%,1.6%,1.6%,1.6%,2021
8601,MONTESSORI ACADEMY - PARADISE VALLEY,CHARTER,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253.0,NO,21,90.5%,90.5%,81.0%,81.0%,90.5%,9.5%,9.5%,9.5%,9.5%,9.5%,2021
8602,HERITAGE ELEMENTARY SCHOOL - WEST CAMPUS,CHARTER,6805 N 125TH AVE,GLENDALE,MARICOPA,85307.0,YES,72,91.7%,91.7%,91.7%,90.3%,91.7%,8.3%,8.3%,8.3%,8.3%,8.3%,2021
8603,HEARN ACADEMY ,CHARTER,17606 N 7TH AVE,PHOENIX,MARICOPA,85023.0,YES,65,90.8%,89.2%,90.8%,87.7%,90.8%,7.7%,7.7%,7.7%,7.7%,7.7%,2021
8604,DOBSON ACADEMY A-BALL CHARTER SCHOOL,CHARTER,2207 N DOBSON RD,CHANDLER,MARICOPA,85224.0,NO,61,75.4%,78.7%,78.7%,88.5%,90.2%,1.6%,1.6%,1.6%,1.6%,1.6%,2021
8605,BURKE BASIC SCHOOL,CHARTER,131 E SOUTHERN AVE,MESA,MARICOPA,85210.0,YES,90,97.8%,97.8%,97.8%,97.8%,98.9%,1.1%,1.1%,1.1%,1.1%,1.1%,2021
