SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOLTYPE,ENROLLEDCOUNT,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
BAYER PRIVATE SCHOOL,23555 N 67TH AVENUE,GLENDALE,MARICOPA,85310,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,31,90%,3%,97%,90%,3%,97%,94%,3%,97%,90%,3%,97%,97%,3%,100%,3%,0%,3%
BEAVER DAM ELEMENTARY,3436 EAST RIO VIRGIN ROAD,BEAVER DAM,MOHAVE,86432,NO,,PUBLIC,28,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,0%,0%,4%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,44,95%,5%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,5%,0%,0%
BELLAIR ELEMENTARY SCHOOL,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,56,96%,2%,100%,98%,2%,100%,96%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,47,87%,9%,98%,87%,9%,98%,60%,9%,98%,81%,9%,98%,91%,9%,100%,9%,0%,9%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,YES,RN,CHARTER,119,76%,24%,100%,79%,21%,100%,76%,24%,100%,85%,15%,100%,92%,8%,100%,27%,0%,10%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,320 E WARNER RD,GILBERT,MARICOPA,85296,YES,RN,CHARTER,82,82%,18%,100%,82%,18%,100%,80%,20%,100%,85%,15%,100%,89%,11%,100%,21%,0%,11%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 S POWER RD,GILBERT,MARICOPA,85298,YES,RN,CHARTER,100,66%,34%,100%,68%,32%,100%,68%,32%,100%,82%,18%,100%,83%,17%,100%,35%,0%,15%
BENNETT ACADEMY - VENTURE SITE,1535 W DUNLAP AVE,PHOENIX,MARICOPA,85021,NO,,CHARTER,39,92%,8%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,0%,0%,8%
BENSON PRIMARY SCHOOL,360 S PATAGONIA ST,BENSON,COCHISE,85602,NO,,PUBLIC,93,90%,9%,100%,89%,9%,100%,87%,9%,100%,89%,9%,100%,91%,9%,100%,9%,0%,9%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,62,94%,3%,100%,95%,3%,100%,95%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
BICENTENNIAL SOUTH SCHOOL,7240 W COLTER ST,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,112,96%,3%,100%,96%,3%,100%,97%,3%,100%,99%,1%,100%,97%,3%,100%,3%,0%,1%
BIG DREAMS PRESCHOOL & KINDERGARTEN,28570 EL MIRAGE ROAD,PEORIA,MARICOPA,85383,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BIG PARK COMMUNITY SCHOOL,25 W SADDLEHORN CT,SEDONA,YAVAPAI,86351,NO,,PUBLIC,23,78%,9%,87%,78%,9%,87%,74%,9%,83%,96%,0%,96%,74%,9%,83%,9%,0%,9%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,NO,,PUBLIC,99,95%,5%,100%,95%,5%,100%,100%,0%,100%,100%,0%,100%,98%,2%,100%,5%,5%,3%
BLACK MOUNTAIN ELEMENTARY SCHOOL,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,LPN,PUBLIC,54,87%,13%,100%,87%,13%,100%,87%,13%,100%,87%,13%,100%,87%,13%,100%,13%,13%,13%
BLACK MOUNTAIN ELEMENTARY SCHOOL,33016 N 60TH ST,CAVE CREEK,MARICOPA,85327,YES,RN,PUBLIC,62,87%,11%,100%,87%,11%,100%,89%,11%,100%,89%,8%,98%,95%,5%,100%,8%,2%,5%
BLAKE PRIMARY SCHOOL,701 S NAVAJO AVE,PARKER,LA PAZ,85344,NO,,PUBLIC,125,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
BLENMAN ELEMENTARY SCHOOL,1695 N COUNTRY CLUB RD,TUCSON,PIMA,85716,YES,RN,PUBLIC,46,93%,2%,100%,96%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
BLOOM ELEMENTARY SCHOOL,8310 E PIMA ST,TUCSON,PIMA,85715,YES,RN,PUBLIC,49,96%,0%,96%,98%,0%,98%,98%,0%,98%,100%,0%,100%,100%,0%,100%,0%,0%,0%
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,126,87%,5%,92%,86%,5%,90%,83%,5%,88%,90%,5%,95%,90%,5%,95%,5%,0%,5%
BONILLAS ELEMENTARY BASIC CURRICULUM MAGN,4757 E WINSETT BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,79,99%,1%,100%,99%,1%,100%,94%,1%,99%,97%,1%,100%,99%,1%,100%,1%,0%,1%
BONNIE BRENNAN SCHOOL,100 COCHISE DR,WINSLOW,NAVAJO,86047,NO,,PUBLIC,120,98%,2%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,3%,0%,1%
BOOTH MAGNET ELEMENTARY SCHOOL,450 S MONTEGO DR,TUCSON,PIMA,,YES,RN,PUBLIC,38,95%,0%,95%,95%,0%,95%,92%,0%,92%,97%,0%,97%,97%,0%,97%,0%,0%,0%
BORMAN ELEMENTARY SCHOOL,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708,YES,RN,PUBLIC,72,99%,1%,100%,97%,3%,100%,97%,3%,100%,99%,1%,100%,97%,3%,100%,3%,0%,1%
BORTON PRIMARY MAGNET SCHOOL,700 E 22ND ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,67,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
BOULDER CREEK ELEMENTARY,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,80,93%,5%,100%,94%,5%,100%,95%,4%,100%,94%,4%,100%,96%,4%,100%,6%,0%,4%
BOULDER CREEK ELEMENTARY SCHOOL,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,104,94%,5%,100%,97%,2%,100%,98%,1%,100%,95%,4%,100%,98%,2%,100%,7%,0%,2%
BRET TARVER ELEMENTARY,4308 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,106,94%,4%,100%,95%,4%,100%,95%,4%,100%,98%,2%,100%,100%,0%,100%,4%,0%,0%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,113,96%,4%,100%,96%,3%,100%,96%,3%,100%,97%,2%,100%,98%,2%,100%,4%,1%,1%
BRIDGES PRESCHOOL - 85142 - CDC16374,20635 SOUTH OLD ELLSWORTH ROAD,QUEEN CREEK,MARICOPA,85142,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIDGES PRESCHOOL - 85283 - CDC15646,7570 SOUTH WILLOW DRIVE,TEMPE,MARICOPA,85283,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIGHT BEGINNINGS SCHOOL #1,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,35,97%,3%,100%,97%,3%,100%,97%,3%,100%,91%,9%,100%,97%,3%,100%,9%,0%,3%
"BRIGHTER ANGELS LEARNING CENTER CENTRAL, L.L.C.",7227 SOUTH CENTRAL AVENUE #1160,PHOENIX,MARICOPA,85042,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BROADMOR ELEMENTARY SCHOOL,311 E AEPLI DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,118,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,96%,4%,100%,4%,0%,3%
BRUNSON-LEE ELEMENTARY SCHOOL,1350 N 48TH ST,PHOENIX,MARICOPA,85008,NO,,PUBLIC,65,97%,0%,97%,97%,0%,97%,97%,0%,97%,97%,0%,97%,97%,0%,97%,0%,0%,0%
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,90,97%,3%,100%,97%,3%,100%,96%,4%,100%,99%,1%,100%,97%,3%,100%,4%,0%,1%
BURK ELEMENTARY SCHOOL,545 N BURK ST,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,38,95%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,3%,0%,0%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,140,96%,1%,97%,96%,1%,97%,96%,1%,97%,99%,0%,100%,100%,0%,100%,1%,1%,0%
BUTTERFIELD ELEMENTARY SCHOOL,43800 W HONEYCUTT RD,MARICOPA,PINAL,85239,YES,RN,PUBLIC,95,98%,2%,100%,98%,2%,100%,96%,4%,100%,98%,2%,100%,100%,0%,100%,4%,0%,0%
BUTTERFIELD ELEMENTARY SCHOOL,3400 W MASSINGALE RD,TUCSON,PIMA,85741,NO,,PUBLIC,58,91%,2%,95%,93%,2%,97%,97%,0%,98%,95%,0%,97%,100%,0%,100%,2%,0%,0%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,96,96%,0%,96%,98%,0%,98%,96%,0%,96%,98%,0%,98%,98%,0%,98%,0%,0%,0%
C I WAGGONER SCHOOL,1050 E CARVER RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,81,91%,5%,100%,91%,5%,100%,90%,6%,100%,94%,2%,100%,100%,0%,100%,11%,0%,11%
C J JORGENSEN SCHOOL,1701 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,37,97%,0%,100%,97%,0%,100%,97%,0%,100%,97%,0%,100%,100%,0%,100%,0%,0%,0%
C W MCGRAW ELEMENTARY SCHOOL,2345 S ARIZONA AVE,YUMA,YUMA,85364,NO,,PUBLIC,90,98%,0%,100%,98%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
C.C.U.S.D.#93 - HORSESHOE TRAILS ELEMENTARY,5405 EAST PINNACLE VISTA DR,PHOENIX,MARICOPA,85085,NO,,PUBLIC,82,89%,6%,95%,87%,6%,93%,85%,6%,91%,87%,6%,93%,95%,5%,100%,7%,0%,5%
C.U.S.D.#80 - RIGGS ELEMENTARY - SCHOOL-AGE/PRESCHOOL,6930 SOUTH SEVILLE BOULEVARD WEST,GILBERT,MARICOPA,85298,NO,,PUBLIC,102,86%,14%,100%,86%,14%,100%,86%,14%,100%,86%,14%,100%,97%,3%,100%,15%,0%,0%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,111,95%,4%,100%,95%,4%,99%,96%,4%,100%,95%,5%,99%,98%,2%,100%,5%,0%,0%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,58,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,YES,LPN,PUBLIC,76,97%,0%,100%,97%,0%,100%,100%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,56,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CALVARY CHRISTIAN ACADEMY,1605 S MCCULLOCH BLVD,LAKE HAVASU CITY,MOHAVE,86406,NO,,PRIVATE,25,100%,0%,100%,100%,0%,100%,100%,0%,100%,92%,0%,92%,100%,0%,100%,0%,0%,0%
CAMBRIDGE ACADEMY - MESA CAMPUS,9412 E BROWN RD,MESA,MARICOPA,85207,NO,,CHARTER,37,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
CAMBRIDGE ACADEMY - QUEEN CREEK,20365 E OCOTILLO RD,MESA,MARICOPA,85207,NO,,CHARTER,22,86%,9%,95%,91%,9%,100%,82%,9%,91%,86%,9%,100%,91%,9%,100%,9%,0%,9%
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,NO,,CHARTER,64,98%,0%,98%,98%,0%,98%,97%,0%,97%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CAMELBACK CHRISTIAN SCHOOL,3900 E STANFORD DR,PARADISE VALLEY,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMINO MONTESSORI,44301 WEST MARICOPA/ CASA GRANDE HIGHWAY,MARICOPA,PINAL,85138,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMP VERDE ELEMENTARY SCHOOL,200 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,NO,,PUBLIC,76,70%,18%,89%,71%,18%,91%,68%,18%,89%,78%,16%,93%,80%,16%,96%,18%,0%,14%
CAMPO BELLO ELEMENTARY SCHOOL,2650 E CONTENTION MINE RD,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,61,95%,3%,100%,97%,3%,100%,97%,3%,100%,95%,3%,100%,97%,3%,100%,3%,0%,3%
CANDEO SCHOOLS,9965 W CALLE LEJOS,PEORIA,MARICOPA,85383,NO,,CHARTER,68,91%,3%,100%,91%,3%,100%,71%,3%,99%,91%,3%,99%,96%,1%,97%,3%,0%,3%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANYON BREEZE ELEMENTARY,11675 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,NO,,PUBLIC,71,99%,0%,99%,100%,0%,100%,99%,0%,99%,99%,0%,99%,100%,0%,100%,0%,0%,0%
CANYON DE CHELLY ELEMENTARY SCHOOL,HWY 191,CHINLE,APACHE,86503,NO,,PUBLIC,45,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CANYON ELEMENTARY SCHOOL,5490 W PARADISE LN,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,36,86%,11%,100%,78%,14%,97%,86%,14%,100%,89%,11%,100%,86%,14%,100%,14%,0%,11%
CANYON POINTE ACADEMY,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,30,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,7%
CANYON RIDGE ELEMENTARY,17359 WEST SURPRISE FARMS LOOP NORTH,SURPRISE,MARICOPA,85388,YES,RN,PUBLIC,84,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,4%,0%,2%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,105,90%,10%,99%,90%,10%,99%,91%,9%,100%,92%,7%,100%,93%,7%,100%,14%,0%,5%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,69,88%,9%,99%,87%,9%,97%,90%,7%,99%,91%,7%,100%,90%,9%,99%,9%,0%,9%
CANYON VIEW ELEMENTARY SCHOOL,5725 N SABINO CANYON RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,68,93%,6%,99%,96%,4%,100%,97%,3%,100%,97%,3%,100%,99%,1%,100%,6%,0%,1%
CAPITOL ELEMENTARY SCHOOL,330 N 16TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,68,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CAPPS ELEMENTARY SCHOOL,3375 BUCKSKIN CANYON RD,HEBER,NAVAJO,85928,YES,RN,PUBLIC,32,50%,16%,69%,56%,16%,75%,53%,16%,69%,81%,16%,100%,84%,16%,100%,16%,0%,16%
CAREER SUCCESS SCHOOL - SAGE CAMPUS,3120 N 32ND ST,PHOENIX,MARICOPA,85018,NO,,CHARTER,23,87%,13%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,13%,0%,9%
CARMICHAEL ELEMENTARY SCHOOL,701 NE CARMICHAEL AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,64,97%,2%,100%,97%,2%,100%,98%,2%,100%,97%,2%,100%,100%,0%,100%,2%,0%,2%
CARMINATI SCHOOL,4001 S MCALLISTER AVE,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,64,91%,3%,95%,94%,3%,98%,92%,5%,97%,98%,2%,100%,100%,0%,100%,5%,2%,0%
CAROL G. PECK ELEMENTARY SCHOOL,5810 N 49TH AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,153,95%,1%,100%,99%,1%,100%,98%,1%,99%,100%,0%,100%,100%,0%,100%,1%,0%,0%
CAROL RAE RANCH ELEMENTARY,3777 E HOUSTON AVE,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,71,94%,3%,100%,97%,3%,100%,97%,3%,100%,93%,4%,100%,97%,3%,100%,7%,0%,3%
CARRILLO INTERMEDIATE MAGNET SCHOOL,440 S MAIN AVE,TUCSON,PIMA,85701,YES,RN,PUBLIC,43,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,7%
CARTWRIGHT ELEMENTARY SCHOOL,5833 W THOMAS RD,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,73,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CASA ACADEMY,1500 W MARYLAND AVE,PHOENIX,MARICOPA,85015,NO,,CHARTER,52,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CASA BLANCA COMMUNITY SCHOOL,3455 CASA BLANCA RD,BAPCHULE,PINAL,85121,YES,RN,PUBLIC,52,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CASA NINOS SCHOOL OF MONTESSORI,8655 EAST BROADWAY,TUCSON,PIMA,85710,YES,RN,PRIVATE,23,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
CASAS CHRISTIAN SCHOOL,10801 N LA CHOLLA BLVD,TUCSON,PIMA,85742,NO,,PRIVATE,30,90%,10%,100%,90%,10%,100%,93%,7%,100%,87%,10%,100%,93%,7%,100%,10%,0%,7%
CASTLEHILL COUNTRY DAY SCHOOL,3225 N CRAYCROFT RD,TUCSON,PIMA,85712,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CATALINA VENTURA SCHOOL,6331 N 39TH AVE,PHOENIX,MARICOPA,85019,YES,RN,PUBLIC,107,96%,1%,97%,96%,1%,97%,98%,1%,99%,97%,1%,98%,99%,1%,100%,1%,1%,1%
CAURUS ACADEMY,41900 S 42ND AVE,PHOENIX,MARICOPA,85086,NO,,CHARTER,49,80%,14%,98%,82%,14%,98%,73%,14%,94%,82%,14%,98%,80%,14%,94%,14%,0%,14%
CAVE CREEK MONTESSORI,29209 NORTH 56TH STREET,CAVE CREEK,MARICOPA,85331,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAVETT ELEMENTARY SCHOOL,2120 E NACO VISTA DR,TUCSON,PIMA,85713,YES,RN,PUBLIC,44,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,0%,2%,0%
CENTENNIAL ELEMENTARY SCHOOL,2200 W WETMORE RD,TUCSON,PIMA,85705,NO,,PUBLIC,66,97%,3%,100%,97%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,3%,0%,2%
CENTENNIAL ELEMENTARY SCHOOL,3507 S RANCH HOUSE PKWY,GILBERT,MARICOPA,85297,NO,,PUBLIC,122,93%,7%,100%,93%,7%,100%,93%,7%,100%,96%,4%,100%,96%,4%,100%,7%,0%,2%
CENTER FOR ACADEMIC SUCCESS #5,900 CARMELITA DR,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,53,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
CENTER FOR EDUCATIONAL EXCELLENCE,1700 E ELLIOT RD,TEMPE,MARICOPA,85284,NO,,CHARTER,36,89%,11%,100%,86%,11%,100%,58%,11%,100%,78%,11%,100%,89%,11%,100%,11%,0%,11%
CENTERRA MIRAGE ELEMENTARY,15151 WEST CENTERRA DRIVE SOUTH,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,53,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,98%,2%,100%,4%,0%,4%
CERBAT ELEMENTARY SCHOOL,2689 E JAGERSON AVE,KINGMAN,MOHAVE,86409,YES,RN,PUBLIC,115,77%,23%,100%,80%,20%,100%,80%,20%,100%,88%,12%,100%,88%,12%,100%,26%,0%,7%
CESAR CHAVEZ ELEMENTARY,1130 N 10TH AVE,SAN LUIS,YUMA,85349,YES,LPN,PUBLIC,72,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
CESAR E CHAVEZ COMMUNITY SCHOOL,4001 S 3RD ST,PHOENIX,MARICOPA,85040,NO,,PUBLIC,34,100%,0%,100%,100%,0%,100%,100%,0%,100%,97%,0%,100%,100%,0%,100%,0%,0%,0%
CHALLENGE CHARTER SCHOOL,5801 W GREENBRIAR DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,83,93%,7%,100%,92%,8%,100%,93%,7%,100%,93%,7%,100%,95%,5%,100%,8%,0%,5%
CHALLENGER BASIC SCHOOL,1315 N GREENFIELD RD,GILBERT,MARICOPA,85234,NO,,CHARTER,48,85%,15%,100%,81%,19%,100%,83%,17%,100%,88%,13%,100%,90%,10%,100%,21%,21%,8%
CHALLENGER ELEMENTARY SCHOOL,901 E CALLE MAYER,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,75,99%,0%,100%,99%,1%,100%,99%,0%,100%,99%,1%,100%,100%,0%,100%,1%,0%,0%
CHAMPION CHANDLER,250 S MCQUEEN RD,CHANDLER,MARICOPA,85225,NO,,CHARTER,64,84%,8%,98%,89%,8%,98%,89%,8%,98%,91%,5%,97%,94%,6%,100%,9%,0%,5%
CHAMPION SCHOOLS,7900 S JESSE OWENS PKWY,PHOENIX,MARICOPA,85042,NO,,CHARTER,54,80%,0%,80%,81%,0%,81%,80%,0%,80%,100%,0%,100%,100%,0%,100%,0%,0%,0%
CHANDLER CHRISTIAN ACADEMY,19620 S MCQUEEN RD,CHANDLER,MARICOPA,85286,NO,,PRIVATE,21,81%,19%,100%,86%,14%,100%,86%,14%,100%,86%,14%,100%,90%,10%,100%,14%,5%,10%
CHANDLER TRADITIONAL ACADEMY - FREEDOM,6040 SOUTH JOSLYN LANE,GILBERT,MARICOPA,85298,NO,,PUBLIC,81,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
CHANDLER TRADITIONAL ACADEMY - GOODMAN CAMPUS,2600 W KNOX RD,CHANDLER,MARICOPA,85224,NO,,PUBLIC,118,98%,0%,98%,97%,3%,100%,97%,3%,100%,96%,4%,100%,98%,2%,100%,6%,0%,2%
CHANDLER TRADITIONAL ACADEMY - INDEPENDENCE,1405 W LAKE DR,CHANDLER,MARICOPA,85248,NO,,PUBLIC,123,98%,2%,100%,98%,2%,100%,97%,3%,100%,94%,6%,100%,98%,2%,100%,7%,0%,2%
CHANDLER TRADITIONAL ACADEMY - LIBERTY CAMPUS,550 N EMMETT DR,CHANDLER,MARICOPA,85225,NO,,PUBLIC,121,90%,10%,100%,92%,8%,100%,92%,8%,100%,98%,2%,100%,97%,3%,100%,12%,0%,2%
CHAPARRAL ELEMENTARY SCHOOL,3808 W JOAN DE ARC,PHOENIX,MARICOPA,85029,NO,,PUBLIC,76,96%,3%,100%,97%,3%,100%,96%,4%,100%,97%,1%,100%,97%,3%,100%,4%,4%,1%
CHARLES W SECHRIST ELEMENTARY SCHOOL,2230 N FT VALLEY RD,FLAGSTAFF,COCONINO,86001,YES,RN,PUBLIC,72,93%,7%,100%,92%,8%,100%,92%,8%,100%,90%,10%,100%,100%,0%,100%,7%,1%,3%
CHARLOTTE PATTERSON ELEMENTARY,7520 S ADORA BLVD,GILBERT,MARICOPA,85298,NO,,PUBLIC,121,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
CHEATHAM ELEMENTARY SCHOOL,4725 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,91,97%,3%,100%,98%,2%,100%,97%,3%,100%,98%,2%,100%,97%,3%,100%,3%,0%,3%
