SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Lincoln Elementary,Public,652 N Tyler Ave.,Nogales,Santa Cruz,85621,Y,RN,65,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,98.50%,0.00%,98.50%,84.60%,0.00%,100%,1.50%,0.00%,0.00%
Lincoln Elementary School (Mesa),Public,930 S Sirrine,Mesa,Maricopa,85210,Y,RN,87,95.40%,1.10%,96.60%,97.70%,1.10%,98.90%,96.60%,1.10%,97.70%,97.70%,2.30%,100%,86.20%,0.00%,100%,2.30%,0.00%,1.10%
Lincoln Elementary School (Prescott),Public,201 Park Ave.,Prescott,Yavapai,86303,N,,51,70.60%,3.90%,74.50%,76.50%,3.90%,80.40%,66.70%,3.90%,70.60%,88.20%,3.90%,92.20%,56.90%,3.90%,90.20%,3.90%,0.00%,3.90%
Lindbergh Elementary School,Public,930 S Lazona Dr.,Mesa,Maricopa,85204,Y,RN,50,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,96.00%,0.00%,100%,0.00%,0.00%,0.00%
Linden Elemtary School,Public,500 W. Old Linden Rd. ,Show Low,Navajo,85901,N,,27,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,96.30%,3.70%,100%,85.20%,3.70%,100%,3.70%,0.00%,0.00%
Lineweaver Elementary School,Public,461 S Bryant Ave. ,Tucson,Pima,85711,Y,RN,71,95.80%,2.80%,98.60%,97.20%,2.80%,100%,97.20%,2.80%,100%,98.60%,1.40%,100%,85.90%,2.80%,100%,1.40%,1.40%,1.40%
Litchfield Elm School,Charter,255 E Wigwam Blvd.,Litchfield Park,Maricopa,85340,Y,LPN,120,99.20%,0.80%,100%,99.20%,0.80%,100%,99.20%,0.80%,100%,99.20%,0.80%,100%,100%,0.00%,100%,0.80%,0.00%,0.80%
Little Explorers Early Learning Center,Public,3175 Gordon Ave.,Kingman,Mohave,86409,N,,30,93.30%,6.70%,100%,93.30%,6.70%,100%,93.30%,6.70%,100%,100%,0.00%,100%,90.00%,0.00%,100%,10.00%,0.00%,0.00%
Little Red Schoolhouse,Public,Hc 2  Box 50,Nogales,Santa Cruz,85621,N,,24,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Littleton Elementary School,Public,1252 S 115th Ave.,Cashion,Maricopa,85323,Y,RN,73,97.30%,0.00%,97.30%,97.30%,0.00%,97.30%,100%,0.00%,100%,100%,0.00%,100%,95.90%,0.00%,100%,0.00%,0.00%,0.00%
Logos Christian Academy,Private,P.O. Box 11493,Casa Grande,Pinal,85130,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Loma Linda Elementary School,Public,2002 E Clarendon Ave. ,Phoenix,Maricopa,85016,Y,LPN,52,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,75.00%,1.90%,100%,1.90%,0.00%,1.90%
Lone Mountain Elementary School,Charter,5250 E Montgomery Rd.,Cave Creek,Maricopa,85327,Y,RN,75,86.70%,4.00%,90.70%,88.00%,2.70%,90.70%,86.70%,4.00%,90.70%,92.00%,2.70%,94.70%,66.70%,2.70%,94.70%,4.00%,0.00%,2.70%
Longfellow Elementary School,Public,345 S Hall St.,Mesa,Maricopa,85204,Y,RN,88,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,93.20%,0.00%,100%,0.00%,0.00%,0.00%
Longview Elementary School,Public,1209 E. Indian School Rd.,Phoenix,Maricopa,85014,N,,70,90.00%,2.90%,92.90%,82.90%,2.90%,85.70%,78.60%,1.40%,80.00%,88.60%,2.90%,91.40%,78.60%,2.90%,95.70%,2.90%,0.00%,2.90%
Lookout Mountain School,Public,15 W Coral Gables Dr.,Phoenix,Maricopa,85023,N,,126,94.40%,5.60%,100%,94.40%,5.60%,100%,93.70%,6.30%,100%,96.80%,3.20%,100%,90.50%,3.20%,100%,7.10%,0.80%,7.90%
Loretto Catholic School,Private,1200 14th St.,Douglas,Cochise,85607,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Los Amigos Elementary,Public,2200 E Drexel Rd. ,Tucson,Pima,85706,Y,RN,105,99.00%,1.00%,100%,99.00%,1.00%,100%,98.10%,1.00%,99.00%,99.00%,1.00%,100%,99.00%,1.00%,100%,0.00%,1.00%,1.00%
Los Ninos Elementary School,Public,5445 S Alvernon Way,Tucson,Pima,85706,N,,81,97.50%,2.50%,100%,97.50%,2.50%,100%,97.50%,2.50%,100%,97.50%,2.50%,100%,91.40%,3.70%,100%,3.70%,0.00%,2.50%
Lowell Elementary School (Mesa),Public,920 E Broadway Rd. ,Mesa,Maricopa,85204,Y,RN,81,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.70%,0.00%,100%,0.00%,0.00%,0.00%
Lowell Elementary School (Phoenix),Public,1121 S 3rd Ave.,Phoenix,Maricopa,85003,N,,51,98.00%,2.00%,100%,100%,0.00%,100%,98.00%,2.00%,100%,100%,0.00%,100%,96.10%,0.00%,100%,2.00%,0.00%,0.00%
Luke Elementary School,Public,7300 N Dysart Rd.,Glendale,Maricopa,85307,Y,LPN,48,93.80%,0.00%,93.80%,95.80%,0.00%,95.80%,95.80%,0.00%,95.80%,100%,0.00%,100%,75.00%,0.00%,100%,0.00%,0.00%,0.00%
Lulu Walker School,Public,1750 W Roller Coaster Rd.,Tucson,Pima,85704,N,,79,96.20%,3.80%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,92.40%,3.80%,100%,3.80%,0.00%,3.80%
Lura Kinsey Elementary,Public,1601 S Lone Tree Rd. ,Flagstaff,Coconino,86001,Y,RN,63,98.40%,0.00%,98.40%,100%,0.00%,100%,96.80%,0.00%,96.80%,98.40%,0.00%,98.40%,93.70%,0.00%,100%,0.00%,0.00%,0.00%
Lynn Urquides Elementary School,Public,1573 W Ajo Way,Tucson,Pima,85713,N,,72,97.20%,0.00%,97.20%,97.20%,0.00%,97.20%,100%,0.00%,100%,98.60%,0.00%,98.60%,88.90%,0.00%,100%,0.00%,0.00%,0.00%
Mabel Padgett Elementary School,Public,15430 W Turney Ave.,Goodyear,Maricopa,85340,Y,RN,137,96.40%,3.60%,100%,97.80%,2.20%,100%,96.40%,3.60%,100%,96.40%,3.60%,100%,76.60%,3.60%,100%,3.60%,0.00%,2.20%
Macarthur Elementary School,Public,1435 E Mclellan Rd. ,Mesa,Maricopa,85203,Y,RN,81,87.70%,9.90%,97.50%,90.10%,9.90%,100%,90.10%,9.90%,100%,90.10%,9.90%,100%,79.00%,9.90%,100%,9.90%,0.00%,9.90%
Madison Camelview,Public,2002 E. Campbell Ave. ,Phoenix,Maricopa,85016,N,,134,90.30%,4.50%,94.80%,94.80%,4.50%,99.30%,94.80%,4.50%,99.30%,97.00%,3.00%,100%,90.30%,3.00%,100%,3.70%,1.50%,0.00%
Madison Elementary School,Public,849 South Sunnyvale,Mesa,Maricopa,85206,Y,RN,70,97.10%,2.90%,100%,97.10%,2.90%,100%,97.10%,2.90%,100%,98.60%,1.40%,100%,94.30%,1.40%,100%,2.90%,0.00%,0.00%
Madison Heights Elementary School,Public,7150 N 22nd St.,Phoenix,Maricopa,85020,Y,RN,86,96.50%,3.50%,100%,96.50%,3.50%,100%,96.50%,3.50%,100%,95.30%,4.70%,100%,88.40%,2.30%,100%,4.70%,0.00%,0.00%
Madison Rose Lane School,Public,1155 E Rose Ln.,Phoenix,Maricopa,85014,Y,RN,171,91.80%,7.00%,98.80%,92.40%,6.40%,98.80%,93.00%,7.00%,100%,91.80%,7.60%,99.40%,90.10%,5.80%,100%,7.00%,0.60%,4.70%
Madison Simis Elementary School,Public,7302 N. 10th St.,Phoenix,Maricopa,85020,N,,163,93.90%,6.10%,100%,93.90%,6.10%,100%,96.90%,3.10%,100%,96.30%,3.70%,100%,90.20%,0.00%,97.50%,3.70%,0.00%,0.00%
Madison Tradition Academy,Public,925 E Maryland Ave. ,Phoenix,Maricopa,85014,N,,78,100%,0.00%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,98.70%,1.30%,100%,96.20%,0.00%,100%,2.60%,0.00%,0.00%
Magma Ranch K-8 School,Public,10980 E Desert Mountain Blvd.,Florence,Pinal,85232,N,,63,79.40%,1.60%,81.00%,81.00%,1.60%,82.50%,81.00%,1.60%,82.50%,88.90%,1.60%,90.50%,76.20%,1.60%,95.20%,1.60%,0.00%,0.00%
Magnet Traditional,Public,2602 North 23rd Ave. ,Phoenix,Maricopa,85009,Y,RN,56,92.90%,0.00%,92.90%,100%,0.00%,100%,94.60%,0.00%,94.60%,100%,0.00%,100%,82.10%,0.00%,100%,0.00%,0.00%,0.00%
Maie Bartlett Heard Elementary School,Public,2301 West Thomas Rd.,Phoenix,Maricopa,85015,N,,38,89.50%,0.00%,89.50%,92.10%,0.00%,92.10%,92.10%,0.00%,92.10%,89.50%,0.00%,89.50%,89.50%,0.00%,94.70%,0.00%,0.00%,0.00%
Maine Consolidated School,Public,P.O. Box 50010,Parks,Coconino,86018,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maldonado Amelia Elementary School,Public,3535 W Messala Way,Tucson,Pima,85746,Y,RN,50,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Manuel Demiguel Elementary,Public,3500 Gillenwater Dr. ,Flagstaff,Coconino,86005,Y,RN,102,89.20%,10.80%,100%,93.10%,6.90%,100%,90.20%,9.80%,100%,93.10%,6.90%,100%,89.20%,6.90%,100%,10.80%,0.00%,5.90%
Manuel Pena Jr. Elementary School,Public,2550 N 79th Ave.,Phoenix,Maricopa,85035,Y,LPN,147,99.30%,0.00%,99.30%,100%,0.00%,100%,99.30%,0.00%,99.30%,100%,0.00%,100%,95.20%,0.00%,100%,0.00%,0.00%,0.00%
Many Farms Elementary School,Public,P.O. Box 587,Chinle,Apache,86503,N,,57,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Many Farms Public School,Public,P.O. Box 587,Chinle,Apache,86503,N,,57,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Manzanita Elementary School (Kingman),Public,2901 Detroit Ave.,Kingman,Mohave,86401,Y,LPN,131,96.20%,3.80%,100%,96.20%,3.80%,100%,95.40%,4.60%,100%,98.50%,1.50%,100%,85.50%,2.30%,100%,1.50%,0.00%,1.50%
Manzanita Elementary School (Phoenix),Public,8430 N 39th Ave.,Phoenix,Maricopa,85051,N,,103,100%,0.00%,100%,99.00%,0.00%,99.00%,100%,0.00%,100%,100%,0.00%,100%,94.20%,0.00%,100%,0.00%,0.00%,0.00%
Manzanita Elementary School (Tucson),Public,3000 E Manzanita Ave.,Tucson,Pima,85718,N,,95,98.90%,1.10%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,97.90%,2.10%,100%,88.40%,1.10%,100%,1.10%,1.10%,1.10%
Manzo Elementary School,Public,855 N. Melrose Ave.,Tucson,Pima,85745,Y,RN,46,95.70%,0.00%,95.70%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.80%,0.00%,100%,0.00%,0.00%,0.00%
Maricopa Elementary School,Public,18150 N Alterra Way,Maricopa,Pinal,85239,Y,LPN,100,95.00%,5.00%,100%,95.00%,5.00%,100%,95.00%,5.00%,100%,96.00%,4.00%,100%,90.00%,2.00%,100%,4.00%,2.00%,2.00%
Maricopa Village Christian School,Private,8129 W. Baseline Rd.,Laveen,Maricopa,85339,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marilyn Thiele Wilson School,Public,5619 E Glade Ave.,Mesa,Maricopa,85206,Y,RN,115,90.40%,6.10%,96.50%,90.40%,6.10%,96.50%,93.00%,6.10%,99.10%,93.00%,4.30%,97.40%,80.00%,0.00%,100%,7.00%,0.00%,0.00%
Marion Donaldson Elementary School,Public,2040 W Omar Dr. ,Tucson,Pima,85704,N,,44,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.70%,0.00%,100%,0.00%,0.00%,0.00%
Marjorie W Estes Elementary School,Public,11279 W. Grier Rd.,Marana,Pima,85653,N,,119,100%,0.00%,100%,98.30%,0.00%,98.30%,99.20%,0.00%,99.20%,99.20%,0.00%,99.20%,96.60%,0.80%,100%,3.40%,0.00%,0.00%
Marley Park Elementary,Public,15042 West Sweetwater Rd.,Surprise,Maricopa,85379,N,,79,91.10%,7.60%,98.70%,91.10%,7.60%,98.70%,91.10%,7.60%,98.70%,92.40%,7.60%,100%,64.60%,7.60%,100%,7.60%,0.00%,7.60%
Marshall Elementary School,Public,9066 E 29th St.,Tucson,Pima,85710,Y,RN,39,97.40%,0.00%,97.40%,100%,0.00%,100%,100%,0.00%,100%,97.40%,0.00%,97.40%,92.30%,0.00%,100%,0.00%,0.00%,0.00%
Marshall Ranch Elementary School,Public,12995 N. Marshall Ranch Dr. ,Glendale,Maricopa,85304,Y,LPN,65,95.40%,0.00%,95.40%,100%,0.00%,100%,96.90%,0.00%,96.90%,98.50%,1.50%,100%,81.50%,0.00%,100%,1.50%,0.00%,0.00%
Mary A Otondo Elementary School,Public,2251 Otondo Dr.,Yuma,Yuma,85365,N,,110,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Mary Belle Mccorkle Academy Of Excellence Pre-k-8,Public,4455 S Mission Rd.,Tucson,Pima,85746,Y,RN,92,98.90%,1.10%,100%,98.90%,1.10%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,96.70%,1.10%,100%,2.20%,0.00%,2.20%
Mary C O'Brien Elementary School,Public,1400 N. Eleven Mile Corner Rd.,Casa Grande,Pinal,85194,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary L Welty Elementary School,Public,1050 W Cimarron St.,Nogales,Santa Cruz,85621,Y,RN,61,98.40%,1.60%,100%,100%,0.00%,100%,98.40%,1.60%,100%,100%,0.00%,100%,91.80%,0.00%,100%,1.60%,0.00%,1.60%
Mary Mcleod Bethune School-k And 6,Public,1310 S 15th Ave.,Phoenix,Maricopa,85007,Y,RN,52,98.10%,1.90%,100%,98.10%,1.90%,100%,98.10%,1.90%,100%,100%,0.00%,100%,98.10%,1.90%,100%,1.90%,0.00%,0.00%
Mary Velasquez Riley Seven Mile Elementary School,Public,P. O. Box 190,Whiteriver,Navajo,85941,N,,116,100%,0.00%,100%,98.30%,0.00%,98.30%,97.40%,0.00%,97.40%,99.10%,0.00%,99.10%,95.70%,0.00%,100%,0.00%,0.00%,0.00%
Maryland Elementary School,Public,6503 N 21st Ave.,Phoenix,Maricopa,85015,N,,109,90.80%,2.80%,93.60%,95.40%,2.80%,98.20%,94.50%,3.70%,98.20%,98.20%,0.90%,99.10%,89.90%,1.80%,99.10%,2.80%,0.00%,0.90%
Maryvale Preparatory Academy,Public,6301 W Indian School Rd.,Phoenix,Maricopa,85018,N,,49,98.00%,2.00%,100%,98.00%,2.00%,100%,98.00%,2.00%,100%,98.00%,2.00%,100%,98.00%,2.00%,100%,2.00%,0.00%,2.00%
Masada Charter School,Charter,P.O. Box 2277,Centennial Park,Mohave,86021,N,,56,30.40%,42.90%,73.20%,33.90%,42.90%,76.80%,37.50%,42.90%,80.40%,37.50%,42.90%,80.40%,28.60%,42.90%,91.10%,41.10%,1.80%,0.00%
Math And Science Success Academy,Charter,434 W Lerdo Rd.,Tucson,Pima,85756,N,,51,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Maurice C Cash School,Public,3851 W Roeser Rd.,Phoenix,Maricopa,85041,N,,112,98.20%,0.00%,98.20%,96.40%,0.00%,96.40%,96.40%,0.00%,96.40%,99.10%,0.00%,99.10%,100%,0.00%,100%,0.00%,0.00%,0.00%
Maxine O Bush School,Public,602 E. Siesta Dr.,Phoenix,Maricopa,85042,Y,RN,47,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,91.50%,0.00%,100%,0.00%,0.00%,0.00%
Mayer Elementary School,Public,P.O. Box 1059,Mayer,Yavapai,86333,N,,37,81.10%,18.90%,100%,81.10%,18.90%,100%,81.10%,18.90%,100%,83.80%,16.20%,100%,75.70%,16.20%,100%,18.90%,0.00%,0.00%
Mccartney Ranch Elementary School,Public,2631 N Brown Ave.,Casa Grande,Pinal,85122,Y,RN,99,97.00%,1.00%,98.00%,97.00%,1.00%,98.00%,99.00%,1.00%,100%,100%,0.00%,100%,96.00%,0.00%,100%,1.00%,0.00%,0.00%
Mcdowell Mountain Elementary School,Public,14825 N Fayette Dr.,Fountain Hills,Maricopa,85268,N,,68,97.10%,2.90%,100%,97.10%,2.90%,100%,98.50%,1.50%,100%,95.60%,4.40%,100%,89.70%,2.90%,100%,5.90%,1.50%,1.50%
Mcnary Elementary School,Public,P.O. Box 598,Mcnary,Apache,85930,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mcneal Elementary,Public,P.O. Box 8,Mcneal,Cochise,85617,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Melvin E. Sine Elementary School,Public,4932 West Myrtle Ave.,Glendale,Maricopa,85301,Y,LPN,62,96.80%,0.00%,96.80%,96.80%,0.00%,96.80%,100%,0.00%,100%,100%,0.00%,100%,98.40%,0.00%,100%,0.00%,0.00%,0.00%
Mendoza Elementary School,Public,5831 E Mclellan Rd.,Mesa,Maricopa,85205,Y,RN,44,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.70%,2.30%,100%,86.40%,0.00%,100%,2.30%,0.00%,0.00%
Mercury Mine Elementary,Public,9640 N. 28th  St.,Phoenix,Maricopa,85028,Y,RN,86,96.50%,2.30%,98.80%,97.70%,1.20%,98.80%,98.80%,0.00%,98.80%,98.80%,1.20%,100%,87.20%,2.30%,100%,2.30%,0.00%,1.20%
Meridian Elementary,Public,3900 South Mountain Rd.,Mesa,Maricopa,85212,Y,RN,81,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,98.80%,1.20%,100%,84.00%,1.20%,100%,1.20%,0.00%,0.00%
Mesa Arts Academy,Charter,221 W 6th Ave.,Mesa,Maricopa,85210,N,,25,0.00%,100%,100%,96.00%,4.00%,100%,84.00%,0.00%,84.00%,100%,0.00%,100%,80.00%,0.00%,100%,4.00%,0.00%,0.00%
Mesa Christian Academy,Private,7918 E 1st Ave.,Mesa,Maricopa,85208,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mesa Montessori,Private,2830 S Carriage Ln.,Mesa,Maricopa,85202,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mesa Verde Elementary School,Public,1661 W. Sage St.,Tucson,Pima,85704,N,,55,94.50%,1.80%,96.40%,96.40%,1.80%,98.20%,98.20%,1.80%,100%,96.40%,1.80%,98.20%,89.10%,1.80%,100%,1.80%,0.00%,0.00%
Mesa View Elementary School,Public,P.O. Box 587,Chinle,Apache,86503,N,,60,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%
Mesquite Elementary School (Casa Grande),Public,129 N Arizola Rd.,Casa Grande,Pinal,85222,Y,RN,72,93.10%,4.20%,97.20%,94.40%,4.20%,98.60%,94.40%,4.20%,98.60%,97.20%,1.40%,98.60%,87.50%,1.40%,100%,4.20%,0.00%,4.20%
Mesquite Elementary School (Gilbert),Public,1101 E Mesquite St. ,Gilbert,Maricopa,85296,Y,RN,71,98.60%,1.40%,100%,98.60%,1.40%,100%,98.60%,1.40%,100%,98.60%,1.40%,100%,88.70%,1.40%,100%,1.40%,0.00%,1.40%
Mesquite Elementary School (Tucson),Charter,9455 E Rita Rd.,Tucson,Pima,85747,N,,113,96.50%,3.50%,100%,96.50%,3.50%,100%,96.50%,3.50%,100%,97.30%,2.70%,100%,93.80%,3.50%,100%,4.40%,0.00%,2.70%
Mesquite Elementary School (Yuma),Public,4451 W 28th St.,Yuma,Yuma,85364,N,,74,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,2.70%,0.00%,2.70%
Metcalf Elementary School,Public,905 Fairbanks Rd.,Morenci,Greenlee,85540,N,,139,96.40%,2.20%,98.60%,96.40%,2.20%,98.60%,95.00%,2.20%,97.10%,97.80%,2.20%,100%,97.10%,2.20%,100%,2.20%,0.00%,2.20%
Mexicayotl Academy,Charter,667 N 7th Ave.,Tucson,Pima,85705,N,,22,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,86.40%,0.00%,100%,0.00%,0.00%,0.00%
Mexicayotl Charter School,Charter,2059 N Grand Ave.,Nogales,Santa Cruz,85621,N,,24,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,54.20%,0.00%,100%,0.00%,0.00%,0.00%
Michael Anderson School,Public,45 S. 3rd Ave.,Avondale,Maricopa,85302,Y,LPN,93,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,98.90%,0.00%,100%,0.00%,0.00%,0.00%
Midtown Primary School,Charter,4735 North 19th Ave.,Phoenix,Maricopa,85015,N,,24,95.80%,0.00%,95.80%,87.50%,0.00%,87.50%,87.50%,0.00%,87.50%,91.70%,0.00%,91.70%,91.70%,0.00%,95.80%,0.00%,0.00%,0.00%
Miles-exploratory Learning Center,Public,1400 E Broadway Blvd.,Tucson,Pima,85719,Y,RN,28,96.40%,3.60%,100%,96.40%,3.60%,100%,100%,0.00%,100%,96.40%,3.60%,100%,89.30%,3.60%,100%,3.60%,0.00%,0.00%
Milestones Charter School,Charter,4201 E Robert E Lee St,Phoenix,Maricopa,85032,N,,64,92.20%,7.80%,100%,92.20%,7.80%,100%,92.20%,7.80%,100%,92.20%,7.80%,100%,92.20%,7.80%,100%,7.80%,0.00%,7.80%
Miller Elementary School,Public,6951 S Camino De La Tierra,Tucson,Pima,85746,Y,RN,82,100%,0.00%,100%,100%,0.00%,100%,98.80%,1.20%,100%,100%,0.00%,100%,100%,0.00%,100%,1.20%,0.00%,0.00%
Mingus Springs Charter School,Charter,3600 N. Sunset Dr.,Chino Valley,Yavapai,86323,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mirage Elementary School,Public,3910 W Grovers Ave. ,Glendale,Maricopa,85308,Y,RN,82,96.30%,3.70%,100%,96.30%,2.40%,98.80%,97.60%,2.40%,100%,92.70%,4.90%,97.60%,90.20%,1.20%,100%,4.90%,0.00%,0.00%
Mis Manos Montessori School- Kindergarten,Private,100 W Magee Rd.,Tucson,Pima,85704,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mission Manor Elementary School,Public,600 W Santa Rosa St. ,Tucson,Pima,85706,Y,RN,100,100%,0.00%,100%,100%,0.00%,100%,99.00%,1.00%,100%,100%,0.00%,100%,95.00%,0.00%,100%,0.00%,1.00%,0.00%
Mission Montessori Academy,Charter,12990 E Shea Blvd.,Scottsdale,Maricopa,85259,N,,40,90.00%,10.00%,100%,85.00%,12.50%,97.50%,65.00%,10.00%,75.00%,85.00%,12.50%,97.50%,47.50%,12.50%,97.50%,12.50%,0.00%,10.00%
Mission View Elementary,Public,2600 S. 8th Ave.,Tucson,Pima,85713,Y,RN,35,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.10%,0.00%,100%,0.00%,0.00%,0.00%
Mitchell Elementary School,Public,1700 N 41st Ave.,Phoenix,Maricopa,85009,N,,116,96.60%,0.00%,96.60%,98.30%,0.00%,98.30%,95.70%,0.00%,95.70%,100%,0.00%,100%,94.80%,0.90%,100%,0.90%,0.00%,0.00%
Mobile Elementary School,Public,42798 S 99th Ave.,Maricopa,Maricopa,85139,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Model Creek Elementary,Public,18912 Hays Ranch Rd.,Peeples Valley,Yavapai,86332,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mohave Accelerated Learning Center,Charter,625 Marina Blvd.,Bullhead City,Mohave,86442,N,,73,95.90%,2.70%,98.60%,97.30%,2.70%,100%,95.90%,2.70%,98.60%,97.30%,2.70%,100%,79.50%,2.70%,100%,0.00%,2.70%,0.00%
Mohave Valley Elementary School,Public,1419 Willow Dr. ,Mohave Valley,Mohave,86440,Y,RN,126,88.90%,2.40%,91.30%,87.30%,12.70%,100%,92.10%,7.90%,100%,96.80%,2.40%,99.20%,85.70%,2.40%,100%,2.40%,0.00%,2.40%
Mohawk Valley School District 17,Public,5151 S. Ave. ,Roll,Yuma,85347,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Monte Vista Elementary School,Public,3501 E Osborn Rd.,Phoenix,Maricopa,85018,Y,RN,101,99.00%,1.00%,100%,100%,0.00%,100%,99.00%,1.00%,100%,99.00%,0.00%,99.00%,100%,0.00%,100%,0.00%,1.00%,0.00%
Montebello School,Public,5725 N 27th Ave.,Phoenix,Maricopa,85017,N,,123,99.20%,0.80%,100%,99.20%,0.80%,100%,99.20%,0.80%,100%,99.20%,0.80%,100%,89.40%,0.80%,100%,0.80%,0.00%,0.80%
