SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_NURSE,SCHOOL_NURSE_TYPE,ENROLLED,ADDRESS_1,CITY,STATE,ZIP,COUNTY,ENROLLED_WEBSITE,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
Mansfeld Middle School,Public,Y,RN,276,1300 E 6TH ST,TUCSON,AZ,85719,PIMA COUNTY,GREATER THAN,96.4%,2.9%,99.3%,92.0%,2.9%,94.9%,91.3%,3.6%,94.9%,97.1%,2.2%,99.3%,97.8%,1.4%,99.3%,97.1%,1.4%,98.6%,100.0%,0.0%,100.0%,3.6%,0.7%,0.0%
Many Farms Public School,Public,Y,LPN,56,NORTH HWY 191 & NAVAJO ROUTE 7,MANY FARMS,AZ,86503,APACHE COUNTY,GREATER THAN,100.0%,0.0%,100.0%,96.4%,0.0%,100.0%,96.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Manzanita Elementary School,Public,N,,113,8430 N 39TH AVE,PHOENIX,AZ,85051,MARICOPA COUNTY,GREATER THAN,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Marc T Atkinson Middle School,Public,Y,LPN,386,4315 N MARYVALE PKWY,PHOENIX,AZ,85031,MARICOPA COUNTY,GREATER THAN,99.7%,0.0%,99.7%,97.2%,0.0%,97.2%,96.4%,0.0%,96.4%,99.7%,0.0%,99.7%,100.0%,0.0%,100.0%,99.7%,0.0%,99.7%,98.4%,1.0%,99.5%,0.0%,0.0%,1.0%
Maricopa Elementary School,Public,Y,RN,105,18150 N ALTERRA PKWY,MARICOPA,AZ,85139,PINAL COUNTY,GREATER THAN,99.0%,1.0%,100.0%,93.3%,1.0%,100.0%,93.3%,1.0%,100.0%,99.0%,1.0%,100.0%,98.1%,1.9%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.9%,0.0%,1.0%
Maricopa Village Christian School,Public,Y,RN,< 20,8050 W BASELINE RD,LAVEEN,AZ,85339,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maricopa Wells Middle School,Public,Y,RN,32,45012 W HONEYCUTT AVE,MARICOPA,,85239,PINAL COUNTY,GREATER THAN,100.0%,0.0%,100.0%,96.9%,0.0%,96.9%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Marilyn Thiele Wilson School,Public,Y,RN,107,5619 E GLADE AVE,MESA,AZ,85206,MARICOPA COUNTY,GREATER THAN,96.3%,0.0%,96.3%,68.2%,0.0%,72.0%,69.2%,0.0%,72.9%,97.2%,0.0%,97.2%,96.3%,0.0%,96.3%,97.2%,0.0%,97.2%,86.9%,0.0%,86.9%,1.9%,0.9%,0.0%
Marjorie W Estes Elementary School,Public,Y,RN,92,13650 N MCDUFF RD,MARANA,AZ,85653,PIMA COUNTY,GREATER THAN,98.9%,0.0%,98.9%,89.1%,0.0%,89.1%,85.9%,0.0%,85.9%,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,96.7%,2.2%,98.9%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
Marley Park Elementary,Public,Y,LPN,153,15042 W SWEETWATER AVE,SURPRISE,AZ,85379,MARICOPA COUNTY,GREATER THAN,85.6%,2.0%,87.6%,69.9%,6.5%,76.5%,71.2%,6.5%,100.0%,92.8%,2.0%,94.8%,96.1%,0.0%,96.1%,83.0%,2.0%,85.0%,97.4%,2.0%,99.3%,23.5%,0.0%,0.0%
Marshall Humphrey Ii Elementary School,Public,N,,59,125 S 132ND ST,CHANDLER,AZ,85225,MARICOPA COUNTY,GREATER THAN,96.6%,3.4%,100.0%,81.4%,15.3%,100.0%,79.7%,16.9%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,16.9%,0.0%,3.4%
Marshall Ranch Elementary School,Public,Y,LPN,89,12995 N MARSHALL RANCH DR,GLENDALE,AZ,85304,MARICOPA COUNTY,GREATER THAN,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
Mary Belle Mccorkle,Public,Y,RN,103,4455 S MISSION RD,TUCSON,AZ,85746,PIMA COUNTY,GREATER THAN,98.1%,0.0%,98.1%,99.0%,1.0%,100.0%,98.1%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,0.0%,0.0%
Mary C O'brien Elementary School,Public,Y,RN,< 20,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,,85294,PINAL COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mary Mcleod Bethune,Public,Y,RN,47,1310 S 15TH AVE,PHOENIX,AZ,85007,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mary Meredith K-12 School,Public,Y,RN,< 20,755 N MAGNOLIA AVE,TUCSON,AZ,85711,PIMA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Maryland Elementary School,Public,N,,82,6503 N 21ST AVE,PHOENIX,AZ,85015,MARICOPA COUNTY,GREATER THAN,92.7%,7.3%,100.0%,96.3%,1.2%,98.8%,96.3%,1.2%,98.8%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
Maryvale Preparatory Academy,Public,N,,52,6301 W INDIAN SCHOOL RD,PHOENIX,AZ,85033,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,86.5%,11.5%,100.0%,86.5%,11.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,11.5%,0.0%,0.0%
Math And Science Success Academy,Charter,N,,42,434 W LERDO RD,TUCSON,AZ,85756,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.6%,0.0%,97.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Maurice C Cash School,Public,Y,RN,95,3851 W ROESER RD,PHOENIX,AZ,85041,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,92.6%,0.0%,100.0%,92.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Maxine O Bush Elementary School,Public,Y,RN,49,602 E SIESTA DR,PHOENIX,AZ,85042,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,2.0%
Mayer Elementary School,Public,N,,30,12568 E MAIN ST,MAYER,AZ,86333,YAVAPAI COUNTY,GREATER THAN,100.0%,0.0%,100.0%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,10.0%,0.0%,0.0%
Mcnary Elementary School,Public,N,,< 20,108 N. POLLOCK,MCNARY,AZ,85930,APACHE COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mcneal Elementary School,Public,N,,< 20,3979 MCNEAL ST,MC NEAL,AZ,85617,COCHISE COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Melvin E Sine School,Public,Y,LPN,80,4932 W MYRTLE AVE,GLENDALE,AZ,85301,MARICOPA COUNTY,GREATER THAN,95.0%,0.0%,95.0%,97.5%,1.3%,98.8%,96.3%,1.3%,98.8%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,1.3%,0.0%,0.0%
Mendoza Elementary School,Public,Y,RN,82,5831 E MCLELLAN RD,MESA,AZ,85205,MARICOPA COUNTY,GREATER THAN,96.3%,3.7%,100.0%,93.9%,4.9%,100.0%,95.1%,3.7%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.3%,3.7%,100.0%,100.0%,0.0%,100.0%,4.9%,0.0%,0.0%
Mercury Mine Elementary School,Public,Y,RN,72,9640 N 28TH ST,PHOENIX,AZ,85028,MARICOPA COUNTY,GREATER THAN,93.1%,6.9%,100.0%,91.7%,5.6%,97.2%,90.3%,6.9%,97.2%,93.1%,6.9%,100.0%,94.4%,5.6%,100.0%,95.8%,4.2%,100.0%,97.2%,2.8%,100.0%,6.9%,0.0%,0.0%
Meridian Elementary - Gilbert Public Schools,Public,Y,RN,121,3900 S MOUNTAIN RD,MESA,AZ,85212,MARICOPA COUNTY,GREATER THAN,98.3%,1.7%,100.0%,94.2%,1.7%,98.3%,93.4%,2.5%,98.3%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,2.5%,0.0%,1.7%
Mesa Academy,Public,Y,,88,6919 E BROWN RD,MESA,AZ,85207,MARICOPA COUNTY,GREATER THAN,98.9%,1.1%,100.0%,88.6%,2.3%,100.0%,88.6%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,0.0%
Mesa Arts Academy,Charter,N,,25,221 W 6TH AVE,MESA,AZ,85210,MARICOPA COUNTY,GREATER THAN,0.0%,100.0%,100.0%,92.0%,0.0%,100.0%,92.0%,0.0%,100.0%,92.0%,0.0%,92.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,8.0%,0.0%
Mesa View Elementary School,Public,N,,63,U.S. HWY 191 & N.R. 7,CHINLE,AZ,86503,APACHE COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mesquite Elementary School,Public,Y,RN,99,1101 E MESQUITE ST,GILBERT,AZ,85296,MARICOPA COUNTY,GREATER THAN,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,9.1%,0.0%,0.0%
Mesquite Elementary School,Public,N,,98,4451 W 28TH ST,YUMA,AZ,85364,YUMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Mexicayotl Charter School,Charter,N,,22,2059 N GRAND AVE,NOGALES,AZ,85621,SANTA CRUZ COUNTY,GREATER THAN,100.0%,0.0%,100.0%,81.8%,0.0%,95.5%,81.8%,0.0%,95.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,4.5%,0.0%
Michael Anderson School,Public,Y,LPN,86,45 S 3RD AVE,AVONDALE,AZ,85323,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
Miles-exploratory Learning Center,Public,Y,RN,33,1400 E BROADWAY BLVD,TUCSON,AZ,85719,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.0%,3.0%,0.0%
Milestones Charter School,Charter,N,,< 20,4707 E ROBERT E LEE ST,PHOENIX,AZ,85032,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mingus Springs Charter School,Charter,N,,< 20,3600 SUNSET DR,CHINO VALLEY,AZ,86323,YAVAPAI COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mirage Elementary School,Public,Y,RN,63,3910 W GROVERS AVE,GLENDALE,AZ,85308,MARICOPA COUNTY,GREATER THAN,96.8%,3.2%,100.0%,96.8%,1.6%,100.0%,96.8%,1.6%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,3.2%,0.0%,0.0%
Mission Manor Elementary School,Public,Y,RN,80,600 W SANTA ROSA ST,TUCSON,AZ,85706,PIMA COUNTY,GREATER THAN,97.5%,0.0%,97.5%,97.5%,0.0%,100.0%,97.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Model Creek Elementary School,Public,N,RN,< 20,18912 W HAYS RANCH RD,PEEPLES VALLEY,AZ,86332,YAVAPAI COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mohave Accelerated Learning Center,Charter,N,,80,625 MARINA BLVD,BULLHEAD CITY,AZ,86442,MOHAVE COUNTY,GREATER THAN,97.5%,0.0%,97.5%,95.0%,0.0%,95.0%,91.3%,0.0%,91.3%,96.3%,0.0%,96.3%,96.3%,0.0%,96.3%,96.3%,0.0%,96.3%,97.5%,0.0%,97.5%,0.0%,0.0%,0.0%
Mohave Middle School,Public,Y,RN,288,8490 E JACKRABBIT RD,SCOTTSDALE,AZ,85250,MARICOPA COUNTY,GREATER THAN,97.2%,2.8%,100.0%,96.2%,3.8%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,96.9%,3.1%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,4.9%,0.0%,2.1%
Mohawk Valley School,Public,N,,< 20,5151 S AVENUE 39 E,ROLL,AZ,85347,YUMA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monte Vista,Public,Y,RN,87,3501 E OSBORN RD,PHOENIX,AZ,85018,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,98.9%,0.0%,100.0%,97.7%,2.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.3%,2.3%,2.3%
Montebello School,Public,N,,155,5725 N 27TH AVE,PHOENIX,AZ,85017,MARICOPA COUNTY,GREATER THAN,98.1%,1.3%,99.4%,96.1%,1.3%,99.4%,95.5%,1.3%,99.4%,98.1%,1.3%,99.4%,98.1%,1.3%,99.4%,96.1%,3.2%,99.4%,98.7%,1.3%,100.0%,1.3%,1.9%,1.3%
Montessori Academy,Charter,N,,< 20,6050 N INVERGORDON RD,PARADISE VALLEY,AZ,85253,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montessori Charter Schools Of Flagstaff,Charter,N,,< 20,850 N LOCUST ST,FLAGSTAFF,AZ,86001,COCONINO COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montessori Day Public School, Chartered",Charter,N,,< 20,9215 N 14TH ST,PHOENIX,AZ,85020,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montessori De Santa Cruz,Charter,N,,< 20,18 CALLE BACA,TUBAC,AZ,85646,SANTA CRUZ COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montessori Education Centre Charter School,Charter,N,,24,2834 E SOUTHERN AVE,MESA,AZ,85204,MARICOPA COUNTY,GREATER THAN,83.3%,16.7%,100.0%,79.2%,20.8%,100.0%,79.2%,20.8%,100.0%,83.3%,16.7%,100.0%,83.3%,16.7%,100.0%,79.2%,20.8%,100.0%,87.5%,12.5%,100.0%,20.8%,0.0%,20.8%
Montessori Education Centre Charter School,Charter,N,,< 20,815 N GILBERT RD,MESA,AZ,85203,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montessori House Charter School,Charter,N,,< 20,2415 N TERRACE CIR,MESA,AZ,85203,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moon Mountain School,Public,N,,82,13425 N 19TH AVE,PHOENIX,AZ,85029,MARICOPA COUNTY,GREATER THAN,96.3%,3.7%,100.0%,93.9%,4.9%,98.8%,93.9%,4.9%,98.8%,95.1%,3.7%,98.8%,95.1%,3.7%,98.8%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,4.9%,0.0%,3.7%
Morgan Maxwell School,Public,Y,RN,68,2802 W ANKLAM RD,TUCSON,AZ,85745,PIMA COUNTY,GREATER THAN,98.5%,1.5%,100.0%,83.8%,2.9%,88.2%,79.4%,2.9%,83.8%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,100.0%,0.0%,100.0%,97.1%,1.5%,98.5%,2.9%,0.0%,0.0%
Morris K. Udall Escuela De Bellas Artes,Public,Y,LPN,230,3715 W ROOSEVELT ST,PHOENIX,AZ,85009,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,93.0%,0.0%,99.1%,93.0%,0.0%,99.1%,99.1%,0.0%,99.1%,99.6%,0.0%,99.6%,99.6%,0.0%,99.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Morristown Elementary School District,Public,N,,< 20,25950 W ROCKAWAY HILLS RD,MORRISTOWN,AZ,85342,MARICOPA COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Most Holy Trinity Roman Catholic Parish Phoenix,Private,Y,RN,23,535 E ALICE AVE,PHOENIX,AZ,85020,MARICOPA COUNTY,GREATER THAN,95.7%,4.3%,100.0%,87.0%,4.3%,91.3%,91.3%,4.3%,95.7%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
Mount Elden Middle School,Public,Y,RN,319,3323 N 4TH ST,FLAGSTAFF,AZ,86004,COCONINO COUNTY,GREATER THAN,97.8%,2.2%,100.0%,97.2%,1.6%,99.4%,95.6%,2.5%,98.7%,97.8%,1.9%,99.7%,97.5%,2.5%,100.0%,97.8%,2.2%,100.0%,99.1%,0.9%,100.0%,3.4%,0.9%,0.0%
Mountain Christian School,Private,Y,LPN,< 20,3171 E SHOW LOW LAKE RD,SHOW LOW,AZ,85901,NAVAJO COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mountain Oak Charter School,Charter,N,,< 20,1455 WILLOW CREEK RD,PRESCOTT,AZ,86301,YAVAPAI COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mountain Shadows Elementary School,Public,N,,64,19602 N 45TH AVE,GLENDALE,AZ,85308,MARICOPA COUNTY,GREATER THAN,92.2%,7.8%,100.0%,100.0%,7.8%,107.8%,92.2%,7.8%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,7.8%,0.0%,1.6%
Mountain View Elementary School,Public,N,,152,801 W PEORIA AVE,PHOENIX,AZ,85029,MARICOPA COUNTY,GREATER THAN,98.0%,0.0%,98.0%,98.0%,1.3%,99.3%,97.4%,1.3%,98.7%,98.7%,0.0%,98.7%,99.3%,0.0%,99.3%,99.3%,0.0%,99.3%,99.3%,0.7%,100.0%,2.0%,0.0%,0.0%
Mountain View Elementary School,Public,Y,RN,79,8601 E LOOS DR,PRESCOTT VALLEY,AZ,86314,YAVAPAI COUNTY,GREATER THAN,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,0.0%,98.7%,1.3%,0.0%,1.3%
Mountain View Preparatory,Public,N,,52,2939 E DEL RIO DR,COTTONWOOD,AZ,86326,YAVAPAI COUNTY,GREATER THAN,90.4%,9.6%,100.0%,84.6%,11.5%,100.0%,80.8%,15.4%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,90.4%,9.6%,100.0%,94.2%,5.8%,100.0%,19.2%,0.0%,5.8%
Mountain View School,Public,Y,LPN,105,18302 W BURTON AVE,WADDELL,AZ,85355,MARICOPA COUNTY,GREATER THAN,99.0%,1.0%,100.0%,95.2%,3.8%,99.0%,94.3%,4.8%,99.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,98.1%,1.9%,100.0%,99.0%,1.0%,100.0%,5.7%,0.0%,1.0%
Mountain Vista School,Public,N,,61,2618 W EL PASEO,ORACLE,AZ,85623,PINAL COUNTY,GREATER THAN,96.7%,3.3%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,4.9%,0.0%,0.0%
Mountainside Middle School,Public,Y,RN,212,11256 N 128TH ST,SCOTTSDALE,AZ,85259,MARICOPA COUNTY,GREATER THAN,97.2%,2.4%,99.5%,93.9%,4.7%,100.0%,92.9%,5.7%,100.0%,97.6%,2.4%,100.0%,98.1%,1.9%,100.0%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,5.7%,0.0%,0.0%
Moutain Vista Academy,Public,N,,< 20,33622 N MOUNTAIN VISTA BLVD,SAN TAN VALLEY,AZ,85142,PINAL COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mt Tipton Elementary School,Public,Y,RN,< 20,16500 N PIERCE FERRY RD,DOLAN SPRINGS,AZ,86441,MOHAVE COUNTY,LESS THAN 20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Naco Elementary School,Public,N,,44,1911 VALENZUELA ST.,NACO,AZ,85620,COCHISE COUNTY,GREATER THAN,97.7%,0.0%,97.7%,93.2%,0.0%,95.5%,90.9%,0.0%,93.2%,97.7%,0.0%,97.7%,97.7%,0.0%,97.7%,97.7%,0.0%,97.7%,97.7%,0.0%,97.7%,0.0%,0.0%,0.0%
Nadaburg School,Public,N,,41,21449 W DOVE VALLEY RD,WITTMANN,AZ,85361,MARICOPA COUNTY,GREATER THAN,90.2%,9.8%,100.0%,90.2%,9.8%,100.0%,90.2%,9.8%,100.0%,90.2%,9.8%,100.0%,90.2%,9.8%,100.0%,90.2%,9.8%,100.0%,90.2%,9.8%,100.0%,7.3%,2.4%,7.3%
Nautilus Elementary School,Public,Y,RN,51,1425 PATRICIAN DR,LAKE HAVASU CITY,AZ,86404,MOHAVE COUNTY,GREATER THAN,98.0%,2.0%,100.0%,90.2%,7.8%,98.0%,88.2%,7.8%,96.1%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,96.1%,3.9%,100.0%,7.8%,0.0%,2.0%
Navarrete Elementary,Public,N,,128,6940 S. SUN GROVES BVLD,CHANDLER,AZ,85249,MARICOPA COUNTY,GREATER THAN,96.1%,3.9%,100.0%,87.5%,7.0%,100.0%,86.7%,10.9%,100.0%,96.1%,3.9%,100.0%,95.3%,4.7%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,11.7%,0.0%,1.6%
Naylor Middle School,Public,Y,RN,92,1701 S COLUMBUS BLVD,TUCSON,AZ,85711,PIMA COUNTY,GREATER THAN,77.2%,7.6%,84.8%,73.9%,7.6%,81.5%,69.6%,7.6%,77.2%,90.2%,7.6%,97.8%,94.6%,5.4%,100.0%,85.9%,7.6%,93.5%,100.0%,0.0%,100.0%,0.0%,7.6%,0.0%
Neely Traditional Academy,Public,Y,RN,90,321 W JUNIPER AVE,GILBERT,AZ,85233,MARICOPA COUNTY,GREATER THAN,98.9%,1.1%,100.0%,92.2%,2.2%,100.0%,90.0%,2.2%,97.8%,100.0%,0.0%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,97.8%,2.2%,100.0%,4.4%,3.3%,1.1%
