SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
LIBERTY TRADITIONAL CHARTER SCHOOL - SADDLEBACK,3715 N WASHINGTON AVE,DOUGLAS,COCHISE,85607,YES,LPN,CHARTER,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.4%,0.0%,96.4%,0.0%,0.0%,0.0%
LIBERTY TRADITIONAL SCHOOL,3300 N LAKE VALLEY RD,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,98,95.9%,4.1%,100.0%,93.9%,5.1%,100.0%,93.9%,5.1%,100.0%,93.9%,6.1%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,5.1%,0.0%,3.1%
LINCOLN ELEMENTARY SCHOOL,930 S SIRRINE,MESA,MARICOPA,85210,YES,RN,PUBLIC,108,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LINDBERGH ELEMENTARY SCHOOL,930 S LAZONA DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,67,95.5%,0.0%,100.0%,98.5%,0.0%,100.0%,98.5%,0.0%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,0.0%
LITTLE RED SCHOOLHOUSE,HWY 82 & DUQUESNE RD,NOGALES,SANTA CRUZ,85621,NO,,PUBLIC,28,100.0%,0.0%,100.0%,96.4%,0.0%,100.0%,96.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LITTLE SINGER COMMUNITY SCHOOL,PO BOX AQ,WINSLOW,NAVAJO,86047,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LITTLETON ELEMENTARY SCHOOL,1252 S 115TH AVE,CASHION,MARICOPA,85323,NO,,PUBLIC,83,98.8%,1.2%,100.0%,96.4%,2.4%,100.0%,96.4%,2.4%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,0.0%,1.2%
LOMA LINDA ELEMENTARY SCHOOL,2002 E CLARENDON AVE,PHOENIX,MARICOPA,85016,YES,Both,PUBLIC,79,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,1.3%,1.3%
LONE MOUNTAIN ELEMENTARY SCHOOL,5250 E MONTGOMERY RD,CAVE CREEK,MARICOPA,85331,NO,,PUBLIC,91,95.6%,4.4%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,94.5%,5.5%,100.0%,95.6%,4.4%,100.0%,93.4%,5.5%,100.0%,95.6%,4.4%,100.0%,9.9%,0.0%,2.2%
LONGFELLOW ELEMENTARY SCHOOL,345 S HALL ST,MESA,MARICOPA,85204,YES,RN,PUBLIC,67,94.0%,3.0%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,94.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,4.5%,0.0%,3.0%
LOOKOUT MOUNTAIN SCHOOL,15 W CORAL GABLES DR,PHOENIX,MARICOPA,85023,NO,,PUBLIC,141,94.3%,5.7%,100.0%,90.1%,7.1%,100.0%,88.7%,9.2%,100.0%,95.7%,4.3%,100.0%,97.2%,2.8%,100.0%,96.5%,3.5%,100.0%,97.9%,2.1%,100.0%,10.6%,10.6%,2.1%
LORETTO CATHOLIC SCHOOL,1200 14TH ST,DOUGLAS,COCHISE,85607,NO,,PRIVATE,23,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOS AMIGOS ELEMENTARY SCHOOL,2200 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,89,100.0%,0.0%,100.0%,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WAY,TUCSON,PIMA,85706,YES,RN,PUBLIC,85,100.0%,0.0%,100.0%,97.6%,0.0%,100.0%,98.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOURDES CATHOLIC ELEMENTARY SCHOOL,555 E PATAGONIA HWY NOGALES SANTA CRUZ 85621,,SANTA CRUZ,,NO,,PRIVATE,26,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.2%,0.0%,96.2%,0.0%,0.0%,0.0%
LOWELL SCHOOL,1121 S 3RD AVE,PHOENIX,MARICOPA,85003,YES,RN,PUBLIC,56,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,92.9%,3.6%,96.4%,98.2%,0.0%,98.2%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.6%,0.0%,0.0%
LOWELL SCHOOL,100 OLD DOUGLAS RD,BISBEE,COCHISE,85603,NO,,PUBLIC,52,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,76.9%,5.8%,82.7%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,5.8%,5.8%,1.9%
LUKE ELEMENTARY SCHOOL,7300 N DYSART RD,GLENDALE,MARICOPA,85307,YES,LPN,PUBLIC,85,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
MACARTHUR ELEMENTARY SCHOOL,1435 E MCLELLAN RD,MESA,MARICOPA,85203,YES,RN,PUBLIC,90,95.6%,4.4%,100.0%,96.7%,2.2%,100.0%,94.4%,4.4%,100.0%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,100.0%,0.0%,100.0%,4.4%,0.0%,4.4%
MADISON #1 ELEMENTARY SCHOOL,5525 N 16TH ST,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,235,95.7%,3.8%,100.0%,86.8%,5.5%,93.6%,87.2%,5.1%,93.6%,96.2%,0.4%,97.0%,94.0%,4.7%,98.7%,94.5%,4.3%,99.1%,96.2%,3.4%,99.6%,7.2%,1.3%,6.0%
MADISON ELEMENTARY SCHOOL,849 S SUNNYVALE,MESA,MARICOPA,85206,YES,RN,PUBLIC,70,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
MADISON MEADOWS SCHOOL,225 W OCOTILLO RD,PHOENIX,MARICOPA,85013,YES,RN,PUBLIC,209,94.3%,5.7%,100.0%,72.7%,2.4%,75.1%,72.7%,5.7%,78.5%,94.7%,5.3%,100.0%,99.5%,0.5%,100.0%,99.5%,0.5%,100.0%,100.0%,0.0%,100.0%,5.7%,0.0%,2.9%
MADISON PARK SCHOOL,1431 E CAMPBELL AVE,PHOENIX,MARICOPA,,NO,,CHARTER,115,99.1%,0.0%,99.1%,92.2%,0.0%,92.2%,92.2%,0.0%,92.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,0.9%,0.9%,0.9%
MADISON TRADITIONAL ACADEMY,925 E MARYLAND AVE,PHOENIX,MARICOPA,85014,NO,,PUBLIC,99,98.0%,2.0%,100.0%,99.0%,1.0%,100.0%,96.0%,4.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,4.0%,0.0%,1.0%
MADRID NEIGHBORHOOD SCHOOL,3736 W OSBORN RD,PHOENIX,MARICOPA,85019,NO,,PUBLIC,73,100.0%,0.0%,100.0%,94.5%,1.4%,98.6%,95.9%,1.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,2.7%,0.0%,0.0%
MAGEE MIDDLE SCHOOL,8300 E SPEEDWAY BLVD,TUCSON,PIMA,85710,YES,RN,PUBLIC,151,97.4%,2.6%,100.0%,93.4%,5.3%,98.7%,92.7%,5.3%,98.0%,96.0%,3.3%,99.3%,96.0%,4.0%,100.0%,96.0%,2.6%,99.3%,96.7%,2.0%,98.7%,4.6%,0.7%,0.0%
MAGMA RANCH K-8 SCHOOL,10980 E DESERT MOUNTAIN BLVD,FLORENCE,PINAL,85232,NO,,PUBLIC,109,100.0%,0.0%,100.0%,95.4%,0.0%,95.4%,94.5%,0.0%,94.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
MAGNET TRADITIONAL SCHOOL,2602 N 23RD AVE,PHOENIX,MARICOPA,85009,YES,RN,PUBLIC,56,98.2%,1.8%,100.0%,96.4%,1.8%,98.2%,96.4%,1.8%,98.2%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
MAIE BARTLETT HEARD SCHOOL,2301 W THOMAS RD,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,73,95.9%,1.4%,98.6%,87.7%,1.4%,89.0%,86.3%,1.4%,87.7%,95.9%,1.4%,98.6%,97.3%,1.4%,100.0%,95.9%,1.4%,98.6%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
MAMMOTH SAN MANUEL PK-12-  JR/SR HIGH (6-12),711 MCNAB PARKWAY,SAN MANUEL,PINAL,85631,NO,,PUBLIC,36,100.0%,0.0%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,97.2%,2.8%,100.0%,2.8%,0.0%,0.0%
MANSFELD MIDDLE SCHOOL,1300 E 6TH ST,TUCSON,PIMA,85719,YES,RN,PUBLIC,313,99.4%,0.6%,100.0%,98.4%,1.0%,99.7%,97.8%,1.6%,99.7%,98.7%,1.3%,100.0%,99.4%,0.6%,100.0%,98.7%,1.3%,100.0%,99.4%,0.6%,100.0%,1.6%,1.0%,0.6%
MANUEL PENA JR. ELEMENTARY SCHOOL,2550 N 79TH AVE,PHOENIX,MARICOPA,85035,NO,,PUBLIC,117,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.9%,0.0%,0.9%
"MANY FARMS COMMUNITY SCHOOL, INC",HWY 191,MANY FARMS,APACHE,86538,NO,,PUBLIC,33,100.0%,0.0%,100.0%,84.8%,0.0%,84.8%,84.8%,0.0%,84.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MANY FARMS PUBLIC SCHOOL,HWY 191,CHINLE,APACHE,86538,NO,,PUBLIC,37,100.0%,0.0%,100.0%,97.3%,0.0%,100.0%,97.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MANZANITA ELEMENTARY SCHOOL,8430 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,89,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,0.0%
MARC T ATKINSON MIDDLE SCHOOL,4315 N MARYVALE PKWY,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,98,99.0%,0.0%,100.0%,95.9%,1.0%,100.0%,94.9%,2.0%,100.0%,98.0%,0.0%,98.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,2.0%,0.0%
MARICOPA WELLS MIDDLE SCHOOL,45012 W HONEYCUTT AVE,MARICOPA,PINAL,85239,YES,RN,PUBLIC,303,98.3%,1.0%,99.7%,92.7%,1.3%,94.4%,92.1%,1.7%,94.1%,98.3%,1.3%,100.0%,98.3%,1.3%,100.0%,99.3%,0.7%,100.0%,99.0%,1.0%,100.0%,2.3%,0.0%,0.7%
MARILYN THIELE WILSON SCHOOL,5619 E GLADE AVE,MESA,MARICOPA,85206,YES,RN,PUBLIC,81,96.3%,3.7%,100.0%,92.6%,4.9%,97.5%,91.4%,4.9%,96.3%,96.3%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,1.2%,98.8%,97.5%,2.5%,100.0%,3.7%,3.7%,1.2%
MARIONNEAUX ELEMENTARY SCHOOL,21455 W ROESER RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,91,93.4%,6.6%,100.0%,86.8%,13.2%,100.0%,86.8%,13.2%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,13.2%,0.0%,5.5%
MARJORIE W ESTES ELEMENTARY SCHOOL,11280 W GRIER RD,MARANA,PIMA,85658,YES,RN,PUBLIC,92,96.7%,3.3%,100.0%,98.9%,0.0%,98.9%,93.5%,5.4%,98.9%,96.7%,3.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,96.7%,3.3%,100.0%,7.6%,0.0%,3.3%
MARLEY PARK ELEMENTARY,15042 W SWEETWATER AVE,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,142,95.8%,4.2%,100.0%,93.7%,4.2%,100.0%,94.4%,4.2%,100.0%,97.2%,2.8%,100.0%,96.5%,2.8%,100.0%,97.2%,2.8%,100.0%,99.3%,0.7%,100.0%,8.5%,0.0%,0.7%
MARSHALL HUMPHREY II ELEMENTARY SCHOOL,125 S 132ND ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,51,94.1%,5.9%,100.0%,84.3%,7.8%,100.0%,82.4%,9.8%,100.0%,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,92.2%,5.9%,100.0%,94.1%,5.9%,100.0%,9.8%,0.0%,5.9%
MARSHALL RANCH ELEMENTARY SCHOOL,12995 N MARSHALL RANCH DR,GLENDALE,MARICOPA,85304,YES,LPN,PUBLIC,84,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,94.0%,0.0%,94.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,4.8%,0.0%,0.0%
MARY BELLE MCCORKLE,4455 S MISSION RD,TUCSON,PIMA,85746,YES,RN,PUBLIC,153,100.0%,0.0%,100.0%,96.7%,0.0%,98.0%,96.7%,0.0%,98.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MARY C O'BRIEN ELEMENTARY SCHOOL,1400 N ELEVEN MILE CORNER RD,CASA GRANDE,PINAL,85294,YES,RN,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARY MCLEOD BETHUNE SCHOOL,1310 S 15TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,42,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,85,97.6%,1.2%,98.8%,92.9%,2.4%,95.3%,89.4%,5.9%,95.3%,98.8%,1.2%,100.0%,98.8%,0.0%,98.8%,97.6%,2.4%,100.0%,98.8%,1.2%,100.0%,3.5%,0.0%,3.5%
MARYVALE PREPARATORY ACADEMY,4825 W CAMELBACK RD,PHOENIX,MARICOPA,85031,NO,,CHARTER,61,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,93.4%,6.6%,100.0%,6.6%,0.0%,6.6%
MATH AND SCIENCE SUCCESS ACADEMY,434 W LERDO RD,TUCSON,PIMA,85756,NO,,CHARTER,90,100.0%,0.0%,100.0%,97.8%,1.1%,100.0%,95.6%,1.1%,100.0%,96.7%,0.0%,96.7%,95.6%,0.0%,95.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.1%,0.0%,0.0%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,116,100.0%,0.0%,100.0%,94.0%,0.9%,96.6%,94.0%,0.9%,96.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,46,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAYER ELEMENTARY SCHOOL,12568 E MAIN ST,MAYER,YAVAPAI,86333,NO,,PUBLIC,45,93.3%,4.4%,100.0%,88.9%,8.9%,100.0%,86.7%,11.1%,100.0%,95.6%,4.4%,100.0%,95.6%,2.2%,100.0%,93.3%,4.4%,100.0%,95.6%,4.4%,100.0%,11.1%,0.0%,2.2%
MENDOZA ELEMENTARY SCHOOL,5831 E MCLELLAN RD,MESA,MARICOPA,85205,YES,RN,PUBLIC,70,97.1%,2.9%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,5.7%,0.0%,1.4%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,76,93.4%,6.6%,100.0%,92.1%,6.6%,98.7%,92.1%,6.6%,98.7%,96.1%,2.6%,98.7%,94.7%,5.3%,100.0%,96.1%,3.9%,100.0%,97.4%,2.6%,100.0%,5.3%,0.0%,1.3%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,112,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,98.2%,1.8%,100.0%,3.6%,0.0%,1.8%
MESA ACADEMY FOR ADVANCED STUDIES,6919 E BROWN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,89,93.3%,6.7%,100.0%,92.1%,6.7%,100.0%,91.0%,9.0%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,95.5%,4.5%,100.0%,100.0%,0.0%,100.0%,7.9%,0.0%,0.0%
MESA ARTS ACADEMY,221 W SIXTH AVE,MESA,MARICOPA,85210,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MESQUITE ELEMENTARY,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,99,98.0%,2.0%,100.0%,88.9%,2.0%,100.0%,88.9%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
MESQUITE ELEMENTARY SCHOOL,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,85,96.5%,3.5%,100.0%,91.8%,8.2%,100.0%,90.6%,9.4%,100.0%,97.6%,1.2%,100.0%,96.5%,2.4%,100.0%,96.5%,2.4%,100.0%,97.6%,2.4%,100.0%,17.6%,0.0%,0.0%
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,113,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MICHAEL T. HUGHES ELEMENTARY SCHOOL,630 N HUNT DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,77,96.1%,3.9%,100.0%,89.6%,3.9%,93.5%,89.6%,3.9%,93.5%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,100.0%,0.0%,100.0%,3.9%,0.0%,0.0%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,35,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,5.7%,0.0%,5.7%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,22,90.9%,9.1%,100.0%,86.4%,13.6%,100.0%,77.3%,22.7%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,81.8%,18.2%,100.0%,95.5%,4.5%,100.0%,31.8%,0.0%,4.5%
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,52,98.1%,1.9%,100.0%,94.2%,1.9%,98.1%,94.2%,1.9%,98.1%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,99,100.0%,0.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,0.0%,0.0%
MISSION MONTESSORI ACADEMY,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,,NO,,CHARTER,23,87.0%,13.0%,100.0%,60.9%,21.7%,87.0%,60.9%,21.7%,87.0%,82.6%,17.4%,100.0%,87.0%,13.0%,100.0%,82.6%,17.4%,100.0%,87.0%,13.0%,100.0%,21.7%,0.0%,13.0%
MOHAVE ACCELERATED ELEMENTARY SCHOOL,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,,NO,,CHARTER,91,98.9%,1.1%,100.0%,90.1%,1.1%,91.2%,90.1%,1.1%,91.2%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
MOHAVE MIDDLE SCHOOL,5520 N 86TH ST,SCOTTSDALE,MARICOPA,85250,YES,RN,PUBLIC,292,96.6%,3.4%,100.0%,94.9%,4.5%,100.0%,95.2%,4.1%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,96.2%,3.8%,100.0%,96.6%,3.4%,100.0%,7.2%,0.0%,3.1%
MOHAVE VALLEY JUNIOR HIGH SCHOOL,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,,NO,,PUBLIC,116,98.3%,1.7%,100.0%,95.7%,3.4%,100.0%,95.7%,3.4%,100.0%,98.3%,1.7%,100.0%,96.6%,3.4%,100.0%,97.4%,2.6%,100.0%,96.6%,3.4%,100.0%,2.6%,0.9%,1.7%
MONTESSORI ACADEMY,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - SWITZER,850 N LOCUST ST,FLAGSTAFF,COCONINO,,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
