SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
MESQUITE ELEMENTARY,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,107,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MESQUITE ELEMENTARY SCHOOL,1101 E MESQUITE ST,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,91,98%,2%,100%,93%,4%,100%,93%,7%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,7%,0%,2%
MEXICAYOTL CHARTER SCHOOL,2059 N GRAND AVE,NOGALES,SANTA CRUZ,85621,NO,,CHARTER,22,100%,0%,100%,91%,0%,91%,95%,0%,95%,100%,0%,100%,100%,0%,100%,100%,0%,100%,91%,0%,91%,9%,0%,0%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,92,100%,0%,100%,99%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MICHAEL T. HUGHES ELEMENTARY SCHOOL,630 N HUNT DR,MESA,MARICOPA,85203,YES,RN,PUBLIC,69,96%,1%,97%,100%,0%,100%,94%,1%,97%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,1%,1%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,32,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MILESTONES CHARTER SCHOOL,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,22,91%,9%,100%,64%,36%,100%,64%,36%,100%,91%,9%,100%,82%,18%,100%,91%,9%,100%,91%,9%,100%,36%,0%,9%
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,55,98%,2%,100%,89%,9%,100%,89%,9%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,11%,0%,0%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,109,100%,0%,100%,94%,5%,99%,94%,5%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MISSION MONTESSORI ACADEMY,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOBILE ELEMENTARY SCHOOL,42798 S 99TH AVE,MARICOPA,MARICOPA,85139,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOHAVE ACCELERATED LEARNING CENTER,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,CHARTER,89,98%,2%,100%,92%,2%,94%,89%,2%,91%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,0%
MOHAVE MIDDLE SCHOOL,5520 N 86TH ST,SCOTTSDALE,MARICOPA,85250,YES,RN,PUBLIC,305,96%,4%,100%,95%,5%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,96%,4%,100%,8%,0%,3%
MOHAVE VALLEY JUNIOR HIGH SCHOOL,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,,NO,,PUBLIC,118,98%,2%,100%,96%,2%,97%,96%,2%,97%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,3%,0%,2%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,89,99%,1%,100%,100%,0%,100%,100%,0%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,0%
MONTESSORI ACADEMY,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - SWITZER,850 N LOCUST ST,FLAGSTAFF,COCONINO,,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI DAY PUBLIC SCHOOLS CHARTERED - LAKESIDE,1700 W WARNER RD,CHANDLER,MARICOPA,85224,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI DE SANTA CRUZ - SAINT ANN'S HALL,18 CALLE BACA,TUBAC,SANTA CRUZ,85646,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85203,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL-85204,2834 E SOUTHERN AVE,MESA,MARICOPA,85204,NO,,CHARTER,29,76%,24%,100%,66%,34%,100%,62%,38%,100%,79%,21%,100%,76%,24%,100%,79%,21%,100%,83%,17%,100%,38%,0%,17%
MONTESSORI HOUSE CHARTER SCHOOL,2415 N TERRACE CIR,MESA,MARICOPA,85203,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI IN THE PARK,1832 N LITCHFIELD RD,GOODYEAR,MARICOPA,85395,NO,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI INTERNATIONAL PRIMARY SCHOOL,1230 N GILBERT RD,MESA,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI INTERNATIONAL SCHOOL - BROWN RD,2401 E BROWN RD,MESA,MARICOPA,85213,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI KINGDOM OF LEARNING,13111 W 94TH DR,PEORIA,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,89,97%,3%,100%,93%,6%,99%,93%,6%,99%,97%,3%,100%,97%,3%,100%,98%,2%,100%,97%,3%,100%,8%,1%,1%
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,69,100%,0%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,1%,100%,1%,1%,0%
MORRIS K. UDALL ESCUELA DE BELLAS ARTES,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009,YES,LPN,PUBLIC,227,100%,0%,100%,92%,0%,100%,92%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNT ELDEN MIDDLE SCHOOL,3323 N 4TH ST,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,312,98%,2%,100%,97%,1%,100%,97%,2%,100%,98%,1%,100%,99%,1%,100%,98%,2%,100%,100%,0%,100%,3%,0%,1%
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN CHRISTIAN SCHOOL,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN MEADOWS PRIMARY,2181 W COUNTRY CLUB DR,OVERGAARD,NAVAJO,85933,YES,RN,PUBLIC,42,98%,2%,100%,19%,62%,81%,17%,64%,81%,98%,2%,100%,90%,5%,95%,98%,2%,100%,95%,5%,100%,64%,0%,2%
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,59,95%,3%,100%,97%,2%,100%,95%,3%,100%,97%,2%,100%,97%,3%,100%,97%,2%,100%,100%,0%,100%,3%,0%,0%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,80,88%,13%,100%,88%,13%,100%,88%,13%,100%,90%,10%,100%,94%,6%,100%,95%,5%,100%,96%,4%,100%,13%,0%,1%
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,166,99%,1%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,2%,0%,1%
MOUNTAIN VIEW PREPARATORY,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,RN,PUBLIC,76,91%,9%,100%,84%,14%,100%,82%,17%,100%,92%,8%,100%,91%,9%,100%,89%,11%,100%,92%,8%,100%,20%,0%,7%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,YES,LPN,PUBLIC,118,94%,6%,100%,85%,14%,99%,83%,16%,99%,94%,6%,100%,94%,6%,100%,92%,8%,100%,95%,5%,100%,19%,0%,4%
MOUNTAIN VISTA K-8 SCHOOL,33622 N MOUNTAIN VISTA BLVD,QUEEN CREEK,PINAL,85142,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,,PRIVATE,43,98%,2%,100%,95%,5%,100%,95%,5%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,5%,0%,2%
MOUNTAINSIDE MIDDLE SCHOOL,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259,YES,RN,PUBLIC,180,96%,4%,100%,89%,9%,99%,89%,9%,99%,94%,6%,100%,94%,6%,100%,94%,5%,99%,94%,6%,100%,10%,0%,10%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,,NO,,PUBLIC,27,100%,0%,100%,93%,0%,93%,93%,0%,93%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,YES,RN,PUBLIC,60,95%,5%,100%,83%,13%,98%,82%,13%,97%,95%,5%,100%,95%,5%,100%,95%,5%,100%,93%,5%,98%,13%,0%,5%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,56,96%,4%,100%,88%,11%,100%,88%,11%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,11%,0%,4%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,141,97%,3%,100%,94%,5%,100%,93%,6%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,7%,0%,1%
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,92,100%,0%,100%,88%,1%,89%,83%,0%,84%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
NEELY TRADITIONAL ACADEMY,321 W JUNIPER AVE,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,109,95%,5%,100%,87%,8%,96%,87%,8%,96%,94%,6%,100%,94%,6%,100%,95%,5%,100%,94%,6%,100%,6%,0%,5%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,LPN,PUBLIC,40,95%,5%,100%,83%,15%,98%,78%,20%,98%,95%,5%,100%,95%,5%,100%,93%,8%,100%,95%,5%,100%,23%,0%,5%
NEW SCHOOL FOR THE ARTS MIDDLE SCHOOL,1216 E APACHE BLVD,TEMPE,MARICOPA,,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW VISTAS ACADEMY,"670 N ARIZONA AVE, STE 35",CHANDLER,MARICOPA,85225,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW WAY ACADEMY,5048 E OAK ST,PHOENIX,MARICOPA,85008,NO,,PRIVATE,35,71%,17%,89%,71%,17%,89%,54%,17%,71%,71%,17%,89%,71%,17%,89%,71%,17%,89%,71%,17%,89%,17%,3%,17%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,34,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
NEWELL BARNEY MIDDLE SCHOOL,24937 S SOSSAMAN RD,QUEEN CREEK,MARICOPA,85242,YES,RN,PUBLIC,287,98%,2%,100%,94%,3%,98%,94%,3%,98%,97%,2%,99%,98%,2%,100%,99%,1%,100%,99%,1%,100%,3%,0%,97%
NOAH WEBSTER SCHOOLS - MESA,7301 E BASELINE RD,MESA,MARICOPA,85209,NO,,PRIVATE,129,96%,4%,100%,93%,7%,100%,92%,8%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,98%,2%,100%,8%,0%,2%
NOAH WEBSTER SCHOOLS-PIMA,5399 N PIMA RD,SCOTTSDALE,MARICOPA,85250,NO,,CHARTER,50,96%,4%,100%,90%,10%,100%,90%,10%,100%,94%,6%,100%,94%,6%,100%,100%,0%,100%,98%,2%,100%,10%,0%,0%
NOOR ACADEMY OF ARIZONA,1130 W 23RD ST,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,111,89%,11%,100%,91%,8%,100%,89%,10%,100%,91%,9%,100%,91%,9%,100%,92%,8%,100%,93%,7%,100%,10%,0%,9%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,74,97%,3%,100%,99%,1%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,4%,1%,4%
NORTH VALLEY CHRISTIAN ACADEMY,42101 N 41ST DR,ANTHEM,MARICOPA,85086,YES,LPN,PRIVATE,27,41%,59%,100%,41%,59%,100%,41%,59%,100%,41%,59%,100%,41%,59%,100%,41%,59%,100%,41%,59%,100%,59%,0%,59%
NORTHLAND PREPARATORY ACADEMY,3300 E SPARROW AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,103,93%,5%,98%,39%,8%,47%,38%,8%,47%,83%,6%,89%,91%,8%,99%,92%,6%,98%,93%,6%,99%,8%,0%,5%
NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,16615 N 43RD AVE,PHOENIX,MARICOPA,,YES,RN,PRIVATE,85,92%,8%,100%,87%,12%,100%,82%,16%,100%,91%,9%,100%,89%,11%,100%,91%,9%,100%,87%,13%,100%,22%,0%,11%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,NO,,PUBLIC,50,92%,8%,100%,72%,20%,100%,74%,20%,100%,90%,10%,100%,90%,10%,100%,88%,10%,100%,90%,10%,100%,20%,0%,4%
OAK TREE ELEMENTARY,505 W HOUSTON,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,81,100%,0%,100%,95%,1%,100%,95%,1%,100%,99%,1%,100%,99%,1%,100%,98%,2%,100%,99%,1%,100%,5%,0%,0%
OAKWOOD ELEMENTARY SCHOOL,12900 N 71ST AVE,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,107,93%,7%,100%,77%,10%,87%,76%,11%,88%,93%,7%,100%,93%,7%,100%,93%,7%,100%,93%,7%,100%,10%,0%,7%
OASIS ELEMENTARY SCHOOL,7841 W SWEETWATER AVE,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,99,98%,1%,100%,95%,3%,98%,96%,2%,98%,98%,2%,100%,99%,1%,100%,98%,2%,100%,97%,3%,100%,8%,0%,0%
OCHOA ELEMENTARY SCHOOL,101 W 25TH ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OCOTILLO SCHOOL,3225 W OCOTILLO RD,PHOENIX,MARICOPA,85017,NO,,PUBLIC,123,99%,0%,99%,97%,2%,98%,96%,2%,98%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,2%,0%,2%
ODYSSEY INSTITUTE FOR ADVANDED STUDIES,1495 S AIRPORT RD,BUCKEYE,MARICOPA,,YES,LPN,CHARTER,285,95%,5%,100%,92%,8%,100%,92%,8%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,8%,0%,5%
OLD VAIL MIDDLE SCHOOL,13299 E COLOSSAL CAVE RD,VAIL,PIMA,85641,NO,,PUBLIC,257,95%,5%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,97%,3%,100%,5%,0%,1%
OMEGA ALPHA ACADEMY SCHOOL,1402 SAN ANTONIO AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,30,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
OPEN DOORS COMMUNITY SCHOOL,13644 N. SANDARIO RD,MARANA,PIMA,85653,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORANGE GROVE ELEMENTARY SCHOOL,3525 W COUNTY 16 1/2 ST,SOMERTON,YUMA,85350,YES,RN,PUBLIC,66,98%,0%,100%,98%,0%,98%,97%,0%,97%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
ORANGE GROVE MIDDLE SCHOOL,1911 E ORANGE GROVE RD,TUCSON,PIMA,85718,YES,RN,PUBLIC,232,99%,1%,100%,98%,2%,100%,95%,5%,100%,99%,1%,100%,99%,1%,100%,98%,2%,100%,99%,1%,100%,3%,3%,1%
ORANGEWOOD ELEMENTARY SCHOOL,7337 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,121,98%,2%,100%,97%,3%,100%,96%,3%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,4%,0%,2%
ORO GRANDE ELEMENTARY SCHOOL,1250 PAWNEE DR,LAKE HAVASU CITY,MOHAVE,86406,YES,RN,PUBLIC,54,91%,9%,100%,87%,9%,98%,87%,9%,98%,94%,6%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
OUR LADY OF LOURDES ACADEMY,555 PATAGONIA RD,NOGALES,SANTA CRUZ,,NO,,PRIVATE,26,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
OUR LADY OF MOUNT CARMEL SCHOOL,2117 S RURAL RD,TEMPE,MARICOPA,85282,YES,RN,PRIVATE,42,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
OUR LADY OF PERPETUAL HELP SCHOOL-85251,3801 N MILLER RD,SCOTTSDALE,MARICOPA,85251,NO,,PRIVATE,52,94%,6%,100%,92%,6%,100%,92%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,6%,0%,6%
OUR LADY OF PERPETUAL HELP SCHOOL-85301,5614 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,39,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
OUR LADY OF SORROWS ACADEMY,750 E BASELINE RD,PHOENIX,MARICOPA,85042,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OUR MOTHER OF SORROWS SCHOOL,1800 S KOLB RD,TUCSON,PIMA,85710,NO,,PRIVATE,39,95%,5%,100%,92%,8%,100%,92%,8%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,3%,0%,5%
OWENS ELEMENTARY SCHOOL,14109 E. CHICKEN SPRINGS RD,WIKIEUP,MOHAVE,85360,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PAINTED DESERT MONTESSORI,4200 S 247TH AVE,BUCKEYE,MARICOPA,85326,NO,,CHARTER,29,86%,14%,100%,97%,0%,100%,24%,14%,100%,55%,14%,69%,79%,14%,93%,79%,3%,83%,83%,14%,97%,14%,0%,14%
PALO VERDE ELEMENTARY SCHOOL,10700 S PALO VERDE RD,PALO VERDE,MARICOPA,85343,NO,,PUBLIC,58,98%,0%,100%,95%,3%,100%,90%,3%,93%,97%,0%,100%,97%,0%,100%,98%,0%,100%,100%,0%,100%,0%,2%,0%
PALOMINAS ELEMENTARY SCHOOL,10385 E HWY 92,HEREFORD,COCHISE,85615,YES,RN,PUBLIC,63,100%,0%,100%,89%,3%,92%,89%,3%,92%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,3%,0%,3%
PALOMINO INTERMEDIATE SCHOOL,15815 N 29TH ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,205,95%,0%,95%,100%,0%,100%,92%,0%,92%,99%,0%,99%,99%,0%,99%,98%,0%,98%,99%,0%,99%,1%,0%,1%
PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,3001 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,78,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
PAPAGO SCHOOL,2013 N 36TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,97,99%,1%,100%,91%,1%,95%,91%,1%,92%,99%,1%,100%,99%,1%,100%,99%,1%,100%,98%,1%,99%,1%,0%,1%
PARADISE HONORS MIDDLE SCHOOL,12805 N 175TH AVE,SURPRISE,MARICOPA,85338,NO,,CHARTER,223,98%,2%,100%,93%,7%,100%,92%,7%,100%,97%,3%,100%,98%,2%,100%,97%,3%,100%,98%,2%,100%,8%,0%,2%
PARADISE VALLEY CHRISTIAN PREPARATORY,11875 N 24TH ST,PHOENIX,MARICOPA,85028,YES,RN,PRIVATE,21,86%,14%,100%,81%,19%,100%,81%,19%,100%,86%,14%,100%,86%,14%,100%,86%,14%,100%,86%,14%,100%,19%,0%,14%
PARAGON SCIENCE ACADEMY,2975 W LINDA LN,CHANDLER,MARICOPA,85224,NO,,CHARTER,49,94%,6%,100%,82%,4%,100%,88%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,6%,0%,6%
