SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_NURSE,SCHOOL_NURSE_TYPE,ENROLLED,ADDRESS_1,CITY,STATE,ZIP,COUNTY,ENROLLED_WEBSITE,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
St. Peter's Episcopal Montessori School,Private,N,,≤ 20,400 S OLD LITCHFIELD RD,LITCHFIELD PARK,AZ,85340,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
St. Thomas Preschool And Kindergarten,Private,N,,≤ 20,5150 N VALLEY VIEW RD,TUCSON,AZ,85718,PIMA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
St. Thomas The Apostle Catholic School,Private,Y,RN,45,4510 N 24TH ST,PHOENIX,AZ,85016,MARICOPA COUNTY,GREATER THAN,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,97.8%,2.2%,100.0%,4.4%,0.0%,2.2%
St. Timothy Catholic School,Private,Y,RN,≤ 20,2520 S ALMA SCHOOL RD,MESA,AZ,85210,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stanfield Elementary School,Public,N,,52,515 S STANFIELD RD,STANFIELD,AZ,85172,PINAL COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Star Charter School,Charter,N,,≤ 20,145 LEUPP RD,FLAGSTAFF,AZ,86004,COCONINO COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Starlight Park School,Public,Y,RN,104,7960 W OSBORN RD,PHOENIX,AZ,85033,MARICOPA COUNTY,GREATER THAN,95.2%,0.0%,95.2%,97.1%,0.0%,97.1%,96.2%,0.0%,96.2%,99.0%,0.0%,99.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Starline Elementary School,Public,Y,RN,66,3150 STARLINE DR,LAKE HAVASU CITY,AZ,86406,MOHAVE COUNTY,GREATER THAN,90.9%,9.1%,100.0%,89.4%,9.1%,98.5%,90.9%,9.1%,100.0%,87.9%,10.6%,98.5%,90.9%,9.1%,100.0%,10.6%,0.0%,9.1%
Step Up School,Charter,N,,≤ 20,44 E 5TH ST,MESA,AZ,85201,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stepping Stones Academy,Charter,N,,24,35812 N 7TH ST,PHOENIX,AZ,85086,MARICOPA COUNTY,GREATER THAN,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,4.2%,0.0%,0.0%
Stepping Stones Childcare,Public,N,,284,863 AIRPARK DR,BULLHEAD CITY,AZ,86429,MOHAVE COUNTY,GREATER THAN,91.9%,3.5%,95.4%,93.7%,3.5%,97.2%,50.0%,3.5%,53.5%,86.3%,0.4%,86.6%,94.0%,3.5%,97.5%,3.5%,0.0%,0.0%
Stetson Hills Elementary,Public,Y,RN,96,25475 N STETSON HILLS LOOP,PHOENIX,AZ,85083,MARICOPA COUNTY,GREATER THAN,94.8%,4.2%,99.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,4.2%,0.0%,0.0%
Steven R Jasinski Elementary School,Public,N,,100,4280 S 246TH AVE,BUCKEYE,AZ,85326,MARICOPA COUNTY,GREATER THAN,92.0%,4.0%,96.0%,95.0%,4.0%,99.0%,94.0%,4.0%,98.0%,95.0%,4.0%,99.0%,98.0%,2.0%,100.0%,3.0%,0.0%,2.0%
Stevenson Elementary School,Public,N,,79,1200 E 11TH ST,DOUGLAS,AZ,85607,COCHISE COUNTY,GREATER THAN,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
Stevenson Elementary School,Public,Y,RN,93,638 S 96TH ST,MESA,AZ,85208,MARICOPA COUNTY,GREATER THAN,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
Sturgeon Cromer Elementary School,Public,Y,RN,94,7150 SILVER SADDLE RD,FLAGSTAFF,AZ,86004,COCONINO COUNTY,GREATER THAN,93.6%,6.4%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,96.8%,3.2%,100.0%,94.7%,5.3%,100.0%,5.3%,1.1%,0.0%
Sullivan,Public,N,,47,2 N 31ST AVE,PHOENIX,AZ,85009,MARICOPA COUNTY,GREATER THAN,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,2.1%,0.0%,0.0%
Summit Academy,Public,Y,RN,95,1560 W SUMMIT PL,CHANDLER,AZ,85224,MARICOPA COUNTY,GREATER THAN,95.8%,3.2%,98.9%,96.8%,0.0%,96.8%,94.7%,2.1%,96.8%,92.6%,3.2%,95.8%,98.9%,1.1%,100.0%,8.4%,0.0%,0.0%
Summit Of School Ahwatukee,Private,N,,32,4515 E MUIRWOOD DR,PHOENIX,AZ,85048,MARICOPA COUNTY,GREATER THAN,84.4%,6.3%,90.6%,90.6%,6.3%,96.9%,90.6%,6.3%,96.9%,93.8%,0.0%,93.8%,87.5%,6.3%,93.8%,6.3%,0.0%,6.3%
Summit View,Public,Y,RN,62,1900 E SUMMIT ST,TUCSON,AZ,85756,PIMA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Sun Canyon Elementary School,Public,N,,95,8150 W DURANGO ST,PHOENIX,AZ,85043,MARICOPA COUNTY,GREATER THAN,94.7%,4.2%,98.9%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,96.8%,0.0%,96.8%,100.0%,0.0%,100.0%,5.3%,0.0%,0.0%
Sun Valley Charter School,Charter,N,,47,5806 S 35TH AVE,PHOENIX,AZ,85041,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Sun Valley Elementary,Public,Y,LPN,84,8361 N 95TH AVE,PEORIA,AZ,85345,MARICOPA COUNTY,GREATER THAN,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,3.6%
Sun Valley Indian School (now Native American Christian Academy),Private,N,,≤ 20,8450 S SUN VALLEY RD,SUN VALLEY,AZ,86029,NAVAJO COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sundance Elementary School,Public,N,LPN,75,23800 W HADLEY ST,BUCKEYE,AZ,85326,MARICOPA COUNTY,GREATER THAN,96.0%,1.3%,97.3%,96.0%,1.3%,97.3%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
Sundance Elementary School,Public,Y,RN,68,7051 W CHOLLA ST,PEORIA,AZ,85345,MARICOPA COUNTY,GREATER THAN,91.2%,7.4%,98.5%,92.6%,5.9%,98.5%,92.6%,5.9%,98.5%,97.1%,2.9%,100.0%,92.6%,2.9%,95.6%,7.4%,0.0%,0.0%
Sunflower,Public,Y,RN,≤ 20,5490 W PARADISE LN,GLENDALE,AZ,85306,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sunland Elementary School,Public,Y,LPN,86,5401 S 7TH AVE,PHOENIX,AZ,85041,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,1.2%,0.0%
Sunnyslope Elementary School,Public,N,,86,245 E MOUNTAIN VIEW RD,PHOENIX,AZ,85020,MARICOPA COUNTY,GREATER THAN,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
Sunridge Elementary,Public,N,,92,6244 W ROOSEVELT ST,PHOENIX,AZ,85043,MARICOPA COUNTY,GREATER THAN,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.1%,0.0%,0.0%
Sunrise Drive Elementary School,Public,Y,RN,78,5301 E SUNRISE DR,TUCSON,AZ,85718,PIMA COUNTY,GREATER THAN,97.4%,0.0%,97.4%,97.4%,0.0%,97.4%,97.4%,0.0%,97.4%,96.2%,0.0%,96.2%,100.0%,0.0%,100.0%,2.6%,1.3%,0.0%
Sunrise Elementary,Public,N,,58,2645 LANDON DR,BULLHEAD CITY,AZ,86429,MOHAVE COUNTY,GREATER THAN,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,1.7%
Sunrise Elementary School,Public,Y,RN,77,9943 S 28TH ST,YUMA,AZ,85367,YUMA COUNTY,GREATER THAN,97.4%,0.0%,97.4%,98.7%,0.0%,98.7%,96.1%,1.3%,97.4%,93.5%,1.3%,94.8%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
Sunrise Elementary School,Public,Y,LPN,88,17624 N 31ST AVE,PHOENIX,AZ,85053,MARICOPA COUNTY,GREATER THAN,94.3%,2.3%,96.6%,97.7%,2.3%,100.0%,96.6%,2.3%,98.9%,98.9%,1.1%,100.0%,96.6%,2.3%,98.9%,2.3%,0.0%,0.0%
Sunset,Public,N,,70,4626 W MOUNTAIN VIEW RD,GLENDALE,AZ,85302,MARICOPA COUNTY,GREATER THAN,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Sunset Canyon School,Public,Y,RN,45,2727 E SIESTA LN,PHOENIX,AZ,85050,MARICOPA COUNTY,GREATER THAN,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,2.2%
Sunset Heights Elementary School,Public,Y,RN,102,9687 W ADAM AVE,PEORIA,AZ,85382,MARICOPA COUNTY,GREATER THAN,97.1%,2.9%,100.0%,94.1%,5.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,98.0%,2.0%,100.0%,5.9%,0.0%,2.0%
Sunset Hills Elementary,Public,Y,,89,17825 W SIERRA MONTANA LOOP,SURPRISE,AZ,85388,MARICOPA COUNTY,GREATER THAN,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,93.3%,6.7%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,6.7%,0.0%,3.4%
Sunset Ridge Elementary,Public,N,,69,8490 W MISSOURI AVE,GLENDALE,AZ,85305,MARICOPA COUNTY,GREATER THAN,95.7%,2.9%,98.6%,95.7%,2.9%,98.6%,97.1%,2.9%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,2.9%,0.0%,2.9%
Sunset Ridge Elementary,Public,Y,RN,59,35707 N 33RD LN,PHOENIX,AZ,85086,MARICOPA COUNTY,GREATER THAN,89.8%,10.2%,100.0%,86.4%,10.2%,96.6%,83.1%,13.6%,96.6%,86.4%,10.2%,96.6%,86.4%,10.2%,96.6%,13.6%,13.6%,10.2%
Sunset School,Public,Y,RN,117,6602 W OSBORN RD,PHOENIX,AZ,85033,MARICOPA COUNTY,GREATER THAN,97.4%,0.0%,97.4%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Sunset Vista,Public,Y,LPN,90,7775 W ORANGEWOOD AVE,GLENDALE,AZ,85303,MARICOPA COUNTY,GREATER THAN,88.9%,0.0%,88.9%,88.9%,3.3%,92.2%,88.9%,3.3%,92.2%,94.4%,3.3%,97.8%,97.8%,2.2%,100.0%,2.2%,1.1%,0.0%
Superstition Springs Elementary,Public,Y,RN,88,7125 E MONTEREY AVE,MESA,AZ,85209,MARICOPA COUNTY,GREATER THAN,93.2%,6.8%,100.0%,93.2%,6.8%,100.0%,93.2%,6.8%,100.0%,94.3%,5.7%,100.0%,100.0%,0.0%,100.0%,8.0%,0.0%,5.7%
Surprise Elementary School,Public,Y,LPN,84,12907 W GREENWAY RD,EL MIRAGE,AZ,85335,MARICOPA COUNTY,GREATER THAN,96.4%,1.2%,97.6%,96.4%,1.2%,97.6%,97.6%,2.4%,100.0%,94.0%,3.6%,97.6%,98.8%,1.2%,100.0%,3.6%,0.0%,1.2%
Sweetwater School,Public,Y,RN,43,4602 W SWEETWATER AVE,GLENDALE,AZ,85304,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.3%,4.7%,100.0%,100.0%,0.0%,100.0%,97.7%,2.3%,100.0%,4.7%,0.0%,0.0%
Sycamore Elementary,Public,N,,98,16701 S HOUGHTON RD,CORONA DE TUCSON,AZ,85641,PIMA COUNTY,GREATER THAN,94.9%,4.1%,99.0%,95.9%,4.1%,100.0%,94.9%,4.1%,99.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,4.1%,0.0%,0.0%
T Dale Hancock Elementary,Public,N,,93,2425 S PLEASANT DR,CHANDLER,AZ,85286,MARICOPA COUNTY,GREATER THAN,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,91.4%,8.6%,100.0%,94.6%,5.4%,100.0%,100.0%,0.0%,100.0%,11.8%,0.0%,5.4%
T.g. Barr,Public,N,,39,2041 E VINEYARD RD,PHOENIX,AZ,85042,MARICOPA COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Taft Elementary School,Public,Y,RN,56,9800 E QUARTERLINE RD,MESA,AZ,85207,MARICOPA COUNTY,GREATER THAN,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,100.0%,0.0%,100.0%,3.6%,0.0%,0.0%
Tammy Belt,Private,Y,RN,≤ 20,4800 E DOUBLETREE RANCH RD,PARADISE VALLEY,AZ,85253,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanque  Verde Lutheran Church Preschool And Kindergarten,Private,N,,≤ 20,8625 E TANQUE VERDE RD,TUCSON,AZ,85749,PIMA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tanque Verde Elementary School,Public,Y,RN,82,2600 N FENNIMORE AVE,TUCSON,AZ,85749,PIMA COUNTY,GREATER THAN,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Tartesso Elementary School,Public,Y,,39,29677 W INDIANOLA AVE,BUCKEYE,AZ,85396,MARICOPA COUNTY,GREATER THAN,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,7.7%,0.0%,7.7%
Tavan Elementary School,Public,Y,,100,4610 E OSBORN RD,PHOENIX,AZ,85018,MARICOPA COUNTY,GREATER THAN,94.0%,6.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,97.0%,3.0%,100.0%,100.0%,0.0%,100.0%,5.0%,16.0%,0.0%
Taylor Elementary School,Public,Y,RN,86,20 300 ST E,TAYLOR,AZ,85939,NAVAJO COUNTY,GREATER THAN,83.7%,16.3%,100.0%,83.7%,16.3%,100.0%,82.6%,17.4%,100.0%,83.7%,16.3%,100.0%,83.7%,16.3%,100.0%,17.4%,0.0%,9.3%
Taylor Hicks School,Public,Y,RN,91,1845 CAMPBELL AVE,PRESCOTT,AZ,86301,YAVAPAI COUNTY,GREATER THAN,86.8%,9.9%,96.7%,86.8%,9.9%,96.7%,86.8%,9.9%,96.7%,87.9%,7.7%,95.6%,91.2%,6.6%,97.8%,9.9%,1.1%,5.5%
Teleos Preparatory Academy,Charter,N,,22,1401 E JEFFERSON ST,PHOENIX,AZ,85034,MARICOPA COUNTY,GREATER THAN,59.1%,0.0%,59.1%,77.3%,0.0%,77.3%,68.2%,0.0%,68.2%,77.3%,0.0%,77.3%,77.3%,0.0%,77.3%,0.0%,0.0%,0.0%
Telesis Preparatory,Charter,N,,41,2598 STARLITE LN,LAKE HAVASU CITY,AZ,86403,MOHAVE COUNTY,GREATER THAN,73.2%,9.8%,82.9%,78.0%,9.8%,87.8%,75.6%,12.2%,87.8%,75.6%,9.8%,85.4%,87.8%,0.0%,87.8%,9.8%,2.4%,9.8%
Terramar Elementary,Public,Y,RN,84,7000 W HAPPY VALLEY RD,PEORIA,AZ,85383,MARICOPA COUNTY,GREATER THAN,95.2%,4.8%,100.0%,96.4%,3.6%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,96.4%,3.6%,100.0%,7.1%,0.0%,4.8%
Territorial Early Childhood Center,Public,Y,RN,172,1088 MAHAN LN,CHINO VALLEY,AZ,86323,YAVAPAI COUNTY,GREATER THAN,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,93.6%,6.4%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,7.6%,0.0%,4.1%
Thatcher Elementary School,Public,Y,RN,124,1350 N 4TH AVE,THATCHER,AZ,85552,GRAHAM COUNTY,GREATER THAN,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,93.5%,6.5%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,7.3%,0.8%,3.2%
The Aces,Private,N,,≤ 20,6815 W CACTUS RD,PEORIA,AZ,85381,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Beginning School (kindergarten),Private,N,,≤ 20,4440 N CAMPBELL AVE,TUCSON,AZ,85718,PIMA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Berean Academy,Charter,N,,23,4699 E HIGHWAY 90,SIERRA VISTA,AZ,85635,COCHISE COUNTY,GREATER THAN,87.0%,0.0%,87.0%,91.3%,0.0%,91.3%,78.3%,0.0%,78.3%,91.3%,0.0%,91.3%,91.3%,0.0%,91.3%,8.7%,0.0%,8.7%
The Center For Academic Success #3,Charter,N,,32,919 E 3RD ST,DOUGLAS,AZ,85607,COCHISE COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,93.8%,0.0%,93.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
The Family School,Private,N,,≤ 20,1127 W MCDOWELL RD,PHOENIX,AZ,85007,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The French American School Of Arizona,Private,N,,≤ 20,2222 S PRICE RD,TEMPE,AZ,85282,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Learning Pad Christian Preschool And Kindergarten,Private,N,,≤ 20,12716 N FRONTAGE RD,YUMA,AZ,85367,YUMA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Montessori Schoolhouse,Charter,N,,≤ 20,1127 N 6TH AVE,TUCSON,AZ,85705,PIMA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
The Odyssey Preparatory Academy Apache Campus,Charter,Y,,87,6500 S APACHE RD,BUCKEYE,AZ,85326,MARICOPA COUNTY,GREATER THAN,95.4%,3.4%,98.9%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,3.4%
The Peak School,Charter,N,,23,2016 N 1ST ST,FLAGSTAFF,AZ,86004,COCONINO COUNTY,GREATER THAN,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
The Shelby School,Charter,N,,≤ 20,249 W STANDAGE DR,PAYSON,AZ,85541,GILA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas A Edison School,Public,Y,RN,57,804 N 18TH ST,PHOENIX,AZ,85006,MARICOPA COUNTY,GREATER THAN,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Thomas M Knoles Elementary School,Public,Y,RN,96,4005 E BUTLER AVE,FLAGSTAFF,AZ,86004,COCONINO COUNTY,GREATER THAN,94.8%,5.2%,100.0%,96.9%,3.1%,100.0%,95.8%,4.2%,100.0%,99.0%,1.0%,100.0%,97.9%,2.1%,100.0%,5.2%,0.0%,3.1%
Thompson Ranch Elementary,Public,Y,RN,94,11800 W THOMPSON RANCH RD,EL MIRAGE,AZ,85335,MARICOPA COUNTY,GREATER THAN,97.9%,1.1%,98.9%,97.9%,1.1%,98.9%,97.9%,1.1%,98.9%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
Thornydale Elementary,Public,N,,47,7651 N OLDFATHER DR,TUCSON,AZ,85741,PIMA COUNTY,GREATER THAN,95.7%,2.1%,97.9%,97.9%,2.1%,100.0%,95.7%,2.1%,97.9%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
Thunderbird Christian Elementary,Private,N,,≤ 20,7440 E SUTTON DR,SCOTTSDALE,AZ,85260,MARICOPA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tierra Del Sol Elementary School,Public,Y,RN,112,1002 S SOMERTON AVE,SOMERTON,AZ,85350,YUMA COUNTY,GREATER THAN,97.3%,0.0%,97.3%,99.1%,0.0%,99.1%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
Tolson Elementary School,Public,Y,RN,48,1000 S GREASEWOOD RD,TUCSON,AZ,85745,PIMA COUNTY,GREATER THAN,95.8%,0.0%,95.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.9%,0.0%,97.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Toltec Elementary School,Public,N,,54,3315 N TOLTEC RD,ELOY,AZ,85131,PINAL COUNTY,GREATER THAN,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
Tomahawk,Public,Y,LPN,127,7820 W TURNEY AVE,PHOENIX,AZ,85033,MARICOPA COUNTY,GREATER THAN,96.9%,3.1%,100.0%,99.2%,0.8%,100.0%,96.1%,3.9%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
Tonalea K-8,Public,Y,RN,45,6720 E CONTINENTAL DR,SCOTTSDALE,AZ,85257,MARICOPA COUNTY,GREATER THAN,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
Tonto Basin Elementary,Public,Y,RN,≤ 20,PO BOX 337,TONTO BASIN,AZ,85553,GILA COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Topock Elementary School,Public,N,,≤ 20,5083 TULE DR,TOPOCK,AZ,86436,MOHAVE COUNTY,LESS THAN 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Town And Country Elementary School,Public,Y,RN,43,1313 S LENZNER AVE,SIERRA VISTA,AZ,85635,COCHISE COUNTY,GREATER THAN,93.0%,4.7%,97.7%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,100.0%,0.0%,100.0%,4.7%,0.0%,0.0%
Towne Meadows Elementary School,Public,Y,,84,1101 N RECKER RD,GILBERT,AZ,85234,MARICOPA COUNTY,GREATER THAN,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,0.0%
Trailside Point Elementary,Public,Y,RN,80,7272 W VINEYARD RD,LAVEEN,AZ,85339,MARICOPA COUNTY,GREATER THAN,85.0%,3.8%,88.8%,87.5%,3.8%,91.3%,85.0%,3.8%,88.8%,93.8%,3.8%,97.5%,96.3%,3.8%,100.0%,3.8%,0.0%,0.0%
