SCHOOL_NAME,SCHOOL_TYPE,SCHOOL_ADDRESS_ONE,CITY,COUNTY,ZIP_CODE,HAS_NURSE,NURSE_TYPE,ENROLLED,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MVMVC,PCT_EXEMPT_MVMVC,PCT_COMPLIANCE_MVMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL,Column1
Athos Traditional Academy,Charter,3201 S Gilbert Rd. ,Chandler,Maricopa,85286,N,,137,94.20%,5.80%,100%,83.90%,14.60%,100%,83.90%,14.60%,100%,94.20%,5.80%,100%,92.70%,7.30%,100%,93.40%,6.60%,100%,70.80%,7.30%,100%,14.60%,0.00%,4.40%,
Atonement Lutheran School,Private,4001 W. Beardsley Rd.,Glendale,Maricopa,85308,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Audrey And Robert Ryan Elementary,Public,4600 S Bright Angel Way,Chandler,Maricopa,85249,N,,157,98.70%,1.30%,100%,89.20%,9.60%,100%,89.80%,9.60%,100%,98.70%,1.30%,100%,96.20%,3.80%,100%,96.20%,3.80%,100%,98.10%,1.90%,100%,11.50%,0.00%,0.00%,
Augusta Ranch Elementary,Public,9430 E. Neville Ave.,Mesa,Maricopa,85209,Y,RN,155,97.40%,2.60%,100%,93.50%,3.90%,100%,95.50%,3.20%,100%,96.80%,3.20%,100%,97.40%,2.60%,100%,96.10%,3.20%,99.40%,80.60%,1.90%,100%,7.10%,0.00%,1.30%,
Augustus H Shaw Jr School,Public,123 N 13th St. ,Phoenix,Maricopa,85034,Y,RN,24,91.70%,8.30%,100%,87.50%,8.30%,100%,87.50%,8.30%,100%,91.70%,8.30%,100%,91.70%,8.30%,100%,91.70%,8.30%,100%,87.50%,8.30%,100%,8.30%,0.00%,8.30%,
Avalon Elementary,Charter,1045 S. San Marcos Dr. ,Apache Junction,Pinal,85120,N,,27,100%,0.00%,100%,66.70%,11.10%,100%,81.50%,11.10%,92.60%,92.60%,0.00%,92.60%,100%,0.00%,100%,96.30%,3.70%,100%,74.10%,18.50%,100%,11.10%,0.00%,0.00%,
Avondale Middle School,Public,1406 N Central Ave.,Avondale,Maricopa,85323,Y,LPN,106,97.20%,0.00%,97.20%,96.20%,0.00%,96.20%,96.20%,0.00%,96.20%,98.10%,0.00%,98.10%,99.10%,0.00%,99.10%,98.10%,0.00%,98.10%,82.10%,0.00%,100%,0.00%,0.00%,0.00%,
Baboquivari Middle School,Public,Highway 86 Milepost 115.5,Sells,Pima,85634,N,,75,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Bagdad Unified School District,Private,P.O. Box 427,Bagdad,Yavapai,86321,N,,23,100%,0.00%,100%,91.30%,0.00%,91.30%,91.30%,0.00%,91.30%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,78.30%,0.00%,100%,0.00%,0.00%,0.00%,
Bales Elementary School,Public,25400 W Maricopa Rd. ,Buckeye,Maricopa,85326,N,,97,96.90%,3.10%,100%,92.80%,4.10%,100%,91.80%,4.10%,95.90%,95.90%,3.10%,99.00%,96.90%,3.10%,100%,95.90%,3.10%,99.00%,75.30%,2.10%,100%,4.10%,0.00%,3.10%,
Balsz Elementary School,Public,4309 E. Belleview St. ,Phoenix,Maricopa,85008,Y,RN,70,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,95.70%,0.00%,100%,0.00%,0.00%,0.00%,
Barbara Bush Elementary School,Public,4925 E Ingram St. ,Mesa,Maricopa,85205,Y,RN,85,96.50%,3.50%,100%,92.90%,4.70%,100%,92.90%,4.70%,100%,96.50%,3.50%,100%,96.50%,3.50%,100%,95.30%,4.70%,100%,81.20%,0.00%,100%,7.10%,0.00%,0.00%,
Barcelona Middle School,Public,6530 N 44th Ave.,Glendale,Maricopa,85301,N,,124,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,83.10%,0.00%,100%,0.00%,0.00%,0.00%,
Basha Elementary,Public,3535 S Basha Rd. ,Chandler,Maricopa,85248,N,,122,95.90%,4.10%,100%,83.60%,10.70%,100%,84.40%,11.50%,100%,95.10%,4.90%,100%,95.90%,4.10%,100%,100%,0.00%,100%,74.60%,2.50%,100%,13.10%,0.00%,13.10%,
Basis - Ahwatukee,Charter,10210 S 50th Pl.,Phoenix,Maricopa,85044,N,,152,97.40%,2.60%,100%,90.80%,2.60%,100%,90.10%,2.60%,100%,98.70%,1.30%,100%,97.40%,2.60%,100%,98.00%,2.00%,100%,87.50%,0.70%,100%,4.60%,0.70%,0.70%,
Basis - Chandler,Charter,1800 E  Chandler Blvd.,Chandler,Maricopa,85225,N,,122,98.40%,1.60%,100%,87.70%,5.70%,100%,83.60%,9.80%,100%,98.40%,1.60%,100%,98.40%,1.60%,100%,96.70%,3.30%,100%,86.10%,1.60%,100%,9.80%,0.00%,0.80%,
Basis - Flagstaff,Charter,1700 N. Gemini Dr.,Flagstaff,Coconino,86001,N,,93,92.50%,7.50%,100%,82.80%,15.10%,100%,82.80%,15.10%,100%,92.50%,7.50%,100%,91.40%,8.60%,100%,90.30%,9.70%,100%,86.00%,9.70%,100%,17.20%,0.00%,7.50%,
Basis - Goodyear,Charter,15800 W. Sherman St. ,Goodyear,Maricopa,85338,N,,64,93.80%,6.30%,100%,79.70%,14.10%,100%,82.80%,12.50%,100%,93.80%,6.30%,100%,92.20%,7.80%,100%,93.80%,6.30%,100%,85.90%,6.30%,100%,14.10%,1.60%,0.00%,
Basis - Mesa,Charter,5010 S Eastmark Pkwy,Mesa,Maricopa,85212,N,,113,94.70%,5.30%,100%,61.90%,28.30%,100%,65.50%,28.30%,100%,94.70%,5.30%,100%,93.80%,6.20%,100%,92.90%,7.10%,100%,93.80%,6.20%,100%,32.70%,0.00%,0.00%,
Basis - Oro Valley,Charter,11155 North Oracle Rd.,Oro Valley,Pima,85737,N,,122,99.20%,0.80%,100%,96.70%,1.60%,100%,91.80%,6.60%,100%,99.20%,0.80%,100%,97.50%,2.50%,100%,99.20%,0.80%,100%,85.20%,0.80%,100%,3.30%,4.10%,0.00%,
Basis - Peoria,Charter,25950 N Lake Pleasant Rd. ,Peoria,Maricopa,85383,N,,161,96.30%,3.70%,100%,78.90%,14.90%,100%,77.60%,16.10%,100%,94.40%,5.60%,100%,95.00%,5.00%,100%,95.00%,5.00%,100%,87.00%,3.10%,100%,4.30%,0.00%,0.00%,
Basis - Phoenix Central,Charter,201 E Indianola Ave.,Phoenix,Maricopa,85012,N,,67,97.00%,3.00%,100%,88.10%,6.00%,100%,86.60%,6.00%,100%,97.00%,3.00%,100%,97.00%,3.00%,100%,94.00%,6.00%,100%,89.60%,3.00%,100%,7.50%,0.00%,3.00%,
Basis - Phoenix Charter School,Charter,11850 N 32nd St. ,Phoenix,Maricopa,85028,N,,151,96.70%,3.30%,100%,86.10%,11.30%,100%,85.40%,11.30%,100%,95.40%,4.60%,100%,96.00%,4.00%,100%,94.00%,6.00%,100%,83.40%,3.30%,100%,15.90%,0.70%,3.30%,
Basis - Prescott,Charter,1901 Prescott Lakes Pkwy,Prescott,Yavapai,86301,N,,92,84.80%,15.20%,100%,76.10%,22.80%,100%,76.10%,22.80%,100%,85.90%,14.10%,100%,85.90%,14.10%,100%,83.70%,16.30%,100%,75.00%,14.10%,100%,35.90%,0.00%,8.70%,
Basis - Scottsdale,Charter,11440 N 136th St. ,Scottsdale,Maricopa,85259,N,,94,97.90%,2.10%,100%,86.20%,9.60%,100%,86.20%,9.60%,100%,97.90%,2.10%,100%,95.70%,4.30%,100%,97.90%,2.10%,100%,88.30%,3.20%,100%,8.50%,1.10%,2.10%,
Basis - Tucson Middle School,Charter,3825 E 2nd St. ,Tucson,Pima,85716,N,,75,94.70%,5.30%,100%,84.00%,12.00%,100%,84.00%,12.00%,100%,94.70%,5.30%,100%,94.70%,5.30%,100%,94.70%,5.30%,100%,84.00%,5.30%,100%,12.00%,0.00%,12.00%,
Basis - Tucson North,Charter,5740 E River Rd. ,Tucson,Pima,85750,N,,152,99.30%,0.70%,100%,84.90%,8.60%,100%,86.80%,10.50%,100%,97.40%,2.60%,100%,98.70%,1.30%,100%,98.00%,2.00%,100%,82.20%,3.30%,100%,13.80%,2.60%,0.70%,
Bayer Private School,Private,23555 N. 67th Ave.,Glendale,Maricopa,85310,Y,RN,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Beaver Creek School,Public,4810 East Beaver Creek Rd.,Rimrock,Yavapai,86335,N,,30,93.30%,0.00%,93.30%,80.00%,0.00%,80.00%,80.00%,0.00%,80.00%,100%,0.00%,100%,96.70%,0.00%,96.70%,100%,0.00%,100%,83.30%,0.00%,100%,0.00%,0.00%,0.00%,
Beaver Dam Elementary School,Public,3436 East Rio Virgin Rd.,Beaver Dam,Mohave,86432,N,,29,89.70%,10.30%,100%,13.80%,10.30%,93.10%,13.80%,10.30%,93.10%,89.70%,10.30%,100%,89.70%,10.30%,100%,89.70%,10.30%,100%,89.70%,10.30%,100%,10.30%,0.00%,10.30%,
Bella Vista Academy,Charter,P.O. Box 28096,Scottsdale,Maricopa,85266,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Bella Vista Elementary School,Public,801 N Lenzner Ave.,Sierra Vista,Cochise,85635,Y,RN,55,98.20%,1.80%,100%,96.40%,1.80%,100%,94.50%,1.80%,98.20%,98.20%,1.80%,100%,98.20%,1.80%,100%,98.20%,1.80%,100%,92.70%,0.00%,100%,1.80%,1.80%,1.80%,
Bellair Elementary School,Public,4701 W Grovers Ave. ,Glendale,Maricopa,85308,Y,LPN,65,95.40%,4.60%,100%,95.40%,0.00%,95.40%,95.40%,4.60%,100%,95.40%,4.60%,100%,92.30%,0.00%,92.30%,95.40%,0.00%,95.40%,87.70%,1.50%,100%,4.60%,3.10%,0.00%,
Benchmark School,Charter,4120 E. Acoma Dr.,Phoenix,Maricopa,85032,N,,42,90.50%,9.50%,100%,19.00%,9.50%,31.00%,28.60%,9.50%,40.50%,90.50%,9.50%,100%,90.50%,9.50%,100%,88.10%,9.50%,97.60%,61.90%,9.50%,90.50%,9.50%,0.00%,9.50%,
Benjamin Franklin Charter School - Gilbert,Charter,1475 S Val Vista Dr.,Gilbert,Maricopa,85296,Y,RN,65,93.80%,6.20%,100%,76.90%,21.50%,100%,75.40%,24.60%,100%,92.30%,7.70%,100%,92.30%,7.70%,100%,92.30%,7.70%,100%,70.80%,4.60%,100%,27.70%,0.00%,4.60%,
Benjamin Franklin Charter School - Power,Charter,22951 S Power Rd. ,Queen Creek,Maricopa,85142,Y,RN,114,91.20%,8.80%,100%,70.20%,27.20%,100%,71.10%,26.30%,100%,90.40%,9.60%,100%,90.40%,9.60%,100%,88.60%,11.40%,100%,68.40%,9.60%,100%,29.80%,0.00%,8.80%,
Benjamin Franklin Charter School - Queen,Charter,22120 Queen Creek Rd.,Queen Creek,Maricopa,85142,Y,RN,73,93.20%,6.80%,100%,82.20%,16.40%,100%,78.10%,20.50%,100%,93.20%,6.80%,100%,93.20%,6.80%,100%,89.00%,11.00%,100%,80.80%,6.80%,100%,24.70%,0.00%,2.70%,
Bennett Academy,Charter,2930 W Bethany Home Rd. ,Phoenix,Maricopa,85017,N,,31,96.80%,3.20%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,96.80%,3.20%,100%,93.50%,3.20%,100%,3.20%,0.00%,3.20%,
Benson Middle School,Public,360 S Patagonia St. ,Benson,Cochise,85602,Y,RN,89,97.80%,1.10%,98.90%,92.10%,4.50%,97.80%,92.10%,4.50%,97.80%,96.60%,2.20%,98.90%,96.60%,2.20%,98.90%,98.90%,0.00%,98.90%,92.10%,3.40%,100%,4.50%,1.10%,5.60%,
Bernard Black Elementary,Public,6550 S 27th Ave.,Phoenix,Maricopa,85041,Y,RN,98,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,96.90%,0.00%,100%,0.00%,0.00%,0.00%,
Bethany Christian School,Private,6304 S. Price Rd.,Tempe,Maricopa,85283,Y,RN,25,96.00%,4.00%,100%,92.00%,8.00%,100%,92.00%,8.00%,100%,96.00%,4.00%,100%,96.00%,4.00%,100%,96.00%,4.00%,100%,76.00%,4.00%,100%,8.00%,0.00%,4.00%,
Bicentennial North School,Public,7237 W Missouri Ave.,Glendale,Maricopa,85303,Y,RN,161,100%,0.00%,100%,95.70%,0.00%,98.80%,95.70%,0.00%,95.70%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,91.90%,0.00%,100%,0.00%,0.00%,0.00%,
Big Park Community School,Public,25 W Saddlehorn Ct.,Sedona,Yavapai,86351,N,,22,86.40%,13.60%,100%,86.40%,13.60%,100%,86.40%,13.60%,100%,90.90%,9.10%,100%,90.90%,9.10%,100%,90.90%,9.10%,100%,86.40%,9.10%,100%,13.60%,0.00%,0.00%,
Billy Lane Lauffer Middle School,Public,5385 E Littletown Rd. ,Tucson,Pima,85706,Y,RN,169,99.40%,0.60%,100%,91.10%,0.60%,100%,89.90%,0.60%,90.50%,99.40%,0.60%,100%,99.40%,0.60%,100%,99.40%,0.60%,100%,99.40%,0.60%,100%,0.60%,0.00%,0.60%,
Biltmore Prep,Public,4601 N 34th St. ,Phoenix,Maricopa,85018,Y,LPN,32,100%,0.00%,100%,96.90%,0.00%,100%,96.90%,0.00%,96.90%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,78.10%,0.00%,100%,0.00%,0.00%,0.00%,
Black Mountain Elementary School (Cave Creek),Public,33016 N 60th St. ,Cave Creek,Maricopa,85327,Y,RN,87,98.90%,1.10%,100%,95.40%,4.60%,100%,95.40%,4.60%,100%,96.60%,3.40%,100%,96.60%,3.40%,100%,97.70%,2.30%,100%,92.00%,2.30%,100%,4.60%,0.00%,1.10%,
Black Mountain Elementary School (Golden Valley),Public,3404 Santa Maria Rd. ,Golden Valley,Mohave,86413,Y,LPN,60,100%,0.00%,100%,50.00%,0.00%,100%,55.00%,1.70%,56.70%,100%,0.00%,100%,98.30%,0.00%,98.30%,98.30%,0.00%,98.30%,41.70%,0.00%,100%,3.30%,0.00%,0.00%,
Blue Elementary,Public,P.O. Box 1595,Clifton,Greenlee,85533,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Blue Ridge Middle School,Public,1200 W White Mountain Blvd.,Lakeside,Navajo,85929,N,,173,96.00%,4.00%,100%,88.40%,4.60%,95.40%,87.30%,5.80%,93.10%,96.50%,3.50%,100%,96.00%,4.00%,100%,96.50%,3.50%,100%,96.00%,4.00%,100%,4.60%,0.60%,4.60%,
Bonita Elementary School,Public,18008 S Ft Grant Rd. ,Bonita,Graham,85643,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Bonnie Brennan School,Public,100 Cochise Dr.,Winslow,Navajo,86047,N,,78,100%,0.00%,100%,97.40%,0.00%,98.70%,97.40%,0.00%,98.70%,97.40%,0.00%,97.40%,100%,0.00%,100%,100%,0.00%,100%,78.20%,0.00%,100%,0.00%,0.00%,0.00%,
Booth-fickett Math/science Magnet School,Public,450 S Montego Dr.,Tucson,Pima,85710,Y,RN,241,100%,0.00%,100%,98.80%,1.20%,100%,97.90%,2.10%,100%,100%,0.00%,100%,99.60%,0.40%,100%,99.20%,0.80%,100%,91.70%,0.40%,100%,2.90%,0.00%,0.40%,
Boulder Creek Elementary (Mesa),Public,8045 E Portobello Ave.,Mesa,Maricopa,85212,Y,RN,96,95.80%,4.20%,100%,93.80%,2.10%,100%,91.70%,4.20%,100%,95.80%,4.20%,100%,95.80%,0.00%,95.80%,96.90%,3.10%,100%,85.40%,2.10%,100%,5.20%,0.00%,3.10%,
Boulder Creek Elementary School (Phoenix),Public,22801 N. 22nd St. ,Phoenix,Maricopa,85024,Y,RN,104,95.20%,4.80%,100%,91.30%,7.70%,100%,89.40%,7.70%,98.10%,95.20%,4.80%,100%,95.20%,4.80%,100%,97.10%,2.90%,100%,86.50%,1.90%,100%,9.60%,0.00%,9.60%,
Bouse Elementary School,Public,44936 Joshua Dr. ,Bouse,La Paz,85325,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Bowie Unified School District,Public,P. O. Box 157,Bowie,Cochise,85605,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Bradley Academy,Charter,16060 W. Lower Buckeye Pkwy,Goodyear,Maricopa,85338,N,,22,100%,0.00%,100%,90.90%,0.00%,100%,90.90%,9.10%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,95.50%,0.00%,100%,4.50%,4.50%,0.00%,
Bright Beginnings School #1,Charter,400 N Andersen Blvd.,Chandler,Maricopa,85224,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Brinton Elementary,Public,11455 E Sunland Ave.,Mesa,Maricopa,85208,Y,RN,89,97.80%,2.20%,100%,92.10%,2.20%,100%,92.10%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,98.90%,1.10%,100%,86.50%,0.00%,100%,4.50%,0.00%,2.20%,
Brunson-lee Elementary School,Public,1350n. 48th St. ,Phoenix,Maricopa,85008,Y,RN,56,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Buckeye Primary School,Public,210 S 6th St. ,Buckeye,Maricopa,85326,Y,LPN,90,97.80%,2.20%,100%,94.40%,5.60%,100%,94.40%,5.60%,100%,97.80%,2.20%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,84.40%,7.80%,100%,10.00%,2.20%,1.10%,
Bullhead City Jr. High,Public,1914 Hancock,Bullhead City,Mohave,86426,Y,LPN,149,99.30%,0.70%,100%,98.70%,0.70%,100%,98.70%,0.70%,99.30%,99.30%,0.70%,100%,99.30%,0.70%,100%,99.30%,0.70%,100%,99.30%,0.70%,100%,0.70%,0.00%,0.70%,
Burk Elementary School,Public,545 North Burk St.,Gilbert,Maricopa,85234,Y,RN,65,98.50%,1.50%,100%,96.90%,3.10%,100%,95.40%,4.60%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,98.50%,1.50%,100%,6.20%,0.00%,1.50%,
Burke Basic Elementary School,Charter,131 East Southern Ave.,Mesa,Maricopa,85210,Y,LPN,103,100%,0.00%,100%,83.50%,0.00%,98.10%,83.50%,0.00%,96.10%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,95.10%,0.00%,100%,0.00%,0.00%,0.00%,
Butterfield Elementary School (Maricopa),Public,43800 W Honeycutt Rd. ,Maricopa,Pinal,85239,Y,RN,102,100%,0.00%,100%,99.00%,0.00%,99.00%,100%,0.00%,100%,99.00%,1.00%,100%,100%,0.00%,100%,100%,0.00%,100%,82.40%,0.00%,100%,1.00%,0.00%,0.00%,
Butterfield Elementary School (Tucson),Public,3400 W Massingale Rd. ,Tucson,Pima,85741,N,,71,100%,0.00%,100%,95.80%,0.00%,95.80%,94.40%,1.40%,95.80%,100%,0.00%,100%,98.60%,0.00%,98.60%,100%,0.00%,100%,91.50%,0.00%,100%,0.00%,2.80%,0.00%,
C E Rose Elementary School,Public,710 W Michigan Dr.,Tucson,Pima,85714,Y,RN,78,100%,0.00%,100%,97.40%,0.00%,100%,97.40%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.20%,0.00%,100%,0.00%,0.00%,0.00%,
C O Greenfield School,Public,7009 S 10th St. ,Phoenix,Maricopa,85042,N,,103,100%,0.00%,100%,99.00%,0.00%,99.00%,99.00%,0.00%,99.00%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,95.10%,0.00%,95.10%,0.00%,0.00%,0.00%,
C.j. Jorgensen,Public,1701 W. Roeser Rd.,Phoenix,Maricopa,85041,Y,LPN,58,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,86.20%,0.00%,100%,0.00%,0.00%,0.00%,
Cactus Middle School,Public,1220 E Kortsen Rd. ,Casa Grande,Pinal,85222,Y,RN,303,100%,0.00%,100%,93.10%,0.30%,96.00%,93.10%,0.30%,96.00%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,71.00%,0.00%,100%,0.00%,0.30%,0.30%,
Cactus View Elementary School,Public,17602 N Central Ave.,Phoenix,Maricopa,85022,Y,RN,92,95.70%,4.30%,100%,0.00%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,97.80%,2.20%,100%,83.70%,2.20%,100%,4.30%,0.00%,0.00%,
Cactus Wren Elementary School,Public,9650 N 39th Ave.,Phoenix,Maricopa,85051,N,,87,96.60%,1.10%,97.70%,97.70%,2.30%,100%,96.60%,3.40%,100%,98.90%,1.10%,100%,97.70%,2.30%,100%,98.90%,1.10%,100%,89.70%,1.10%,100%,4.60%,0.00%,1.10%,
Calabasas School,Public,131 Camino Maricopa,Rio Rico,Santa Cruz,85648,Y,RN,140,99.30%,0.00%,99.30%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,87.10%,0.00%,100%,0.00%,0.00%,0.00%,
Calibre Academy Of Surprise,Charter,15688 W. Acoma Rd.,Surprise,Maricopa,85379,N,,178,98.90%,1.10%,100%,97.80%,1.10%,100%,97.80%,1.10%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,98.90%,1.10%,100%,88.20%,1.10%,100%,1.10%,0.00%,1.10%,
Calvary Baptist School,Private,101 W 26th St. ,Yuma,Yuma,85364,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Calvary Chapel Christian School,Private,8725 E Speedway Blvd.,Tucson,Pima,85710,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Calvary Christian Academy,Private,1605 S. Mcculloch Blvd.,Lake Havasu City,Mohave,86403,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Cambridge Academy - Queen Creek,Charter,20365 E Ocotillo Rd. ,Mesa,Maricopa,85207,N,,30,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Cambridge Academy East,Charter,9412 E. Brown Rd.,Mesa,Maricopa,85207,N,,32,96.90%,3.10%,100%,93.80%,3.10%,100%,96.90%,0.00%,100%,93.80%,6.30%,100%,96.90%,3.10%,100%,96.90%,3.10%,100%,93.80%,3.10%,100%,6.30%,0.00%,3.10%,
Camelback Academy,Charter,7634 W Camelback Rd. ,Glendale,Maricopa,85303,N,,59,98.30%,1.70%,100%,94.90%,1.70%,100%,94.90%,1.70%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,98.30%,1.70%,100%,83.10%,1.70%,100%,1.70%,0.00%,1.70%,
Camp Verde Middle School,Public,370 Camp Lincoln Rd. ,Camp Verde,Yavapai,86322,Y,RN,118,95.80%,4.20%,100%,87.30%,11.00%,99.20%,87.30%,11.00%,98.30%,94.90%,5.10%,100%,94.90%,5.10%,100%,95.80%,4.20%,100%,75.40%,4.20%,100%,11.00%,0.00%,3.40%,
Campo Bello Elementary School,Public,2650 E. Contention Mine Rd. ,Phoenix,Maricopa,85032,Y,RN,73,100%,0.00%,100%,97.30%,1.40%,98.60%,97.30%,1.40%,98.60%,98.60%,0.00%,98.60%,100%,0.00%,100%,100%,0.00%,100%,80.80%,0.00%,100%,1.40%,0.00%,0.00%,
Candeo Schools,Charter,9965 W Calle Lejos,Peoria,Maricopa,85383,N,,69,92.80%,7.20%,100%,92.80%,7.20%,100%,92.80%,7.20%,100%,91.30%,8.70%,100%,91.30%,8.70%,100%,91.30%,7.20%,98.60%,91.30%,8.70%,100%,8.70%,0.00%,8.70%,
Canon School,Public,18800 E School House Rd. ,Black Canyon City,Yavapai,85324,N,,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
Canyon Breeze Elementary,Public,11675 W Encanto Blvd.,Avondale,Maricopa,85323,N,,97,100%,0.00%,100%,93.80%,0.00%,96.90%,91.80%,0.00%,94.80%,97.90%,0.00%,97.90%,99.00%,0.00%,99.00%,100%,0.00%,100%,80.40%,0.00%,80.40%,2.10%,0.00%,0.00%,
Canyon Day Junior High School,Public,P.O. Box 190,Whiteriver,Navajo,85941,N,,133,100%,0.00%,100%,97.00%,0.00%,97.70%,97.00%,0.00%,97.00%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,97.70%,0.00%,100%,0.00%,0.00%,0.00%,
Canyon De Chelly Elementary School,Public,Hwy 191,Chinle,Apache,86503,N,,54,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,100%,0.00%,100%,0.00%,0.00%,0.00%,
Canyon Elementary,Public,5490 W Paradise Ln,Glendale,Maricopa,85306,Y,RN,37,97.30%,2.70%,100%,54.10%,8.10%,64.90%,54.10%,8.10%,64.90%,97.30%,2.70%,100%,97.30%,2.70%,100%,97.30%,2.70%,100%,83.80%,0.00%,100%,8.10%,0.00%,2.70%,
