SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOLTYPE,ENROLLEDCOUNT,PCT_IMMUNE_DTAP,PCT_EXEMPT_DTAP,PCT_COMPLIANCE_DTAP,PCT_IMMUNE_TDAP,PCT_EXEMPT_TDAP,PCT_COMPLIANCE_TDAP,PCT_IMMUNE_MCMVC,PCT_EXEMPT_MCMVC,PCT_COMPLIANCE_MCMVC,PCT_IMMUNE_POLIO,PCT_EXEMPT_POLIO,PCT_COMPLIANCE_POLIO,PCT_IMMUNE_MMR,PCT_EXEMPT_MMR,PCT_COMPLIANCE_MMR,PCT_IMMUNE_HEPB,PCT_EXEMPT_HEPB,PCT_COMPLIANCE_HEPB,PCT_IMMUNE_VAR,PCT_EXEMPT_VAR,PCT_COMPLIANCE_VAR,PCT_PBE,PCT_MEDICAL_EXEMPT,PCT_PBE_EXEMPT_ALL
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,118,100%,0%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,0%,1%
MILES-EXPLORATORY LEARNING CENTER,1400 E BROADWAY BLVD,TUCSON,PIMA,85719,YES,RN,PUBLIC,37,97%,3%,100%,95%,3%,100%,89%,8%,100%,97%,3%,100%,100%,0%,100%,97%,3%,100%,100%,0%,100%,5%,5%,3%
MILESTONES PRESCHOOL & CHARTER SCHOOL,4707 EAST ROBERT E LEE STREET,PHOENIX,MARICOPA,85032,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,22,91%,9%,100%,68%,27%,100%,64%,32%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,27%,27%,9%
MIRAGE ELEMENTARY SCHOOL,3910 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,54,93%,0%,93%,93%,6%,98%,93%,6%,98%,100%,0%,100%,98%,0%,98%,98%,2%,100%,98%,2%,100%,7%,0%,6%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,100,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MISSION MONTESSORI NORTH,9575 EAST LARKSPUR DRIVE,SCOTTSDALE,MARICOPA,85260,NO,,CHARTER,34,79%,12%,100%,41%,12%,56%,38%,12%,53%,74%,12%,100%,79%,12%,100%,79%,12%,100%,79%,12%,91%,12%,0%,12%
MOHAVE ACCELERATED LEARNING CENTER,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,CHARTER,85,99%,0%,99%,99%,0%,99%,98%,0%,98%,99%,0%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MOHAVE MIDDLE SCHOOL,5520 N 86TH ST,SCOTTSDALE,MARICOPA,85250,YES,RN,PUBLIC,285,96%,4%,100%,94%,6%,100%,94%,6%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,8%,1%,3%
MOHAVE VALLEY JUNIOR HIGH SCHOOL,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,,NO,,PUBLIC,102,99%,1%,100%,92%,2%,94%,93%,2%,95%,99%,1%,100%,98%,1%,99%,98%,2%,100%,99%,1%,100%,1%,1%,1%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,92,99%,1%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,1%,0%
MONTEBELLO SCHOOL,5725 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,169,92%,0%,100%,97%,0%,100%,97%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,1%,2%,0%
MONTESSORI ACADEMY,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHARTER SCHOOL OF FLAGSTAFF - SWITZER,850 N LOCUST ST,FLAGSTAFF,COCONINO,,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI CHILDREN'S CENTRE,2834 EAST SOUTHERN AVENUE,MESA,MARICOPA,85204,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MONTESSORI DAY PUBLIC SCHOOLS  - MOUNTAINSIDE,9215 N 14TH ST,PHOENIX,MARICOPA,85020,NO,,CHARTER,24,100%,0%,100%,92%,8%,100%,83%,8%,92%,92%,8%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,17%,0%,0%
MONTESSORI EDUCATION CENTRE CHARTER SCHOOL,815 N GILBERT RD,MESA,MARICOPA,85203,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,92,97%,3%,100%,93%,5%,100%,92%,7%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,97%,3%,100%,8%,0%,3%
MORGAN MAXWELL SCHOOL,2802 W ANKLAM RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,46,100%,0%,100%,93%,0%,93%,91%,0%,91%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,2%,0%
MORRIS K. UDALL ESCUELA DE BELLAS ARTES,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009,YES,LPN,PUBLIC,252,100%,0%,100%,96%,0%,100%,96%,0%,100%,99%,0%,100%,100%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
MORRISTOWN ELEMENTARY SCHOOL,25950 W ROCKAWAY HILLS DR,MORRISTOWN,MARICOPA,85342,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,YES,RN,PRIVATE,27,96%,4%,100%,59%,4%,63%,44%,4%,48%,93%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
MOUNT ELDEN MIDDLE SCHOOL,3323 N 4TH ST,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,286,97%,3%,100%,96%,2%,100%,94%,4%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,5%,1%,4%
MOUNT TIPTON SCHOOL,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441,YES,RN,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN CHRISTIAN SCHOOL,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901,YES,RN,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MOUNTAIN OAK CHARTER SCHOOL,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,22,73%,27%,100%,14%,27%,45%,5%,27%,36%,64%,27%,91%,59%,27%,86%,68%,27%,95%,68%,27%,95%,27%,0%,27%
MOUNTAIN SHADOWS ELEMENTARY SCHOOL,19602 N 45TH AVE,GLENDALE,MARICOPA,85308,NO,,PUBLIC,63,92%,8%,100%,90%,10%,100%,87%,13%,100%,95%,5%,100%,94%,6%,100%,94%,5%,100%,97%,3%,100%,13%,0%,3%
MOUNTAIN VIEW ELEMENTARY SCHOOL,8601 E LOOS DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,67,97%,3%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,1%
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,141,99%,1%,100%,99%,1%,99%,99%,1%,99%,99%,1%,100%,99%,1%,100%,100%,0%,100%,99%,1%,100%,2%,0%,0%
MOUNTAIN VIEW PREPARATORY,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,RN,PUBLIC,76,86%,14%,100%,67%,18%,100%,71%,14%,100%,86%,14%,100%,84%,16%,100%,84%,16%,100%,84%,16%,100%,22%,1%,14%
MOUNTAIN VIEW SCHOOL,18302 W BURTON AVE,WADDELL,MARICOPA,85355,NO,,PUBLIC,107,100%,0%,100%,95%,5%,100%,94%,6%,100%,100%,0%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,6%,0%,0%
MOUNTAIN VISTA SCHOOL,2618 EL PASEO,ORACLE,PINAL,85623,NO,,PRIVATE,26,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
MOUNTAINSIDE MIDDLE SCHOOL,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259,YES,RN,PUBLIC,209,97%,3%,100%,90%,6%,97%,89%,6%,97%,97%,3%,100%,98%,2%,100%,98%,2%,100%,93%,7%,100%,7%,0%,2%
NACO ELEMENTARY SCHOOL,1911 W VALENZUELA ST,NACO,COCHISE,,NO,,PUBLIC,35,94%,0%,100%,97%,0%,97%,97%,0%,97%,97%,0%,100%,94%,0%,100%,100%,0%,100%,97%,0%,97%,0%,0%,0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,NO,,PUBLIC,30,87%,13%,100%,87%,13%,100%,87%,13%,100%,87%,13%,100%,87%,13%,100%,87%,13%,100%,87%,13%,100%,13%,0%,0%
NAUTILUS ELEMENTARY SCHOOL,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404,YES,RN,PUBLIC,51,96%,4%,100%,94%,2%,100%,94%,2%,100%,96%,4%,100%,96%,4%,100%,98%,2%,100%,96%,4%,100%,6%,0%,4%
NAVARRETE ELEMENTARY,6490 SOUTH SUN GROVES BOULEVARD,CHANDLER,MARICOPA,85249,NO,,PUBLIC,126,98%,2%,100%,89%,10%,100%,90%,9%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,10%,1%,1%
NAYLOR MIDDLE SCHOOL,1701 S COLUMBUS BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,107,96%,1%,100%,90%,1%,91%,89%,1%,90%,99%,1%,100%,100%,0%,100%,99%,1%,100%,100%,0%,100%,1%,0%,1%
NEELY TRADITIONAL ACADEMY,321 W JUNIPER AVE,GILBERT,MARICOPA,85233,NO,,PUBLIC,100,97%,3%,100%,90%,2%,100%,95%,4%,100%,96%,4%,100%,98%,2%,100%,97%,3%,100%,95%,5%,100%,8%,0%,1%
NEW HORIZON SCHOOL FOR THE PERFORMING ART,446 E BROADWAY RD,MESA,MARICOPA,85204,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW RIVER ELEMENTARY SCHOOL,48827 N BLACK CANYON HWY,PHOENIX,MARICOPA,85087,YES,LPN,PUBLIC,29,97%,3%,100%,90%,7%,100%,90%,7%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,7%,0%,7%
NEW SCHOOL FOR THE ARTS MIDDLE SCHOOL,1216 E APACHE BLVD,TEMPE,MARICOPA,,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW VISTAS ACADEMY,"670 N ARIZONA AVE, STE 35",CHANDLER,MARICOPA,85225,NO,,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NEW WAY ACADEMY,5048 E OAK ST,PHOENIX,MARICOPA,85008,NO,,PRIVATE,36,81%,11%,92%,78%,11%,89%,78%,11%,89%,81%,11%,92%,81%,11%,92%,81%,11%,92%,81%,11%,92%,11%,0%,8%
NEW WORLD EDUCATIONAL CENTER,5818 N 7TH ST,PHOENIX,MARICOPA,85014,NO,,CHARTER,32,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
NEWELL BARNEY MIDDLE SCHOOL,24937 S SOSSAMAN RD,QUEEN CREEK,MARICOPA,85242,YES,RN,PUBLIC,241,95%,5%,100%,92%,7%,100%,92%,7%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,96%,4%,100%,4%,0%,3%
NOAH WEBSTER SCHOOLS-- MESA,7301 EAST BASELINE ROAD,MESA,MARICOPA,85209,NO,,CHARTER,124,97%,3%,100%,90%,10%,100%,91%,9%,100%,97%,2%,100%,96%,4%,100%,97%,3%,100%,97%,3%,100%,10%,0%,2%
NOAH WEBSTER SCHOOLS-PIMA,5399 N PIMA RD,SCOTTSDALE,MARICOPA,85250,NO,,CHARTER,32,97%,3%,100%,88%,13%,100%,88%,13%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,13%,0%,0%
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,104,94%,6%,100%,90%,9%,100%,89%,10%,100%,94%,6%,100%,93%,7%,100%,95%,5%,100%,96%,4%,100%,10%,0%,10%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,70,94%,6%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,94%,6%,100%,97%,3%,100%,97%,3%,100%,4%,0%,4%
NORTH VALLEY CHRISTIAN ACADEMY,33655 N. 27TH DR.,PHOENIX,MARICOPA,85085,YES,RN,PRIVATE,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
NORTHLAND PREPARATORY ACADEMY,3300 E SPARROW AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,102,97%,3%,100%,78%,5%,84%,78%,5%,84%,95%,5%,100%,96%,4%,100%,92%,8%,100%,94%,6%,100%,11%,2%,3%
NORTHWEST CHRISTIAN SCHOOL - MAIN CAMPUS,16615 N 43RD AVE,PHOENIX,MARICOPA,,YES,RN,PRIVATE,104,91%,9%,100%,85%,14%,100%,84%,15%,100%,90%,10%,100%,90%,10%,100%,91%,9%,100%,92%,8%,100%,18%,1%,6%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,NO,,PUBLIC,26,100%,0%,100%,81%,8%,88%,81%,8%,88%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,8%,0%,0%
OASIS ELEMENTARY SCHOOL,7841 W SWEETWATER AVE,PEORIA,MARICOPA,85381,YES,LPN,PUBLIC,92,98%,2%,100%,95%,5%,100%,95%,5%,100%,98%,2%,100%,98%,2%,100%,100%,0%,100%,99%,1%,100%,7%,0%,0%
OCOTILLO SCHOOL,3225 W OCOTILLO RD,PHOENIX,MARICOPA,85017,NO,,PUBLIC,105,99%,1%,100%,96%,2%,99%,94%,2%,97%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,2%,0%,0%
OLD VAIL MIDDLE SCHOOL,13299 E COLOSSAL CAVE RD,VAIL,PIMA,85641,NO,,PUBLIC,257,96%,4%,100%,95%,5%,100%,94%,5%,100%,96%,4%,100%,96%,4%,100%,95%,5%,100%,97%,3%,100%,4%,1%,3%
OMEGA ALPHA ACADEMY SCHOOL,1402 SAN ANTONIO AVE,DOUGLAS,COCHISE,85607,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
OPEN DOORS COMMUNITY SCHOOL,13644 N. SANDARIO RD,MARANA,PIMA,85653,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ORANGE GROVE MIDDLE SCHOOL,1911 E ORANGE GROVE RD,TUCSON,PIMA,85718,YES,RN,PUBLIC,231,97%,3%,100%,94%,5%,100%,93%,6%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,6%,3%,2%
ORANGEWOOD ELEMENTARY SCHOOL,7337 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,134,98%,2%,100%,98%,2%,100%,98%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,100%,0%,100%,2%,1%,1%
ORO GRANDE ELEMENTARY SCHOOL,1250 PAWNEE DR,LAKE HAVASU CITY,MOHAVE,86406,NO,,PUBLIC,50,96%,4%,100%,100%,0%,100%,96%,4%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,4%,0%,2%
OUR LADY OF LOURDES ACADEMY,555 PATAGONIA RD,NOGALES,SANTA CRUZ,,NO,,PRIVATE,30,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
OUR LADY OF MOUNT CARMEL SCHOOL,2117 S RURAL RD,TEMPE,MARICOPA,85282,YES,Both,PRIVATE,38,100%,0%,100%,95%,3%,100%,95%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,3%,0%,0%
OUR LADY OF PERPETUAL HELP SCHOOL,5614 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85301,NO,,PRIVATE,27,100%,0%,100%,100%,0%,100%,78%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
OUR LADY OF PERPETUAL HELP SCHOOL,3801 N MILLER RD,SCOTTSDALE,MARICOPA,85251,NO,,PRIVATE,50,92%,8%,100%,90%,10%,100%,90%,10%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,92%,8%,100%,8%,0%,8%
OUR MOTHER OF SORROWS SCHOOL,1800 S KOLB RD,TUCSON,PIMA,85710,NO,,PRIVATE,47,98%,2%,100%,98%,2%,100%,91%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
P.E.S.D.#1 - SHAW MONTESSORI SCHOOL,123 NORTH 13TH STREET,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,25,88%,12%,100%,88%,12%,100%,80%,20%,100%,88%,12%,100%,84%,16%,100%,88%,12%,100%,100%,0%,100%,24%,0%,8%
PAINTED DESERT MONTESSORI,4200 S 247TH AVE,BUCKEYE,MARICOPA,85326,NO,,CHARTER,49,78%,10%,88%,90%,10%,100%,82%,10%,94%,67%,10%,78%,82%,10%,92%,88%,10%,98%,84%,10%,94%,10%,0%,10%
PALOMINAS ELEMENTARY SCHOOL,10385 E HWY 92,HEREFORD,COCHISE,85615,YES,LPN,PUBLIC,66,98%,2%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,98%,2%,100%,5%,0%,0%
PALOMINO INTERMEDIATE SCHOOL,15815 N 29TH ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,163,94%,1%,95%,99%,1%,100%,94%,1%,95%,98%,1%,99%,98%,1%,98%,99%,1%,100%,99%,1%,100%,1%,1%,1%
PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,3001 W INDIAN SCHOOL RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,72,99%,0%,100%,99%,0%,100%,99%,0%,100%,99%,0%,100%,97%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
PAPAGO SCHOOL,2013 N 36TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,96,98%,1%,99%,94%,1%,95%,94%,1%,95%,100%,0%,100%,100%,0%,100%,99%,0%,99%,100%,0%,100%,1%,0%,1%
PARADISE HONORS ELEMENTARY SCHOOL,15533 W PARADISE LN,SURPRISE,MARICOPA,85374,YES,RN,CHARTER,213,95%,5%,100%,91%,8%,100%,91%,9%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,9%,0%,9%
PARADISE VALLEY CHRISTIAN PREPARATORY,11875 N 24TH ST,PHOENIX,MARICOPA,85028,YES,RN,PRIVATE,22,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,91%,9%,100%,9%,0%,9%
PARAGON SCIENCE ACADEMY,2975 W LINDA LN,CHANDLER,MARICOPA,85224,NO,,CHARTER,46,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
PARAMOUNT ACADEMY,11039 W OLIVE AVE,PEORIA,MARICOPA,85345,NO,,CHARTER,34,100%,0%,100%,94%,6%,100%,94%,6%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,6%,6%,0%
PARDES JEWISH DAY SCHOOL,12753 N SCOTTSDALE RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PRIVATE,30,97%,3%,100%,97%,3%,100%,97%,3%,100%,93%,7%,100%,90%,10%,100%,90%,10%,100%,93%,7%,100%,10%,0%,3%
PARK MEADOWS ELEMENTARY SCHOOL,20012 N 35TH AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,88,94%,1%,100%,92%,8%,100%,94%,6%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,5%,1%,1%
PARKRIDGE ELEMENTARY,9970 W BEARDSLEY RD,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,119,98%,2%,100%,94%,6%,100%,94%,6%,100%,98%,2%,100%,98%,2%,100%,97%,3%,100%,97%,3%,100%,6%,0%,2%
PARKVIEW ELEMENTARY,15800 N PARKVIEW PL,SURPRISE,MARICOPA,85374,YES,LPN,PUBLIC,81,99%,1%,100%,96%,1%,100%,95%,5%,100%,98%,0%,98%,99%,0%,99%,99%,1%,100%,98%,2%,100%,4%,0%,1%
PASEO HILLS ELEMENTARY,3302 W LOUISE DR,PHOENIX,MARICOPA,85027,YES,RN,PUBLIC,109,97%,3%,100%,92%,8%,100%,91%,8%,99%,97%,3%,100%,98%,2%,100%,98%,2%,100%,99%,1%,100%,8%,0%,1%
PASEO POINTE SCHOOL,8800 S 55TH AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,89,98%,2%,100%,90%,3%,97%,88%,3%,94%,98%,1%,99%,99%,1%,100%,99%,1%,100%,99%,1%,100%,3%,0%,1%
PASEO VERDE ELEMENTARY SCHOOL,7880 W GREENWAY RD,PEORIA,MARICOPA,85381,YES,RN,PUBLIC,92,98%,2%,100%,73%,7%,80%,70%,7%,77%,95%,5%,100%,97%,3%,100%,97%,3%,100%,100%,0%,100%,7%,0%,3%
PATHFINDER ACADEMY,2906 N BOULDER CANYON,MESA,MARICOPA,85207,NO,,CHARTER,45,67%,33%,100%,51%,47%,100%,49%,49%,100%,67%,33%,100%,67%,33%,100%,67%,33%,100%,67%,33%,100%,49%,0%,33%
PATHFINDER ACADEMY AT EASTMARK,4850 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PATTERSON ELEMENTARY SCHOOL,1211 E GUADALUPE RD,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,78,95%,5%,100%,87%,4%,100%,87%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,96%,4%,100%,4%,5%,3%
PAUL DUNBAR LAWRENCE SCHOOL,707 W GRANT ST,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,43,100%,0%,100%,88%,0%,88%,84%,0%,84%,100%,0%,100%,100%,0%,100%,100%,0%,100%,98%,0%,98%,0%,0%,0%
PAUL H HUBER JR HIGH SCHOOL,1650 WASHINGTON AVE,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,162,100%,0%,100%,98%,1%,99%,98%,1%,99%,100%,0%,100%,100%,0%,100%,100%,0%,100%,99%,0%,99%,1%,0%,0%
PAULO FREIRE FREEDOM SCHOOL,300 E UNIVERSITY BLVD,TUCSON,PIMA,85705,NO,,CHARTER,25,88%,8%,96%,72%,12%,84%,68%,12%,80%,84%,12%,96%,88%,8%,96%,88%,8%,96%,88%,8%,96%,16%,4%,8%
PAULO FREIRE FREEDOM SCHOOL - DOWNTOWN,47 E PENNINGTON ST,TUCSON,PIMA,85701,NO,,CHARTER,24,88%,13%,100%,79%,21%,100%,79%,21%,100%,88%,13%,100%,88%,13%,100%,88%,13%,100%,92%,8%,100%,21%,0%,13%
PEACH SPRINGS SCHOOL,403 DIAMOND CREEK RD,PEACH SPRINGS,MOHAVE,86434,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEARCE ELEMENTARY SCHOOL,1487 E SCHOOL RD,PEARCE,COCHISE,85625,NO,,PUBLIC,< 20 ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEDRO GUERRERO ELEMENTARY,463 S ALMA SCHOOL RD,MESA,MARICOPA,85210,YES,RN,PUBLIC,90,99%,1%,100%,99%,0%,100%,99%,0%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,100%,0%,100%,1%,0%,0%
