,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year,exempt_tdap
8235,MILESTONES CHARTER SCHOOL,CHARTER,4707 E ROBERT E LEE ST,PHOENIX,MARICOPA,85032.0,NO,<20,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8236,IMAGINE ELEMENTARY AT CORTEZ PARK,CHARTER,3535 W DUNLAP AVE,PHOENIX,MARICOPA,85051.0,NO,85,97.6%,97.6%,97.6%,96.5%,97.6%,2.4%,2.4%,2.4%,2.4%,2.4%,2022,
8237,JAMES MADISON PREPARATORY SCHOOL,CHARTER,5815 S MCCLINTOCK DR,TEMPE,MARICOPA,85283.0,NO,<20,85.7%,92.9%,92.9%,92.9%,92.9%,14.3%,7.1%,7.1%,7.1%,7.1%,2022,
8238,SELF DEVELOPMENT CHARTER SCHOOL-85202,CHARTER,1709 N GREENFIELD RD,MESA,MARICOPA,85205.0,NO,40,80.0%,95.0%,95.0%,95.0%,95.0%,5.0%,5.0%,5.0%,5.0%,5.0%,2022,
8239,AVALON ELEMENTARY,CHARTER,1045 S SAN MARCOS DR,APACHE JUNCTION,PINAL,85120.0,NO,27,63.0%,100.0%,92.6%,96.3%,96.3%,33.3%,0.0%,7.4%,3.7%,3.7%,2022,
8240,ARTS ACADEMY AT ESTRELLA MOUNTAIN,CHARTER,2504 S 91ST AVE,PHOENIX,MARICOPA,85353.0,NO,90,95.6%,95.6%,100.0%,100.0%,95.6%,4.4%,4.4%,0.0%,0.0%,4.4%,2022,
8241,CALIBRE ACADEMY SURPRISE,CHARTER,15688 W ACOMA DR,SURPRISE,MARICOPA,85379.0,NO,59,89.8%,86.4%,89.8%,86.4%,88.1%,10.2%,10.2%,10.2%,10.2%,10.2%,2022,
8242,SEQUOIA CHARTER ELEMENTARY SCHOOL,CHARTER,1460 S HORNE,MESA,MARICOPA,85204.0,NO,76,97.4%,85.5%,96.1%,96.1%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8243,SEQUOIA VILLAGE,CHARTER,982 FULL HOUSE LN,SHOW LOW,NAVAJO,85901.0,NO,23,69.6%,87.0%,87.0%,87.0%,87.0%,13.0%,13.0%,13.0%,13.0%,13.0%,2022,
8244,CROWN CHARTER SCHOOL,CHARTER,12450 W MARYLAND AVE,LITCHFIELD PARK,MARICOPA,85340.0,NO,<20,45.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8245,ARIZONA CHARTER ACADEMY,CHARTER,16011 N DYSART RD,SURPRISE,MARICOPA,85374.0,NO,108,83.3%,83.3%,83.3%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8246,NOAH WEBSTER BASIC SCHOOL - PIMA,CHARTER,7301 E BASELINE RD,MESA,MARICOPA,85209.0,NO,33,69.7%,93.9%,93.9%,93.9%,97.0%,27.3%,6.1%,6.1%,6.1%,3.0%,2022,
8247,IMAGINE SCHOOLS AT BUCKEYE,CHARTER,2400 SOUTH 247TH AVENUE,BUCKEYE,MARICOPA,85326.0,NO,23,56.5%,87.0%,91.3%,91.3%,91.3%,34.8%,8.7%,8.7%,8.7%,8.7%,2022,
8248,PAN-AMERICAN ELEMENTARY CHARTER SCHOOL,CHARTER,8305 W THOMAS ROAD,PHOENIX,MARICOPA,85037.0,NO,106,96.2%,96.2%,99.1%,95.3%,98.1%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8249,CHALLENGER BASIC SCHOOL,CHARTER,1315 N GREENFIELD RD,GILBERT,MARICOPA,85234.0,NO,37,73.0%,86.5%,89.2%,89.2%,89.2%,27.0%,13.5%,10.8%,10.8%,10.8%,2022,
8250,CAMELBACK ACADEMY,CHARTER,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303.0,YES,69,82.6%,79.7%,87.0%,87.0%,97.1%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8251,DESERT MARIGOLD SCHOOL,CHARTER,6210 S 28TH ST,PHOENIX,MARICOPA,85042.0,NO,25,28.0%,44.0%,36.0%,48.0%,40.0%,56.0%,56.0%,64.0%,52.0%,60.0%,2022,
8252,LEADING EDGE ACADEMY - GILBERT ELEMENTARY CAMPUS,CHARTER,717 W RAY RD,GILBERT,MARICOPA,85233.0,NO,36,72.2%,86.1%,86.1%,86.1%,86.1%,27.8%,13.9%,13.9%,13.9%,13.9%,2022,
8253,LEADING EDGE ACADEMY - EAST MESA CAMPUS,CHARTER,10115 E UNIVERSITY DR,MESA,MARICOPA,85207.0,NO,26,65.4%,88.5%,80.8%,84.6%,92.3%,0.0%,11.5%,19.2%,15.4%,7.7%,2022,
8254,ARIZONA CONSERVATORY FOR ARTS AND ACADEMICS,CHARTER,2820 W KELTON LN,PHOENIX,MARICOPA,85053.0,NO,36,83.3%,94.4%,94.4%,94.4%,94.4%,16.7%,5.6%,5.6%,5.6%,5.6%,2022,
8255,IMAGINE CHARTER SCHOOL AT BELL CANYON,CHARTER,18052 N BLACK CANYON HWY,PHOENIX,MARICOPA,85053.0,NO,40,82.5%,100.0%,100.0%,100.0%,100.0%,17.5%,0.0%,0.0%,0.0%,0.0%,2022,
8256,CONTINENTAL ELEMENTARY SCHOOL,PUBLIC,1991 E WHITE HOUSE CANYON RD,GREEN VALLEY,PIMA,85614.0,YES,64,95.3%,100.0%,100.0%,100.0%,100.0%,4.7%,0.0%,0.0%,0.0%,0.0%,2022,
8257,MONTESSORI ACADEMY - PARADISE VALLEY,CHARTER,6050 N INVERGORDON RD,PARADISE VALLEY,MARICOPA,85253.0,NO,<20,78.6%,78.6%,71.4%,78.6%,78.6%,21.4%,21.4%,21.4%,21.4%,21.4%,2022,
8258,VERITAS PREPARATORY ACADEMY,CHARTER,3102 N 56TH ST,PHOENIX,MARICOPA,85018.0,YES,153,86.3%,90.8%,91.5%,92.2%,93.5%,13.1%,9.2%,8.5%,7.8%,6.5%,2022,
8259,HERITAGE ELEMENTARY SCHOOL - WEST CAMPUS,CHARTER,6805 N 125TH AVE,GLENDALE,MARICOPA,85307.0,NO,107,99.1%,94.4%,74.8%,97.2%,98.1%,0.9%,0.9%,25.2%,1.9%,0.9%,2022,
8260,HEARN ACADEMY ,CHARTER,17606 N 7TH AVE,PHOENIX,MARICOPA,85023.0,YES,76,93.4%,97.4%,97.4%,97.4%,97.4%,6.6%,2.6%,2.6%,2.6%,2.6%,2022,
8261,DOBSON ACADEMY A-BALL CHARTER SCHOOL,CHARTER,2207 N DOBSON RD,CHANDLER,MARICOPA,85224.0,NO,48,68.8%,89.6%,93.8%,93.8%,91.7%,8.3%,6.3%,4.2%,4.2%,4.2%,2022,
8262,BURKE BASIC SCHOOL,CHARTER,131 E SOUTHERN AVE,MESA,MARICOPA,85210.0,YES,83,100.0%,95.2%,98.8%,98.8%,98.8%,0.0%,1.2%,1.2%,1.2%,1.2%,2022,
8263,CAURUS ACADEMY,CHARTER,41900 S 42ND AVE,PHOENIX,MARICOPA,85086.0,NO,21,9.5%,61.9%,76.2%,76.2%,76.2%,19.0%,19.0%,19.0%,19.0%,19.0%,2022,
8264,WESTLAND SCHOOL,CHARTER,4141 N 67TH AVE,PHOENIX,MARICOPA,85033.0,NO,22,54.5%,90.9%,95.5%,95.5%,95.5%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8265,WESTLAND SCHOOL BRIGHTON CAMPUS,CHARTER,8632 W NORTHERN AVE,GLENDALE,MARICOPA,85305.0,NO,25,76.0%,92.0%,92.0%,92.0%,92.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8266,MISSION MONTESSORI ACADEMY,CHARTER,12990 E SHEA BLVD,SCOTTSDALE,MARICOPA,85259.0,NO,<20,10.0%,55.0%,60.0%,65.0%,70.0%,25.0%,25.0%,25.0%,25.0%,25.0%,2022,
8267,HAPPY VALLEY SCHOOL - PEORIA,CHARTER,7140 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383.0,YES,65,78.5%,90.8%,92.3%,92.3%,92.3%,21.5%,9.2%,7.7%,7.7%,7.7%,2022,
8268,SOUTH POINTE PUBLIC CHARTER ELEMENTARY,CHARTER,2033 E SOUTHERN AVE,PHOENIX,MARICOPA,85040.0,NO,27,100.0%,96.3%,96.3%,96.3%,96.3%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8269,ALTAR VALLEY MIDDLE SCHOOL,PUBLIC,16350 W AJO RD,TUCSON,PIMA,85735.0,NO,58,94.8%,98.3%,98.3%,98.3%,98.3%,5.2%,1.7%,1.7%,1.7%,1.7%,2022,
8270,TRINITY CHRISTIAN SCHOOL - PRESCOTT,PRIVATE,1212 WARRIOR WAY,PRESCOTT,YAVAPAI,86305.0,YES,46,73.9%,84.8%,84.8%,84.8%,89.1%,26.1%,10.9%,10.9%,13.0%,10.9%,2022,
8271,CAMP VERDE UNITED CHRISTIAN SCHOOL,PRIVATE,903 W FINNIE FLAT RD,CAMP VERDE,YAVAPAI,86322.0,NO,<20,75.0%,81.3%,81.3%,81.3%,81.3%,18.8%,18.8%,18.8%,18.8%,18.8%,2022,
8272,SMOKETREE ELEMENTARY SCHOOL,PUBLIC,2395 SMOKETREE AVE,LAKE HAVASU CITY,MOHAVE,86403.0,YES,67,56.7%,94.0%,98.5%,94.0%,94.0%,7.5%,6.0%,1.5%,6.0%,6.0%,2022,
8273,HAVASUPAI ELEMENTARY SCHOOL,PUBLIC,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404.0,YES,54,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8274,STARLINE ELEMENTARY SCHOOL,PUBLIC,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406.0,YES,110,77.3%,97.3%,96.4%,92.7%,90.0%,7.3%,0.0%,0.0%,3.6%,10.0%,2022,
8275,NAUTILUS ELEMENTARY SCHOOL,PUBLIC,1425 PATRICIAN DR,LAKE HAVASU CITY,MOHAVE,86404.0,YES,54,79.6%,90.7%,90.7%,90.7%,90.7%,7.4%,9.3%,9.3%,9.3%,9.3%,2022,
8276,ORO GRANDE ELEMENTARY SCHOOL,PUBLIC,1250 PAWNEE DR,LAKE HAVASU CITY,MOHAVE,86406.0,YES,39,92.3%,97.4%,97.4%,97.4%,100.0%,7.7%,2.6%,2.6%,2.6%,0.0%,2022,
8277,JAMAICA ELEMENTARY SCHOOL,PUBLIC,3427 JAMAICA BLVD,LAKE HAVASU CITY,MOHAVE,86406.0,YES,63,85.7%,100.0%,100.0%,100.0%,100.0%,7.9%,0.0%,0.0%,0.0%,0.0%,2022,
8278,BEAVER DAM ELEMENTARY SCHOOL,PUBLIC,3436 E RIO VIRGIN RD.,LITTLEFIELD,MOHAVE,86432.0,NO,<20,6.3%,75.0%,81.3%,93.8%,81.3%,6.3%,12.5%,6.3%,6.3%,6.3%,2022,
8279,COTTONWOOD ELEMENTARY - 86021,PUBLIC,185 E UNIVERSITY AVE,COLORADO CITY,MOHAVE,86021.0,YES,34,11.8%,32.4%,29.4%,26.5%,32.4%,67.6%,67.6%,67.6%,67.6%,67.6%,2022,
8280,KINGMAN MIDDLE SCHOOL,PUBLIC,1969 DETROIT AVE,KINGMAN,MOHAVE,86401.0,YES,247,53.4%,87.4%,87.0%,89.1%,88.7%,0.0%,9.7%,10.1%,8.5%,8.1%,2022,
8281,BLACK MOUNTAIN ELEMENTARY SCHOOL,PUBLIC,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413.0,YES,51,37.3%,76.5%,76.5%,76.5%,76.5%,31.4%,17.6%,17.6%,17.6%,17.6%,2022,
8282,MOUNT TIPTON SCHOOL,PUBLIC,16500 N PIERCE FERRY RD,DOLAN SPRINGS,MOHAVE,86441.0,YES,21,95.2%,95.2%,95.2%,95.2%,95.2%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8283,WHITE CLIFFS MIDDLE SCHOOL,PUBLIC,3550 PROSPECTOR ST,KINGMAN,MOHAVE,86401.0,YES,190,65.3%,94.2%,93.7%,93.7%,93.7%,7.9%,5.3%,5.8%,6.3%,6.3%,2022,
8284,BULLHEAD CITY JR HIGH SCHOOL,PUBLIC,1062 HANCOCK RD,BULLHEAD CITY,MOHAVE,86442.0,NO,231,93.9%,96.5%,96.5%,96.5%,96.5%,4.8%,3.5%,3.5%,3.5%,3.0%,2022,
8285,MOHAVE VALLEY JUNIOR HIGH SCHOOL,PUBLIC,6565 GIRARD AVE,MOHAVE VALLEY,MOHAVE,86440.0,NO,138,94.9%,96.4%,96.4%,96.4%,96.4%,4.3%,3.6%,3.6%,3.6%,3.6%,2022,
8286,TRI-CITY CHRISTIAN ACADEMY,PRIVATE,2211 W GERMANN RD,CHANDLER,MARICOPA,85286.0,NO,22,77.3%,86.4%,77.3%,77.3%,77.3%,22.7%,13.6%,22.7%,22.7%,22.7%,2022,
8287,"MANY FARMS COMMUNITY SCHOOL, INC - 86538",PUBLIC,HWY 191,MANY FARMS,APACHE,86538.0,NO,31,93.5%,96.8%,96.8%,100.0%,100.0%,3.2%,0.0%,0.0%,0.0%,0.0%,2022,
8288,TUCSON WALDORF SCHOOL,PRIVATE,3605 E RIVER RD,TUCSON,PIMA,85718.0,NO,<20,75.0%,66.7%,66.7%,66.7%,66.7%,25.0%,33.3%,33.3%,33.3%,33.3%,2022,
8289,KINGMAN ACADEMY OF LEARNING - MIDDLE SCHOOL,CHARTER,3269 N HARRISON ST,KINGMAN,MOHAVE,86409.0,NO,112,96.4%,93.8%,94.6%,96.4%,97.3%,0.0%,3.6%,5.4%,3.6%,2.7%,2022,
8290,TELESIS PREPARATORY ACADEMY,CHARTER,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403.0,NO,45,66.7%,95.6%,95.6%,95.6%,95.6%,31.1%,4.4%,4.4%,4.4%,4.4%,2022,
8291,MOHAVE ACCELERATED ELEMENTARY SCHOOL,CHARTER,625 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442.0,NO,80,98.8%,97.5%,97.5%,97.5%,97.5%,0.0%,2.5%,2.5%,2.5%,2.5%,2022,
8292,DESERT STAR ACADEMY,CHARTER,"5599 S HWY 95, UNIT 2",FORT MOHAVE,MOHAVE,86426.0,NO,50,88.0%,96.0%,96.0%,96.0%,96.0%,4.0%,4.0%,4.0%,4.0%,4.0%,2022,
8293,YOUNG SCHOLARS ACADEMY,CHARTER,1501 E VALENCIA RD,BULLHEAD CITY,MOHAVE,86426.0,NO,48,89.6%,100.0%,100.0%,100.0%,100.0%,2.1%,0.0%,0.0%,0.0%,0.0%,2022,
8294,HOPE CHRISTIAN ACADEMY,PRIVATE,1125 N DOBSON RD,CHANDLER,MARICOPA,85224.0,NO,<20,43.8%,81.3%,81.3%,87.5%,81.3%,56.3%,18.8%,18.8%,12.5%,18.8%,2022,
8295,WASHINGTON SCHOOL,PUBLIC,300 W OAK ST,WINSLOW,NAVAJO,86047.0,NO,134,73.1%,98.5%,98.5%,98.5%,97.8%,3.0%,1.5%,1.5%,1.5%,2.2%,2022,
8296,JOSEPH CITY ELEMENTARY SCHOOL,PUBLIC,8176 N WESTOVER ST,JOSEPH CITY,NAVAJO,86032.0,YES,33,90.9%,48.5%,60.6%,84.8%,90.9%,9.1%,9.1%,9.1%,9.1%,9.1%,2022,
8297,INDIAN WELLS ELEMENTARY,PUBLIC,JUNCTION OF STATE ROUTE 77/15,INDIAN WELLS,NAVAJO,86031.0,YES,42,97.6%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8298,HOLBROOK JUNIOR HIGH SCHOOL,PUBLIC,412 W BUFFALO ST,HOLBROOK,NAVAJO,86025.0,YES,74,90.5%,98.6%,100.0%,97.3%,98.6%,0.0%,1.4%,0.0%,1.4%,1.4%,2022,
8299,PINON MIDDLE SCHOOL,PUBLIC,NAVAJO HWY 41,PINON,NAVAJO,86510.0,NO,102,91.2%,99.0%,100.0%,98.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8300,SNOWFLAKE INTERMEDIATE SCHOOL,PUBLIC,62 WEST 2ND SOUTH,SNOWFLAKE,NAVAJO,85937.0,NO,144,88.9%,90.3%,91.0%,92.4%,91.0%,11.1%,9.7%,9.0%,7.6%,9.0%,2022,
8301,TAYLOR INTERMEDIATE SCHOOL,PUBLIC,207 N 500 WEST,TAYLOR,NAVAJO,85939.0,NO,72,77.8%,80.6%,79.2%,80.6%,83.3%,22.2%,19.4%,19.4%,19.4%,16.7%,2022,
8302,HIGHLAND PRIMARY SCHOOL,PUBLIC,360 W ROGERS,SNOWFLAKE,NAVAJO,85937.0,NO,144,88.9%,90.3%,91.0%,92.4%,91.0%,11.1%,9.7%,9.0%,7.6%,9.0%,2022,
8303,CAPPS MIDDLE SCHOOL (GR 4-6),PUBLIC,3375 BUCKSKIN CANYON RD,HEBER,NAVAJO,85928.0,YES,40,70.0%,97.5%,97.5%,97.5%,95.0%,5.0%,2.5%,2.5%,2.5%,5.0%,2022,
8304,SHOW LOW JUNIOR HIGH SCHOOL,PUBLIC,761 E MCNEIL,SHOW LOW,NAVAJO,85901.0,NO,192,62.5%,86.5%,87.5%,91.7%,91.7%,15.1%,7.3%,8.3%,7.3%,7.3%,2022,
8305,BLUE RIDGE ELEMENTARY SCHOOL,PUBLIC,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929.0,NO,120,89.2%,89.2%,87.5%,89.2%,89.2%,10.8%,10.8%,12.5%,10.8%,10.8%,2022,
8306,MOUNTAIN CHRISTIAN SCHOOL,PRIVATE,3171 SHOW LOW LAKE RD,SHOW LOW,NAVAJO,85901.0,NO,<20,92.9%,42.9%,57.1%,85.7%,92.9%,7.1%,7.1%,7.1%,7.1%,7.1%,2022,
8307,CALVARY CHAPEL CHRISTIAN SCHOOL,PRIVATE,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710.0,NO,<20,81.8%,81.8%,90.9%,90.9%,90.9%,18.2%,18.2%,9.1%,9.1%,9.1%,2022,
8308,GILBERT CHRISTIAN SCHOOLS - GREENFIELD,PRIVATE,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297.0,NO,75,90.7%,89.3%,90.7%,85.3%,89.3%,9.3%,10.7%,9.3%,14.7%,10.7%,2022,
8309,FLAGSTAFF CHRISTIAN SCHOOL,PRIVATE,3500 N 4TH STREET,FLAGSTAFF,COCONINO,86004.0,NO,30,46.7%,86.7%,86.7%,90.0%,86.7%,46.7%,13.3%,13.3%,10.0%,13.3%,2022,
8310,NEW WAY ACADEMY,PRIVATE,5048 E OAK ST,PHOENIX,MARICOPA,85008.0,NO,23,78.3%,95.7%,87.0%,91.3%,95.7%,4.3%,0.0%,0.0%,0.0%,0.0%,2022,
8311,IMAGO DEI MIDDLE SCHOOL,PRIVATE,55 N 6TH AVE,TUCSON,PIMA,85701.0,NO,<20,100.0%,94.4%,94.4%,88.9%,83.3%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8312,DIETZ K-8 SCHOOL,PUBLIC,7575 E PALMA ST,TUCSON,PIMA,85710.0,YES,53,94.3%,100.0%,100.0%,100.0%,98.1%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8313,SAINT ANTHONY CATHOLIC SCHOOL,PRIVATE,1400 E OWENS,SHOW LOW,NAVAJO,85901.0,NO,<20,71.4%,92.9%,85.7%,85.7%,100.0%,7.1%,0.0%,0.0%,7.1%,0.0%,2022,
8314,DESERT CHRISTIAN K-8 SCHOOL - E WRIGHTSTOWN RD,PRIVATE,9415 E WRIGHTSTOWN RD,TUCSON,PIMA,85715.0,NO,33,78.8%,90.9%,90.9%,93.9%,90.9%,21.2%,9.1%,9.1%,6.1%,9.1%,2022,
8315,SAINT JOHNS MIDDLE SCHOOL,PUBLIC,555 W 7TH SOUTH,SAINT JOHNS,APACHE,85936.0,NO,65,78.5%,92.3%,92.3%,92.3%,92.3%,21.5%,7.7%,7.7%,7.7%,7.7%,2022,
8316,NOOR ACADEMY OF ARIZONA,PRIVATE,1130 W 23RD ST,TEMPE,MARICOPA,85282.0,NO,<20,66.7%,58.3%,75.0%,83.3%,75.0%,16.7%,16.7%,16.7%,16.7%,16.7%,2022,
8317,LEARNING FOUNDATION AND PERFORMING ARTS STAPLEY,CHARTER,851 N STAPLEY DR,MESA,MARICOPA,85203.0,NO,33,87.9%,90.9%,93.9%,93.9%,100.0%,12.1%,9.1%,6.1%,6.1%,0.0%,2022,
8318,WINDOW ROCK ELEMENTARY SCHOOL,PUBLIC,CHEE DODGE DR,WINDOW ROCK,APACHE,86515.0,NO,137,92.7%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8319,DRACHMAN PRIMARY MAGNET SCHOOL,PUBLIC,1085 S 10TH AVE,TUCSON,PIMA,85701.0,YES,30,96.7%,100.0%,96.7%,100.0%,96.7%,3.3%,0.0%,3.3%,0.0%,3.3%,2022,
8320,ROUND VALLEY INTERMEDIATE SCHOOL,PUBLIC,165 S BROWN ST,EAGAR,APACHE,85925.0,NO,119,92.4%,93.3%,93.3%,94.1%,93.3%,6.7%,6.7%,5.9%,5.9%,6.7%,2022,
8321,SANDERS MIDDLE SCHOOL,PUBLIC,"I-40, HWY 191",SANDERS,APACHE,86512.0,NO,65,95.4%,98.5%,98.5%,98.5%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8322,GANADO MIDDLE SCHOOL,PUBLIC,HWY 264,GANADO,APACHE,86505.0,NO,90,76.7%,97.8%,96.7%,98.9%,97.8%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8323,CHINLE ELEMENTARY SCHOOL,PUBLIC,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503.0,NO,71,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8324,CANYON DE CHELLY ELEMENTARY SCHOOL,PUBLIC,HWY 191,CHINLE,APACHE,86503.0,NO,52,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8325,MANY FARMS PUBLIC SCHOOL - 86503,PUBLIC,HWY 191,CHINLE,APACHE,86538.0,NO,39,97.4%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8326,TSAILE ELEMENTARY SCHOOL,PUBLIC,RTE 12,TSAILE,APACHE,86556.0,NO,40,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8327,MESA VIEW ELEMENTARY,PUBLIC,HWY 191 & NAVAJO ROUTE 7,CHINLE,APACHE,86503.0,NO,54,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8328,THE JONES GORDON SCHOOL,PRIVATE,4800 E. DOUBLETREE RANCH RD,PARADISE VALLEY,MARICOPA,85253.0,NO,<20,93.8%,93.8%,93.8%,93.8%,93.8%,6.3%,6.3%,6.3%,6.3%,6.3%,2022,
8329,GILA CROSSING COMMUNITY SCHOOL,PUBLIC,4665 W PECOS RD,LAVEEN,MARICOPA,85339.0,YES,45,82.2%,97.8%,97.8%,97.8%,97.8%,2.2%,2.2%,2.2%,2.2%,2.2%,2022,
8330,SAINT THERESA CATHOLIC SCHOOL,PRIVATE,5001 E THOMAS RD,PHOENIX,MARICOPA,85018.0,YES,30,93.3%,100.0%,100.0%,100.0%,100.0%,6.7%,0.0%,0.0%,0.0%,0.0%,2022,
8331,CONCHO ELEMENTARY SCHOOL,PUBLIC,HWY 61 AND CINDER RD,CONCHO,APACHE,85924.0,YES,<20,35.3%,52.9%,58.8%,70.6%,64.7%,17.6%,17.6%,17.6%,17.6%,11.8%,2022,
8332,VERNON ELEMENTARY SCHOOL,PUBLIC,10 E MAIN ST,VERNON,APACHE,85940.0,YES,<20,38.9%,94.4%,94.4%,94.4%,94.4%,16.7%,5.6%,5.6%,5.6%,5.6%,2022,
8333,LORETTO CATHOLIC SCHOOL,PRIVATE,1200 14TH ST,DOUGLAS,COCHISE,85607.0,NO,23,100.0%,100.0%,100.0%,100.0%,95.7%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8334,RANCHO SOLANO PREPARATORY SCHOOL - VENTURA,PRIVATE,9180 E VIA DE VENTURA,SCOTTSDALE,MARICOPA,85258.0,YES,58,74.1%,91.4%,93.1%,93.1%,93.1%,5.2%,5.2%,5.2%,5.2%,5.2%,2022,
8335,PERIDOT LUTHERAN ELEMENTARY SCHOOL,PRIVATE,1 MILE N OF HWY 70 ON HWY 17,PERIDOT,GILA,85542.0,NO,<20,35.7%,92.9%,92.9%,92.9%,85.7%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8336,SALT RIVER ELEMENTARY SCHOOL,PRIVATE,11582 E HIGHLAND RD,SCOTTSDALE,MARICOPA,85256.0,NO,24,62.5%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8337,GLENVIEW ADVENTIST SCHOOL,PRIVATE,6801 N 43RD AVE,PHOENIX,MARICOPA,85019.0,NO,<20,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8338,PARADISE HONORS MIDDLE SCHOOL,CHARTER,12805 N 175TH AVE,SURPRISE,MARICOPA,85338.0,NO,224,86.2%,93.8%,93.3%,95.5%,94.6%,13.8%,6.3%,6.7%,4.5%,5.4%,2022,
8339,SAN FRANCISCO DE ASIS CATHOLIC SCHOOL,PRIVATE,1600 E RTE 66,FLAGSTAFF,COCONINO,86001.0,NO,22,77.3%,95.5%,95.5%,95.5%,95.5%,4.5%,4.5%,4.5%,4.5%,4.5%,2022,
8340,SONORAN SCIENCE ACADEMY - PHOENIX,CHARTER,3535 E MCDOWELL ROAD,PHOENIX,MARICOPA,85008.0,NO,47,63.8%,93.6%,91.5%,87.2%,93.6%,25.5%,6.4%,8.5%,12.8%,6.4%,2022,
8341,SONORAN SCIENCE ACADEMY EAST,CHARTER,7450 E STELLA RD,TUCSON,PIMA,85730.0,NO,58,96.6%,98.3%,98.3%,96.6%,98.3%,3.4%,1.7%,1.7%,1.7%,1.7%,2022,
8342,SONORAN SCIENCE ACADEMY-DAVIS MONTHAN,CHARTER,5741 E. IRONWOOD ST,TUCSON,PIMA,85708.0,YES,25,84.0%,100.0%,100.0%,100.0%,88.0%,4.0%,0.0%,0.0%,0.0%,0.0%,2022,
8343,HOLLINGER ELEMENTARY SCHOOL,PUBLIC,150 W AJO WAY,TUCSON,PIMA,85713.0,YES,107,98.1%,100.0%,100.0%,100.0%,100.0%,0.9%,0.0%,0.0%,0.0%,0.0%,2022,
8344,SONORAN SCIENCE ACADEMY - TUCSON,CHARTER,2325 E. SUNSET RD,TUCSON,PIMA,85741.0,NO,66,100.0%,100.0%,100.0%,100.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,2022,
8345,HERMOSA MONTESSORI SCHOOL,CHARTER,12051 E FORT LOWELL RD,TUCSON,PIMA,85749.0,NO,<20,91.7%,100.0%,100.0%,100.0%,100.0%,8.3%,0.0%,0.0%,0.0%,0.0%,2022,
8346,MONTESSORI SCHOOLHOUSE-85719,CHARTER,1301 E FT LOWELL RD,TUCSON,PIMA,85719.0,NO,<20,75.0%,91.7%,91.7%,91.7%,91.7%,8.3%,8.3%,8.3%,8.3%,8.3%,2022,
